"Lego Star Wars II: The Original Trilogy NA, PAL• LEGO Star Wars II: La Trilogie Originale FR• Lego Star Wars II: Die Klassische Trilogie DE• Lego Star Wars II: La Trilogía Original ES• Lego Star Wars II: La Trilogia Classica IT",No,2006,Amaze Entertainment,LucasArts,"NA, PAL"
"Lemony Snicket's A Series of Unfortunate Events NA, PAL• Les Désastreuses aventures des orphelins Baudelaire d'après Lemony Snicket FR• Lemony Snicket: Räetselhafte Ereignisse DE• Una Serie De Catastróficas Desdichas de Lemony Snicket ES• Lemony Snicket: Una Serie di Sfortunati Eventi IT",N/A,2004,Griptonite Games,Activision,"NA, PAL"
Let's Ride! Dreamer NA• Horse & Pony: Let's Ride 2 PAL• Pippa Funnell 2 FR• Pferd & Pony: Lass Uns Reiten 2 DE• Paard & Pony: Paard in Galop NL,N/A,2005 (PAL)2006 (NA),Kritzelkratz,THQ,"NA, PAL"
Let's Ride! Friends Forever NA• Horse & Pony: Best Friends - My Horse PAL• Pferd & Pony: Best Friends - Mein Pferd DE,N/A,2007,dtp Young Entertainment AG,THQ,NA
Let's Ride! Sunshine Stables NA• Pippa Funnell: Stable Adventure PAL• Alexandra Ledermann FR• Pferd & Pony: Mein Pferdehof DE• Paard & Pony: Mijn Manege NL,N/A,2005,ValuSoft,THQ,"NA, PAL"
Licca-chan no Oshare Nikki,Yes (SPM),2004,,Marvelous Entertainment,JP
Lilliput Oukoku: Lillimoni to Issho-puni!,N/A,2004,Alpha Unit,Sega,JP
Little Buster Q,N/A,2002,Amedio,Tomy Corporation,JP
Little League Baseball 2002,N/A,2002,Handheld Games,NewKidCo,NA
Little Patissier: Cake no Oshiro,N/A,2004,,MTO,JP
Lizzie McGuire: On the Go NA• Lizzie McGuire PAL,N/A,2003,Digital Eclipse,"Disney Interactive, THQ","NA, PAL"
Lizzie McGuire 2: Lizzie Diaries,N/A,2004,Climax Studios,"Disney Interactive, THQ",NA
Lizzie McGuire 3: Homecoming Havoc,N/A,2005,Climax Studios,"Buena Vista Interactive, THQ",NA
Lode Runner,N/A,2003,,Success,JP
Looney Tunes Double Pack(Dizzy Driving / Acme Antics),N/A,20052006,Various,Majesco Entertainment / THQ,"NA, PAL"
"Looney Tunes: Back in Action NA, PAL• Les Looney Tunes: Passent a L'Action FR",N/A,2003,Warthog Games,Electronic Arts,"NA, PAL"
"The Lord of the Rings: The Fellowship of the Ring NA, PAL• Le Seigneur Des Anneaux: La Communaute De L'anneau FR• Der Herr der Ringe: Die Gefährten DE• El Señor de los Anillos: La Comunidad del Anillo ES• Il Signore degli Anelli: La Compagnia Dell'Anello IT",No,2002,Pocket Studios,Black Label Games,"NA, PAL"
"The Lord of the Rings: The Two Towers NA, PAL• The Lord of the Rings: Futatsu no Tou JP• Le Seigneur des Anneaux: Les Deux Tours FR• Der Herr der Ringe: Die Zwei Türme DE• El Señor de los Anillos: Las Dos Torres ES• Il Signore degli Anelli: Le Due Torri IT",Yes (COOP),2002,Griptonite Games,Electronic Arts,"NA, JP, PAL"
"The Lord of the Rings: The Return of the King NA, PAL• The Lord of the Rings: Ou no Kikan JP• Le Seigneur des Anneaux: Le Retour du Roi FR• Der Herr der Ringe: Die Rückkehr des Königs DE• El Señor de los Anillos: El Retorno Del Ray ES• Il Signore degli Anelli: Il Ritorno del Re IT",Yes,2003,Griptonite Games,EA Games,"NA, JP, PAL"
"The Lord of the Rings: The Third Age NA, PAL• The Lord of the Rings: Nakatsukuni Daisanki JP• Le Seigneur des Anneaux: Le Tiers Age FR• Der Herr der Ringe: Das Dritte Zeitalter DE• El Señor de los Anillos: La Tercera Edad ES• Il Signore degli Anelli: La Terza Era IT",Yes,2004,Griptonite Games,EA Games,"NA, JP, PAL"
The Lost Vikings,Yes (COOP),2003,Mass Media,Blizzard Classic Arcade,"NA, PAL"
Love Hina Advance: Shukufuku no Kane wa Harukana,N/A,2001,Marvelous Entertainment,Marvelous Entertainment,JP
Lucky Luke: Wanted!,N/A,2001,WizardSoft,Infogrames,PAL
Lufia: The Ruins of Lore NA• Estopolis Densetsu: Chinmoku no Iseki JP,Yes (COOP),2002 (JP)2003 (NA),Atelier Double,Taito JPAtlus NA,"NA, JP"
Lunar Legend,N/A,2002,Japan Art Media,Media Rings JPUbisoft NA,"NA, JP"
M&M's Blast!,N/A,2001,Pipe Dream Interactive,Majesco Entertainment,NA
M&M's Break' Em,N/A,2007,Frame Studios Interactive,DSI Games,NA
Madagascar,N/A,2005,Vicarious Visions,Activision,"NA, JP, PAL"
"Madagascar: Operation Penguin NA, PAL• Madagascar: Operation Pingouins FR• Madagascar: Operation Pinguin DE• Madagascar: Operación Pingüino ES• Madagascar: Operazione Pinguino IT",N/A,2005,Vicarious Visions,Activision,"NA, PAL"
Madden NFL 2002,N/A,2001,"EA Tiburon, Budcat Creations",EA Sports,NA
Madden NFL 2003,N/A,2002,"EA Tiburon, Budcat Creations",EA Sports,NA
Madden NFL 2004,N/A,2003,"EA Tiburon, Budcat Creations",EA Sports,NA
Madden NFL 2005,N/A,2004,Exient Entertainment,EA Sports,NA
Madden NFL 06,N/A,2005,Exient Entertainment,EA Sports,NA
Madden NFL 07,N/A,2006,Exient Entertainment,EA Sports,NA
Magi Nation,N/A,2002,Interactive Imagination,Epoch,JP
Magical Houshin,N/A,2002,Koei,Koei,JP
Magical Vacation,N/A,2001,Brownie Brown,Nintendo,JP
Mahjong Keiji(Mahjong Detective),Yes (SPM),2001,,Hudson,JP
Mahou Sensei Negima! Private Lesson: Dame Desu Toshokan,N/A,2005,,Marvelous Entertainment,JP
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,N/A,2006,,Marvelous Entertainment,JP
Mail de Cute,N/A,2002,Konami,Konami,JP
Majokko Cream-Chan Gokko Series 1: Wan Nyon Idol Gakuen,N/A,2003,,Culture Brain,JP
Majjokko Cream-Chan no Gokko Series 2: Kisekae Angel(Kisekae Angel),N/A,2004,,Culture Brain,JP
Major League Baseball 2K7,N/A,2007,Skyworks Technologies,2K Sports,NA
Manic Miner,N/A,2002,Jester Interactive,Jester Interactive,PAL
Manga-ka Debut Monogatari: Akogare! Manga Ka Ikusei Game!,N/A,2002,,TDK Core,JP
"March of the Penguins NA, PAL• Die Reise der Pinguine DE",N/A,2006,SkyRiver Studios,DSI Games,"NA, PAL"
Mar Heaven: Knockin' on Heaven's Door,N/A,2005,Alpha Unit,Konami,JP
"Marie, Elie & Anis no Atelier: Soyokaze kara no Dengon",N/A,2003,,Banpresto,JP
"Mario & Luigi: Superstar Saga NA, PAL• Mario & Luigi RPG JP","Yes (COOP, SPM)",2003,AlphaDream,Nintendo,"NA, JP, PAL"
"Mario Golf: Advance Tour NA, PAL• Mario Golf: GBA Tour JP",Yes,2004,Camelot Software Planning,Nintendo,"NA, JP, PAL"
"Mario Kart: Super Circuit NA, PAL• Mario Kart Advance JP",Yes (SPM),2001,Intelligent Systems,Nintendo,"NA, JP, PAL"
Mario Party Advance,Yes (SPM),2004,Hudson Soft,Nintendo,"NA, JP, PAL"
"Mario Pinball Land NA• Super Mario Ball PAL, JP",No,2004,Fuse Games,Nintendo,"NA, JP, PAL"
Mario Tennis: Power Tour NA• Mario Tennis Advance JP• Mario Power Tennis PAL,Yes,2005,Camelot Software Planning,Nintendo,"NA, JP, PAL"
Mario vs. Donkey Kong,N/A,2004,Nintendo Software Technology,Nintendo,"NA, JP, PAL, AU"
"Marvel: Ultimate Alliance NA, PAL• Marvel: La Grande Alleanza IT",N/A,2006,Barking Lizards,Activision,"NA, PAL"
Mary-Kate and Ashley: Girls Night Out,N/A,2002,Powerhead Games,Acclaim,NA
Mary-Kate and Ashley: Sweet 16 - Licensed to Drive,N/A,2002,Powerhead Games,Acclaim,"NA, PAL"
Masters of the Universe - He-man Power of Grayskull,N/A,2002,Taniko,TDK Mediactive,NA
Mat Hoffman's Pro BMX,N/A,2001,HotGen,Activision,"NA, PAL"
Mat Hoffman's Pro BMX 2,N/A,2002,HotGen,Activision,"NA, PAL"
Matantei Loki Ragnarok: Gensou no Labyrinth,N/A,2003,,J-Wing,JP
Matchbox Cross Town Heroes,N/A,2002,Magellan Interactive,THQ,"NA, PAL"
"Matchbox Missions: Air, Land and Sea Rescue / Emergency Response",N/A,2006,Gravity-I,DSI Games,"NA, PAL"
Math Patrol: The Kleptoid Threat,N/A,2007,GXB Interactive,Tomy Corporation,NA
Max Payne NA• Max Payne Advance PAL,No,2003,Möbius Entertainment,Rockstar Games,"NA, PAL"
Maya the Bee: Sweet Gold• Die Biene Maja: Süßes Gold DE,N/A,2005,Shin'en,Midway,PAL
Maya the Bee: The Great Adventure PAL• Maya L'Abeille: La Grande Aventure FR• Die Biene Maja: Das Grosse Abenteuer DE• La Abeja Maya: Nuevas Aventuras ES• L'Ape Maia: La Grande Avventura IT,N/A,2002,Shin'en,Acclaim,PAL
Mazes of Fate,N/A,2006,Sabarasa Entertainment,O3 Entertainment,NA
Mech Platoon• Kikaika Gunta: Mech Platoon JP,Yes,2001 (JP/PAL)2002 (NA),Kemco,Kemco,"NA, JP, PAL"
Medabots AX: Metabee Version• Medarot G: Kabuto Version JP,Yes,2002 (PAL/JP)2003 (NA),Natsume,Natsume,"NA, JP, PAL"
Medabots AX: Rokusho Version• Medarot G: Kuwagata Version JP,Yes,2002 (PAL/JP)2003 (NA),Natsume,Natsume,"NA, JP, PAL"
"Medal of Honor: Infiltrator NA, PAL• Medal of Honor Advance JP• Medal of Honor: Espionnage FR",N/A,2003,Netherock Ltd.,EA Games,"NA, JP, PAL"
Medal of Honor: Underground,Yes,2002 (NA)2003 (PAL),Rebellion Developments,Destination Software,"NA, PAL"
Medarot Navi Kabuto Version,N/A,2001,Natsume,Imagineer,JP
Medarot Navi Kuwagana Version,N/A,2001,Natsume,Imagineer,JP
Medabots: Metabee Version• Medarot 2 Core: Kabuto Version JP,N/A,20022003,Natsume,Natsume,NA
Medabots: Rokusho Version• Medarot 2 Core: Kuwagata Version JP,N/A,20022003,Natsume,Natsume,NA
"Meet the Robinsons NA, PAL• Bienvenue chez les Robinson FR• Triff Die Robinsons DE• Descubriendo a los Robinsons ES• I Robinson: Una Famiglia Spaziale IT",N/A,2007,Climax Studios,Disney Interactive Studios,"NA, PAL"
"Mega Man & Bass NA, PAL• Rockman & Forte JP",N/A,2001,,Capcom,"NA, JP, PAL"
"Mega Man Battle Chip Challenge NA, PAL• Rockman EXE Battle Chip GP JP",N/A,2003 (JP)2004 (NA/PAL),Capcom,Capcom,"NA, JP, PAL"
"Mega Man Battle Network NA, PAL• Battle Network Rockman EX JP",Yes,2001,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 2 NA, PAL• Battle Network Rockman EXE 2 JP",N/A,2001 (JP)2002 (NA/PAL),,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 3: Blue NA, PAL• Battle Network Rockman EXE 3 Black JP",N/A,2003,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 3: White NA, PAL• Battle Network Rockman EXE 3 JP",N/A,2004,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 4: Blue Moon NA, PAL• Rockman EXE 4 Tournament Blue Moon JP",N/A,2004,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 4: Red Sun NA, PAL• Rockman EXE 4 Tournament Red Sun JP",Yes,2004,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 5: Team Protoman NA, PAL• Rockman EXE 5 Team of Blues JP",N/A,2004 (JP)2005 (NA/PAL),,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 5: Team Colonel NA, PAL• Rockman EXE 5 Team of Colonel JP",N/A,2005,,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 6: Cybeast Falzar NA, PAL• Rockman EXE 6 Dennōjū Falzer JP",N/A,2005 (JP)2006 (NA/PAL),,Capcom,"NA, JP, PAL"
"Mega Man Battle Network 6: Cybeast Gregar NA, PAL• Rockman EXE 6 Dennōjū Glaga JP",N/A,2005 (JP)2006 (NA/PAL),,Capcom,"NA, JP, PAL"
"Mega Man Zero NA, PAL• Rockman Zero JP",N/A,2002,Inti Creates,Capcom,"NA, JP, PAL"
"Mega Man Zero 2 NA, PAL• Rockman Zero 2 JP",N/A,2003,Inti Creates,Capcom,"NA, JP, PAL"
"Mega Man Zero 3 NA, PAL• Rockman Zero 3 JP",N/A,2004,Inti Creates,Capcom,"NA, JP, PAL"
"Mega Man Zero 4 NA, PAL• Rockman Zero 4 JP",N/A,2005,Inti Creates,Capcom,"NA, JP, PAL"
Meitantei Conan: Akatsuki no Monument,N/A,2005,,Banpresto,JP
Meitantei Conan: Nerawareta Tantei,N/A,2003,Fortyfive,Banpresto,JP
Men in Black: The Series,N/A,2001,David A. Palmer Productions,Crave,"NA, PAL"
Mermaid Melody: Pichi Pichi Pitch,N/A,2003,Konami,Konami,JP
Mermaid Melody: Pichi Pichi Pitch - Pichi Pichi Party,N/A,2003,Konami,Konami,JP
Mermaid Melody: Pichi Pichi Pitch - Pichi Pichitto Live Start,N/A,2004,Konami,Konami,JP
Metal Max 2 Kai,N/A,2003,,Now Production,JP
Metal Slug Advance,No,2004,Noise Factory,SNK Playmore,"NA, JP, PAL"
Metalgun Slinger,N/A,2002,Open Sesame,Atmark,JP
Metroid Fusion,No,2002,Nintendo,Nintendo,"NA, JP, PAL"
Metroid: Zero Mission,No,2004,Nintendo,Nintendo,"NA, JP, PAL"
Mezase! Koushien,N/A,2005,,Tasuke,JP
Micro Machines,Yes (SPM),2003,Paragon 5,Infogrames,PAL
Midnight Club: Street Racing,Yes,2001,Angel Studios,Destination Software,"NA, PAL"
Midway's Greatest Arcade Hits,N/A,2001,Midway,Midway,"NA, PAL"
Mighty Beanz Pocket Puzzles,N/A,2004,Radius9,Majesco Entertainment,NA
Mike Tyson Boxing,N/A,2002,Virtucraft,Ubisoft,"NA, PAL"
Millipede / Super Breakout / Lunar Lander,N/A,2005,Gravity-I,DSI Games,"NA, PAL"
Minami no Umi no Odyssey,N/A,2002,,Global A,JP
Mini Moni: Mika no Happy Morning Chatty,N/A,2002,,Shogakukan,JP
Mini Moni: Onegai Ohoshi-sama!,N/A,,,Konami,JP
Minna no Ouji-Sama,N/A,2003,Konami,Konami,JP
Minna no Soft Series: Hyokkori Hyoutan Shima,N/A,2003,,MTO,JP
Minna no Soft Series: Happy Trump 20,Yes (SPM),2005,Kouyousha,Success,JP
Minna no Soft Series: Minna no Mahjong,N/A,2003,,MTO,JP
Minna no Soft Series: Minna no Shogi,N/A,2004,,Success,JP
Minna no Soft Series: Shanghai,N/A,2003,,Success,JP
Minna no Soft Series: Tetris Advance,Yes (SPM),2003,,Success,JP
Minority Report: Everybody Runs,N/A,2002,Torus Games,Activision,"NA, PAL"
Miracle! Panzou: 7-tsu no Hoshi no Uchuu Kaizoku,N/A,2005,,Atlus,JP
Mission: Impossible: Operation Surma,N/A,2003,M4 Limited,Atari SA,"NA, PAL"
MLB Slugfest 2004,N/A,2003,Handheld Games,Midway,NA
Mobile Pro Yakyuu: Kantoku no Saihai,N/A,2001,Mobile 21,Konami,JP
Mobile Suit Gundam Seed: Tomo to Kimi to Koko de• Kidou Senshi Gundam Seed: Tomo to Kimi to Koko de JP,N/A,2004,Natsume,Bandai,JP
Mobile Suit Gundam Seed: Battle Assault,N/A,2004,Natsume,Bandai,NA
Momotarou Matsuri(Momotaro Festival),N/A,2001,Hudson,Hudson,JP
Momotarou Dentetsu G: Gold Deck o Tsukure!,N/A,2005,,Hudson,JP
Monopoly,N/A,2004,Destination Software,DSI Games,"NA, PAL"
Monster! Bass Fishing,N/A,2004,Ignition Entertainment,AIA USA,"NA, PAL"
Monster Force,N/A,2002,Digital Eclipse,Universal Interactive,"NA, PAL"
Monster Gate,Yes (SPM),2002,KCE Studios,Konami,JP
Monster Gate 2: Dai Inaru Dungeon(Monster Gate: Ooinaru Dungeon - Fuuin no Orb),Yes (SPM),2003,KCE Studios,Konami,JP
Monster Guardians,N/A,2001 (JP),Konami,Konami,JP
Monster House,N/A,2006,Artificial Mind and Movement,THQ,"NA, PAL"
Monster Jam: Maximum Destruction,N/A,2002,Unique Development Studios,Ubisoft,"NA, PAL"
Monster Maker 4: Flash Card,N/A,2002,,Success,JP
Monster Maker 4: Killer Dice,N/A,2002,,Success,JP
Monster Rancher Advance PAL• Monster Farm Advance JP,N/A,2001,Tecmo,Tecmo,"NA, PAL"
Monster Rancher Advance 2 PAL• Monster Farm Advance 2 JP,N/A,2002,Tecmo,Tecmo,"NA, PAL"
Monster Summoner,N/A,2004,,Ertain,JP
Monster Truck Madness,N/A,2003,Tantalus Interactive,THQ,NA
Monster Trucks,N/A,2004,Skyworks Technologies,Majesco Entertainment,"NA, PAL"
Monster Trucks Mayhem,N/A,2006,Apex Designs,DSI Games,"NA, PAL"
"Monsters, Inc. NA, JP, PAL• Monstres & Cie FR• Die Monster AG DE• Monstruos, S.A. ES• Monsters & Co. IT",N/A,2001,Natsume,THQ,"NA, JP, PAL"
Moorhuhn 3: ...Es Gibt Huhn! DE• Crazy Chicken 3: The Chicken Chase PAL,N/A,2002,Sproing,Ubisoft,PAL
Moero!! Jaleco Collection,N/A,2004,Jaleco Entertainment,Jaleco Entertainment,JP
Morita Shogi Advance,Yes (SPM),2001,Hudson,Hudson,JP
The Morning Adventure,N/A,2003,Bit Managers,Virtual Toys,PAL
Mortal Kombat Advance,N/A,2002,Virtucraft,Midway,"NA, PAL"
Mortal Kombat: Deadly Alliance,N/A,2002,Midway,Midway,"NA, PAL"
Mortal Kombat: Tournament Edition,N/A,2003,Midway,Midway,NA
Mother 1 + 2,N/A,2003,Brownie Brown / HAL Laboratory,Nintendo,JP
Mother 3,N/A,2006,Brownie Brown / HAL Laboratory / Nintendo,Nintendo,JP
MotoGP,N/A,2002,Visual Impact,THQ,"NA, JP, PAL"
Moto Racer Advance,N/A,2002,Adeline Software International,Ubisoft,"NA, PAL"
Motocross Maniacs Advance NA• Maniac Racers Advance PAL,Yes (SPM),2002,,Konami,"NA, PAL"
Mouse Trap / Operation / Simon,N/A,2005,Gravity-I,Destination Software,NA
Mr. Driller 2,Yes,2001 (JP)2004 (EU)2005 (US),Namco,Namco,"NA, JP, PAL"
Mr. Driller Ace: Fushigi na Pacteria,Yes (SPM),2002,,Namco,JP
Mr. Nutz,No,2001,Dream On,Infogrames,PAL
Ms. Pac-Man Maze Madness,N/A,2004,Full Fat,Namco NA / Zoo Digital Publishing PAL,"NA, PAL"
Mucha Lucha! Mascaritas of the Lost Code,N/A,2003,Digital Eclipse,Ubisoft,NA
Mugen Kinogyou Zero Tours,N/A,2001,Amedio,Media Rings,JP
Mugenborg,N/A,2003,KCET,Konami,JP
The Mummy,N/A,2002,Ubisoft Milan,Ubisoft,"NA, PAL"
Muppet Pinball Mayhem,N/A,2002,Digital Eclipse,NewKidCo,"NA, PAL"
The Muppets: On With The Show!,N/A,2003,Vicarious Visions,TDK Mediactive,"NA, PAL"
Mutsu: Water Looper Mutsu,N/A,2001,Alpha Unit,Tomy Corporation,JP
MX 2002 featuring Ricky Carmichael,N/A,2001,Tiertex Design Studios,THQ,"NA, PAL"
My Animal Centre in Africa PAL• SOS Animaux: Mission en Afrique FR• Meine Tierklinik in Africa DE,N/A,2006,Braingame,Koch Media,PAL
My Little Pony Crystal Princess: The Runaway Rainbow,N/A,2006,Webfoot Technologies,THQ / Hasbro,NA
Nakayoshi Mahjan Kaburiichi,N/A,,,,JP
Nakayoshi Pet Advance Series 1: Kawaii Hamusutaa,N/A,,,,JP
Nakayoshi Pet Advance Series 2: Kawaii Koinu,N/A,2002,,MTO,JP
Nakayoshi Pet Advance Series 3: Kawaii Koneko,N/A,2002,,MTO,JP
Nakayoshi Pet Advance Series 4: Kawaii Koinu Mini - Wanko to Asobou!! Kogatainu,N/A,2003,,MTO,JP
Namco Museum,N/A,2001,Mass Media,Namco,"NA, JP, PAL"
Namco Museum 50th Anniversary,N/A,2005,Backbone Vancouver,Namco,"NA, PAL"
Nancy Drew: Message in a Haunted Mansion,N/A,2001,Handheld Games,DreamCatcher Interactive,NA
Napoleon JP• Napoleon: L'Aigle de Guerrre FR,N/A,2001,Genki,Nintendo,"JP, PAL"
Nakayoshi Youchien,N/A,2002,,TDK Core,JP
Naruto: Konoha Senki,N/A,2003,Tomy Corporation,Tomy Corporation,JP
Naruto: Ninja Council• Naruto: Ninjutsu Zenkai! Saikyō Ninja Daikesshū JP,N/A,2003 (JP)2006 (NA),Tomy Corporation,Tomy Corporation,"NA, JP"
Naruto: Ninja Council 2• Naruto: Saikyō Ninja Daikesshu 2 JP,N/A,2004 (JP)2006 (NA),Tomy Corporation,Tomy Corporation,"NA, JP"
Naruto RPG: Uketsugareshi Hi no Ishi,N/A,2004,Tomy Corporation,Tomy Corporation,JP
NASCAR Heat 2002,Yes (SPM),2002,Crawfish Interactive,Infogrames,NA
Natural 2: Duo,N/A,2002,,Omega Micott,JP
NBA Jam 2002,N/A,2002,DC Studios,Acclaim,"NA, PAL"
Need for Speed: Carbon - Own the City,N/A,2006,EA Canada,EA Games,"NA, PAL"
Need for Speed: Most Wanted,N/A,2005,EA Canada,Electronic Arts,"NA, PAL"
Need for Speed: Underground,N/A,2003,Pocketeers,Electronic Arts,"NA, PAL"
Need for Speed: Underground 2,N/A,2004,Pocketeers,Electronic Arts,"NA, PAL"
Need for Speed: Porsche Unleashed,N/A,2005,Pocketeers,Destination Software,"NA, PAL"
NGT Next Generation Tennis PAL• Roland Garros: French Open 2002 FR,Yes (SPM),2002,Wanadoo,Strategy First,PAL
NFL Blitz 20-02,N/A,2001,OutLook Entertainment,Midway,NA
NFL Blitz 20-03,N/A,2002,OutLook Entertainment,Midway,NA
NHL 2002,N/A,2001,Budcat Creations,EA Sports,NA
NHL Hitz 2003,N/A,2002,Exient Entertainment,Midway,NA
Nicktoons Racing,N/A,2002,Crawfish Interactive,Infogrames / Nickelodeon,"NA, PAL"
"Nicktoons Unite! NA• SpongeBob SquarePants and Friends Unite! PAL• Bob l'éponge et ses Amis: Un pour Tous, Tous pour Un! FR• SpongeBob Schwammkopf und Seine Freunde: Durch Dick und Dünn! DE• Bob Esponja y Amigos: ¡Unidos! ES• SpongeBob SquarePants en Zijn Vrienden: Samen Staan Ze Sterk! NL",N/A,2005,Climax Group,THQ,"NA, PAL"
Nicktoons: Attack of the Toybots NA• Bob l'éponge et Ses Amis: Contre les Robots-Jouets FR• SpongeBob und siene Freunde: Angriff der Spielzeugroboter DE,N/A,2007,Firemint,THQ,NA
Nicktoons: Battle for Volcano Island NA• SpongeBob SquarePants and Friends: Battle for Volcano Island PAL• Bob l'éponge et Ses Amis: Attaque sur l'île du Volcan FR• SpongeBob und Seine Freunde: Schlacht um die Vulkaninsel DE• Bob Esponja y Amigos: Batalla por la Isla del Volcán ES• SpongeBob e i suoi Amici: Battaglia sull'Isola del Vulcano IT,N/A,2006,Halfbrick Studios,THQ,"NA, PAL"
Nicktoons: Freeze Frame Frenzy NA• SpongeBob SquarePants and Friends: Freeze Frame Frenzy PAL• Bob l'éponge et ses Amis: La Photo en Délire (France) FR• SpongeBob Schwammkopf und seine Freunde im Fotofieber DE• Bob Esponja y sus Amigos: La Cámara Loca ES• SpongeBob SquarePants en Zijn Vrienden: De gekke camera NL,N/A,2004,Altron,THQ,"NA, PAL"
Ninja Five-O NA• Ninja Cop PAL,N/A,2003,Hudson Soft,Konami,"NA, PAL"
No no no Puzzle Chailien,Yes (SPM),2005,Creatures Inc.,Nintendo,JP
No Rules: Get Phat,No,2001,Flying Tiger Development,TDK Mediactive,"NA, PAL"
Nobunaga Ibun,N/A,2002,,Global A,JP
Nobunaga No Yabou,N/A,2001,Koei/iNiS,Koei,JP
"Noddy: A Day at Toyland NA, PAL• Oui-Oui: Une Journée Au Pays des Jouets FR",Yes,2006,Lucky Jump,The Game Factory,"NA, PAL"
Nyan Nyan Nyanko no Nyan Collection,N/A,2005,MTO,MTO,JP
Ochaken no Bouken Jima: Honwaka Yume no Island,N/A,2005,,MTO,JP
Ochaken Kururin: Honwaka Puzzle de Hotto Shiyo?,N/A,2004,,MTO,JP
Ochaken no Heya,Yes (SPM),2003,,MTO,JP
Ochaken no Yume Bouken,N/A,2005,,MTO,JP
Oddworld: Munch's Oddysee,N/A,2003,Art,THQ,"NA, PAL"
Ohanaya-san Monogatari,N/A,2002,,TDK Core,JP
Ojarumaru: Gekkou Machi Sanpo de Ojaru,N/A,2003,,MTO,JP
Okaitoku Series 5: Puzzle & Tantei Collection(Puzzle & Tantei Collection),N/A,2003,,Culture Brain,JP
Okuman Chouja Game: Nottori Daisakusen!,N/A,2001,Mobile 21,Bandai,JP
Onimusha Tactics,N/A,2003,,Capcom,"NA, JP, PAL"
One Piece: Going Baseball - Kaizoku Yakyuu JP• One Piece: Going Baseball: Haejeok Yagu KR,N/A,2004,Now Production,Bandai,"JP, KR"
One Piece: Dragon Dream!,N/A,2005,M2,Bandai,JP
Onmyou Taisenki: Zeroshiki,N/A,2004,Kamui,Bandai,JP
"Open Season NA, PAL• Les Rebelles de la Forêt FR• Colegas en el Bosque ES• Boog & Elliot: A Caccia di Amici IT",N/A,2006,Ubisoft Montreal,Ubisoft,"NA, PAL"
Operation: Armored Liberty,N/A,2003,Majesco Entertainment,Majesco Entertainment,"NA, PAL"
Oriental Blue: Ao no Tengai,N/A,2003,Hudson,Nintendo,JP
Oshaberi Inko Club,N/A,2002,,Alpha Unit,JP
Oshare Princess,N/A,2002,,Culture Brain,JP
Oshare Princess 2 + Doubutsu Kyaranabi Uranai,N/A,2002,,Culture Brain,JP
Oshare Princess 3,N/A,2003,,Culture Brain,JP
Oshare Princess 5,N/A,2005,,Culture Brain,JP
Ottifanten Pinball DE,N/A,2005,Independent Arts,Trend Verlag,PAL
"Over the Hedge NA, PAL• Nos Voisins, les Hommes FR• Ab durch die Hecke DE• Vecinos Invasores ES• La Gang del Bosco IT",N/A,2006,Vicarious Visions,Activision,"NA, PAL"
"Over The Hedge: Hammy Goes Nuts! NA, PAL• Nos Voisins, les Hommes: Zamy Pète Les Plombs! FR• Ab durch die Hecke: Hammy Dreht Durch DE• Vecinos Invasores: ¡Hammy Enloquece! ES• La Gang del Bosco: Hammy si Scatena IT",N/A,2006,Vicarious Visions,Activision,"NA, PAL"
Ozzy & Drix,N/A,2003,Raylight Studios,Midway,NA
Pac-Man Collection,No,2001,Mass Media,Namco,"NA, JP, PAL"
Pac-Man Pinball Advance,N/A,2005,HumanSoft,Namco,"NA, PAL"
Pac-Man World,N/A,2004,Full Fat,Namco,"NA, PAL"
Pac-Man World 2,Yes,2005,Full Fat,Namco,"NA, PAL"
Paperboy / Rampage,N/A,2005,DSI Games,DSI Games,"NA, PAL"
Pawa Poke Dash,N/A,2006,,Konami,JP
Paws & Claws: Best Friends - Dogs & Cats NA• Best Friends: Hunde & Katzen DE,N/A,2007,Sproing,THQ,"NA, PAL"
Paws & Claws: Pet Resort NA• My Pet Hotel PAL• Meine Tierpension DE• Mijn Dierenpension: Huisdieren logeren graag bij jou! NL,N/A,2006,Independent Arts,THQ,"NA, PAL"
Paws & Claws: Pet Vet NA• Léa Passion Vétérinaire FR• Meine Tierarztpraxis DE• Mijn Dierenpraktijk NL,N/A,2006,Independent Arts,DTP Entertainment,"NA, PAL"
Payback,N/A,2004,Apex Designs,Destination Software,"NA, PAL"
Peter Pan: The Motion Picture Event,No,2003,Saffire,Atari SA,"NA, PAL"
Petz: Hamsterz 2 NA• Hamster Gurakubu 3 JP,N/A,2007,Jorudan,Ubisoft,"NA, JP"
Petz Vet NA• Himawari Doubutsu Byouin Pet no Oishasan JP,N/A,2007,Sensory Sweep,Ubisoft,"NA, JP"
Phalanx,N/A,2001,,Kemco,"NA, JP, PAL"
