Crank In,Otome game,Petit Reve,Future Tech Lab,Unreleased,Unreleased,"Aug 31, 2017",Yes,[98]
Crazy Market,Puzzle,The Game Atelier,The Game Atelier,"Oct 29, 2013","Oct 16, 2013",Unreleased,No,[40]
Criminal Girls: Invite Only,Role-playing,Imageepoch,Nippon Ichi Software,"Feb 3, 2015","Feb 6, 2015","Nov 28, 2013",Yes,[99]
Criminal Girls 2: Party Favors,Role-playing,Imageepoch,Nippon Ichi Software,"Sep 20, 2016","Sep 23, 2016","Nov 26, 2015",Yes,[100]
Crimsonland,Shooter,10tons,10tons,"Aug 19, 2014","Aug 20, 2014",Unreleased,Yes,
Croixleur Sigma,Hack and slash,Souvenir Circ.,Playism,"Mar 1, 2016","Mar 8, 2016","Dec 24, 2015",Yes,[101]
Cross Ange: Tenshi to Ryū no Rondo tr.,Action,Shade,Bandai Namco Entertainment,Unreleased,Unreleased,"May 28, 2015",No,[102]
Cross Channel: For All People,Visual novel,FlyingShineWillplusRegista,5pb.,Unreleased,Unreleased,"Jun 26, 2014",Yes,[30]
Crypt of the NecroDancer,Roguelikerhythm,Brace Yourself GamesBlitWorks,JP: Spike ChunsoftWW: Brace Yourself Games,"Feb 2, 2016","Feb 2, 2016","Jan 18, 2016",Yes (1-2 players),
Cure Mate Club,Visual novel,Atu Works,Daidai,Unreleased,Unreleased,"Mar 14, 2013",Yes,[103]
Curses 'N Chaos,Beat 'em up,Tribute Games,Tribute Games,"Aug 18, 2015","Sep 11, 2015",Unreleased,Yes (1-2 players),
Daidai Daisuki,Visual novel,Kadokawa Games,Kadokawa Games,Unreleased,Unreleased,"Mar 31, 2015",No,[104]
Dance with Devils,Otome game,Rejet,Rejet,Unreleased,Unreleased,"Mar 24, 2016",Yes,
Dance with Devils: My Carol,Otome game,Rejet,Rejet,Unreleased,Unreleased,"Mar 22, 2018",Yes,[105]
Dairansō Dash or Dasshu!!,Arcade,Planet G,Planet G,Unreleased,Unreleased,"Feb 27, 2014",Yes,[106]
Daisenryaku Daitōa Kōbōshi 3 Dai Niji Sekai Taisen Boppatsu! Sūjiku-gun Tai Rengō-gun Zen Sekai-sen,Turn-based strategy,SystemSoft Alpha,SystemSoft Alpha,Unreleased,Unreleased,"Mar 26, 2015",No,
Daisenryaku Exceed II,Turn-based strategy,SystemSoft Alpha,SystemSoft Alpha,Unreleased,Unreleased,"Apr 29, 2015",Yes,
Daisenryaku Perfect: Senjō no Hasha,Turn-based strategy,SystemSoft Alpha,SystemSoft Alpha,Unreleased,Unreleased,"Mar 3, 2016",Yes,
Daisenryaku Web,Turn-based strategy,SystemSoft Alpha,SystemSoft Alpha,Unreleased,Unreleased,"Oct 24, 2016",No,[107]
Daitoshokan no Hitsujikai: Library Party,Visual novel,August,Aria Soft,Unreleased,Unreleased,"Feb 12, 2015",Yes,[108]
Damascus Gear: Operation Osaka,Action role-playing,A+ Games,Arc System Works,"Mar 7, 2018",Unreleased,Unreleased,Yes,[109]
Damascus Gear: Operation Tokyo,Action role-playing,A+ Games,Arc System Works,"Mar 24, 2015","Apr 29, 2015","Dec 26, 2013",Yes,[110]
Damascus Gear: Saikyou Exodus,Action role-playing,A+ Games,Arc System Works,Unreleased,Unreleased,"Mar 22, 2017",Yes,[111]
Danball Senki W,Role-playing,Level-5,Level-5,Unreleased,Unreleased,"Oct 18, 2012",Yes,[112]
Danganronpa: Trigger Happy Havoc[b],Adventure,Spike Chunsoft,JP: Spike ChunsoftWW: NIS America,"Feb 11, 2014","Feb 14, 2014","Oct 10, 2013",Japan/North America only,
Danganronpa 2: Goodbye Despair[A],Adventure,Spike Chunsoft,JP: Spike ChunsoftWW: NIS America,"Sep 2, 2014","Sep 5, 2014","Oct 10, 2013",Yes,
Danganronpa Another Episode: Ultra Despair Girls,Action-adventure,Spike Chunsoft,JP: Spike ChunsoftWW: NIS America,"Sep 1, 2015","Sep 4, 2015","Sep 25, 2014",Yes,
Danganronpa V3: Killing Harmony,Adventure,Spike Chunsoft,JP: Spike ChunsoftWW: NIS America,"Sep 26, 2017","Sep 29, 2017","Jan 12, 2017",Yes,
Daredemo Shodan ni Nareru Igo Kyōshitsu,Go,Silver Star,Silver Star,Unreleased,Unreleased,"May 25, 2017",Yes,
DariusBurst: Chronicle Saviours,Shoot 'em up,PyramidChara-AniG.rev,JP: Chara-AniWW: Degica,"Nov 30, 2015","Dec 8, 2015","Jan 14, 2016",Yes,
Darkest Dungeon,Role-playing,Red Hook StudiosSickhead Games,Red Hook Studios,"Sep 27, 2016","Sep 27, 2016",Unreleased,Yes,
Date A Live Twin Edition: Rio Reincarnation,Visual novel,Sting Entertainment,Compile Heart,Unreleased,Unreleased,"Jul 30, 2015",Yes,[113]
Day D Tower Rush,Real-time strategy,Creobit,4 Hit,"Aug 26, 2014","Jul 16, 2014",Unreleased,Yes,[114]
Day of the Tentacle Remastered,Adventure,LucasArtsDouble Fine Productions,Double Fine Productions,"Mar 22, 2016","Mar 22, 2016",Unreleased,Yes,[115]
Dead Ahead: Zombie Warfare,Survival horror,Mobirate Studio,Mobirate Studio,"May 8, 2018","May 29, 2018",Unreleased,No,[116]
Deadbolt,Roguelike,Hopoo Games,Hopoo Games,"Feb 20, 2018","Feb 20, 2018",Unreleased,No,[117]
Deadman's Cross,Role-playing,Square Enix,Square Enix,"Feb 17, 2015",Unreleased,"Feb 24, 2015",No,[118]
Dead Nation,Action,Housemarque,Sony Computer Entertainment,"Apr 15, 2014","Apr 16, 2014","May 29, 2014",Yes,
Dead or Alive 5 Plus,Fighting,Team Ninja,Tecmo Koei,"Mar 22, 2013","Mar 22, 2013","Mar 20, 2013",Yes,
Dead or Alive Xtreme 3: Venus,Sports,Team Ninja,Koei Tecmo,Unreleased,Unreleased,"Mar 24, 2016",Yes,
Death Mark,Adventure,Experience,JP: Nippon Ichi SoftwareWW: Aksys Games,"Oct 31, 2018","Oct 31, 2018","Jun 1, 2017",Yes,[119]
Deathmatch Village,Multiplayer online battle arena,Bloober Team,Bloober Team,"Sep 2, 2014","Aug 7, 2013",Unreleased,Yes,
Deception IV: Blood Ties,Action,Tecmo Koei,Tecmo Koei,"Mar 25, 2014","Mar 28, 2014","Feb 27, 2014",Yes,
Deception IV: The Nightmare Princess,Action,Koei Tecmo,Koei Tecmo,"Jul 14, 2015","Jul 17, 2015","Mar 26, 2015",Yes,
Deep Ones,Platform,Burp! Games,Sometimes You,"Apr 11, 2018","Apr 11, 2018",Unreleased,Yes,
Deep Space Rush,Shooter,Ratalaika Games,Ratalaika Games,"Oct 25, 2019","Oct 25, 2019","Oct 25, 2019",Yes,[120]
Deemo: The Last Recital,Rhythm,Rayark Games,JP: Rayark GamesNA: PM Studios,"May 16, 2017",Unreleased,"Jun 24, 2015",No,
The Deer God,Platform,Crescent Moon GamesBlowfish Studios,Level 77,"Apr 25, 2017","Apr 25, 2017",Unreleased,Yes,[121]
Defender's Quest,Tower defenserole-playing,Level Up Labs,Level Up Labs,"May 29, 2018",Unreleased,Unreleased,No,
Delta Strike: First Assault,Shooter,Cerberus,Cerberus,"May 31, 2016","Jun 21, 2016","Nov 7, 2016",No,[122]
Demetrios,Adventure,CowCat,CowCat,"Dec 6, 2016","Dec 6, 2016",Unreleased,Yes,
Demon's Tier+,Dungeon crawler,CowCat,CowCat,"Jun 9, 2020","Jun 30, 2020",Unreleased,Yes,
Demon Gaze,Dungeon crawler,Experience,JP: Kadokawa GamesWW: NIS America,"Apr 22, 2014","Apr 30, 2014","Jan 24, 2013",Yes,
Demon Gaze II,Dungeon crawler,Experience,JP: Kadokawa GamesWW: NIS America,"Nov 14, 2017","Nov 17, 2017","Oct 13, 2016",Yes,
Dengeki Bunko: Fighting Climax,Fighting,Ecole SoftwareFrench Bread,Sega,"Oct 6, 2015","Oct 6, 2015","Nov 13, 2014",No,
Dengeki Bunko: Fighting Climax Ignition,Fighting,Ecole SoftwareFrench Bread,Sega,Unreleased,Unreleased,"Dec 17, 2015",No,
Desert Ashes,Tower defense,Nine Tales Digital,Nine Tales Digital,"Feb 24, 2015",Unreleased,Unreleased,Yes (1-2 players),[123]
Desire Remaster Version,Visual novel,El Dia,Red Flagship,Unreleased,Unreleased,"Apr 27, 2017",Yes,[124]
Destiny of Spirits,Strategyrole-playing,Japan StudioQ Entertainment,Sony Computer Entertainment,"Mar 25, 2014","Mar 26, 2014","Mar 20, 2014",No,
Devious Dungeon,Platform,Ratalaika Games,Noodlecake Studios,"Apr 25, 2018","Apr 25, 2018",Unreleased,No,[125]
Dex,Action role-playing,Dreadlocks Ltd,BadLand Games,"Dec 20, 2016","Dec 20, 2016",Unreleased,No,
Diabolik Lovers: Dark Fate,Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Feb 26, 2015",Yes,[126]
Diabolik Lovers Limited V Edition,Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Dec 19, 2013",Yes,[127]
Diabolik Lovers: Lost Eden,Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Feb 16, 2017",Yes,[128]
Diabolik Lovers: Lunatic Parade,Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Feb 25, 2016",Yes,[129]
"Diabolik Lovers: More,Blood Limited V Edition",Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Jan 15, 2015",Yes,[130]
Diabolik Lovers: Vandead Carnival,Otome game,RejetOtomate,Idea Factory,Unreleased,Unreleased,"Dec 4, 2014",Yes,[131]
Die! Die! Die!,Tower defense,iFun4All,iFun4All,"Oct 1, 2013","Aug 7, 2013",Unreleased,No,[132]
Digimon Story: Cyber Sleuth,Role-playing,Media.Vision,Bandai Namco Games,"Feb 2, 2016","Feb 5, 2016","Mar 21, 2015",Yes,
Digimon Story: Cyber Sleuth – Hacker's Memory,Role-playing,Media.Vision,Bandai Namco Entertainment,"Jan 19, 2018","Jan 19, 2018","Dec 14, 2017",Yes,
Digimon World: Next Order,Role-playing,B.B. Studio,Bandai Namco Entertainment,Unreleased,Unreleased,"Mar 17, 2016",Yes,
Dino Dini's Kick Off Revival,Sports,Koo Games,The Digital Lounge,"Mar 7, 2017","Feb 22, 2017",Unreleased,No,
Disgaea 3: Absence of Detention,Tactical role-playing,Nippon Ichi Software,Nippon Ichi Software,"Apr 17, 2012","Apr 20, 2012","Dec 17, 2011",Yes,
Disgaea 4: A Promise Revisited,Tactical role-playing,Nippon Ichi Software,Nippon Ichi Software,"Aug 12, 2014","Aug 29, 2014","Jan 30, 2014",Yes,
Disney Infinity: Marvel Super Heroes,Action-adventure,Avalanche Software,Disney Interactive Studios,"May 9, 2015","May 28, 2015",Unreleased,Yes,
Divekick,Fighting,Iron Galaxy StudiosOne True Game Studios,Iron Galaxy Studios,"Aug 20, 2013","Aug 21, 2013","Sep 17, 2014",Yes,
DJMax Technika Tune,Rhythm,Pentavision,JP: CyberfrontWW: Pentavision,"Dec 4, 2012",Unreleased,"Sep 27, 2012",No,[133]
Doctor Who: The Eternity Clock,"Adventure, puzzle",Supermassive Games,BBC Worldwide,"Oct 9, 2012","Oct 10, 2012",Unreleased,No,
Dogimegi Inryoku-chan: Love & Peace,Platform,Arc System Works,Arc System Works,Unreleased,Unreleased,"Dec 10, 2015",Yes,[134]
Doki-Doki Universe,Adventure,HumaNature Studios,Sony Computer Entertainment,"Dec 10, 2013","Dec 11, 2013","Feb 22, 2014",Yes,
Dokuro,Puzzle-platform,Game Arts,GungHo Online Entertainment,"Oct 15, 2012","Jan 30, 2013","Jul 5, 2012",No,
"Don't Die, Mr. Robot!",Action,Infinite State Games,Infinite State Games,"Nov 4, 2014","Nov 5, 2014",Unreleased,Yes,
Don't Starve: Giant Edition,Action-adventure,Klei EntertainmentBlitWorks,Klei Entertainment,"Sep 2, 2014","Sep 3, 2014",Unreleased,Yes,
Doodle Devil,Puzzle,JoyBits,8 Floor Games,"Jan 14, 2014","Oct 23, 2013",Unreleased,Yes,
Doodle God,Puzzle,JoyBits,8 Floor Games,"Jul 16, 2013","Jan 23, 2013",Unreleased,Yes,
Doodle Kingdom,Puzzle,JoyBits,8 Floor Games,"Mar 31, 2015","Mar 11, 2015",Unreleased,No,
Doukoku Soshite...,Visual novel,Studio LineSakata SASEl Dia,El Dia,Unreleased,Unreleased,"Apr 26, 2018",Yes,[135]
Downwell,Roguelike,Moppin,Devolver Digital,"May 24, 2016","May 24, 2016","May 24, 2016",Yes,
Dragon Ball Z: Battle of Z,Fighting,Artdink,Bandai Namco Games,"Jan 28, 2014","Jan 29, 2014","Jan 23, 2014",No,
Dragon Fantasy Book I,Role-playing,The Muteki Corporation,The Muteki Corporation,"Apr 16, 2013","Jun 18, 2014",Unreleased,Yes,[136]
Dragon Fantasy Book II,Role-playing,The Muteki Corporation,The Muteki Corporation,"Sep 10, 2013",Unreleased,Unreleased,Yes,[137]
Dragon Fantasy: The Black Tome of Ice,Role-playing,The Muteki Corporation,The Muteki Corporation,"Sep 16, 2016","Jun 21, 2016",Unreleased,Yes,
Dragon Fin Soup,Roguelike,Grimm BrosBlitWorks,Grimm Bros,"Nov 6, 2015","Nov 3, 2015","Dec 2, 2015",Yes,
Dragon Quest Builders,"Sandbox, role-playing",Square Enix Business Division 5,Square Enix,"Oct 11, 2016","Oct 14, 2016","Jan 28, 2016",No,
Dragon Quest Heroes II,Action role-playing,Omega Force,Square Enix,Unreleased,Unreleased,"May 27, 2016",Yes,
Dragon's Crown,Action role-playing,Vanillaware,EU: NIS AmericaWW: Atlus,"Aug 6, 2013","Oct 10, 2013","Jul 25, 2013",Yes,
Dragon's Dogma Quest,Action role-playing,Capcom,Capcom,Unreleased,Unreleased,"Dec 19, 2013",Yes,
Dragons Online,Role-playing,Stephen Allen,Stephen Allen,Unreleased,"Jun 7, 2017",Unreleased,Yes,[138]
Dragon Sinker,Role-playing,Exe Create,Kemco,"Feb 6, 2018","Sep 19, 2018","Jan 18, 2018",Yes,[139]
Dramatical Murder Re:code,Otome game,Nitro+chiral,Nitroplus,Unreleased,Unreleased,"Oct 30, 2014",Yes,[140]
Draw Slasher,Action,Mass Creation,JP: TeyonWW: Mass Creation,"Apr 23, 2013","Apr 24, 2013","Apr 24, 2014",No,[141]
Dream Club Zero Portable,Dating sim,Tamsoft,D3 Publisher,Unreleased,Unreleased,"Dec 17, 2011",No,[142]
Dreamwalker,Puzzle,Code Mystics,Code Mystics,"Dec 18, 2018","Jan 15, 2019",Unreleased,Yes,
Dreii,Puzzle,Etter Studio,Bitforge,"Mar 8, 2016","Mar 9, 2016",Unreleased,No,[143]
Drive! Drive! Drive!,Racing,Different Cloth,Different Cloth,"Aug 18, 2016","Dec 24, 2016",Unreleased,Yes,
Drive Girls,Action,Tamsoft,JP: Bergsala LightweightNA: Aksys GamesEU: Rising Star Games,"Sep 8, 2017","Jun 9, 2017","Jan 26, 2017",No,[144]
D.S. Dal Segno,Visual novel,Circus,Entergram,Unreleased,Unreleased,"Mar 22, 2018",Yes,[145]
Duke Nukem 3D: Megaton Edition,First-person shooter,3D RealmsGeneral ArcadeAbstraction Games,Devolver Digital,"Jan 6, 2015","Jan 7, 2015",Unreleased,North America only,
Dungeon Hunter: Alliance,Action role-playing,Gameloft Montreal,Ubisoft,"Feb 15, 2012","Feb 22, 2012","Dec 17, 2011",Japan only,[146]
Dungeon Punks,Action role-playing,Hyper Awesome Entertainment,Hyper Awesome Entertainment,"Aug 16, 2016","Aug 17, 2016",Unreleased,Yes,[147]
Dungeon Travelers 2: The Royal Library & the Monster Seal,Dungeon crawler,Sting Entertainment,JP: AquaplusNA: Atlus USAEU: NIS America,"Aug 18, 2015","Oct 16, 2015","Sep 25, 2014",Yes,[148]
Dungeon Travelers 2-2,Dungeon crawler,Sting Entertainment,Aquaplus,Unreleased,Unreleased,"Apr 20, 2017",Yes,[149]
Durarara!! 3way standoff alley V,Visual novelpuzzlerhythm,Netchubiyori,Kadokawa Games,Unreleased,Unreleased,"Jun 19, 2014",Yes,[150]
Durarara!! Relay,Adventure,Kadokawa Games,Kadokawa Games,Unreleased,Unreleased,"Jan 29, 2015",Yes,[151]
Dustforce,Platform,Hitbox Team,Capcom,"Feb 4, 2014","Feb 5, 2014",Unreleased,Yes,[152]
Dying: Reborn,Puzzle,Nekcom,Oasis Games,"Mar 14, 2017","Apr 12, 2017","May 25, 2017",No,[153]
Dynamic Chord feat. Apple-polisher V Edition,Otome game,Honeybee Black,Honeybee,Unreleased,Unreleased,"Jun 28, 2018",Yes,[154]
Dynamic Chord feat. Kyosho V Edition,Otome game,Honeybee Black,Honeybee,Unreleased,Unreleased,"Mar 30, 2017",Yes,[155]
Dynamic Chord feat. Liar-S V Edition,Otome game,Honeybee Black,Honeybee,Unreleased,Unreleased,"Dec 22, 2016",Yes,[156]
Dynamic Chord feat. rêve parfait V Edition,Otome game,Honeybee Black,Honeybee,Unreleased,Unreleased,"Sep 29, 2016",Yes,[157]
Dynasty Warriors 8: Empires,Action,Omega Force,Koei Tecmo,"Nov 24, 2015","Nov 25, 2015","Nov 26, 2015",Yes,[158]
Dynasty Warriors 8: Xtreme Legends Complete Edition,Action,Omega Force,Tecmo Koei,"Mar 25, 2014","Apr 4, 2014","Nov 28, 2013",Yes,[159]
Dynasty Warriors: Godseekers,Strategy role-playing,Omega Force,Koei Tecmo,"Jan 31, 2017","Feb 2, 2017","Aug 3, 2016",Yes,[160]
Dynasty Warriors Next,Action,Omega Force,Tecmo Koei,"Feb 15, 2012","Feb 22, 2012","Dec 17, 2011",No,[161]
Dynasty Warriors Online Z,MMORPG,Omega Force,Koei Tecmo,Unreleased,Unreleased,"Nov 19, 2015",No,[162]
