Hello Kitty: Roller Rescue,XPEC Entertainment,"Empire Interactive, Namco",2005-08-16NA,"September 9, 2005",Unreleased,"August 16, 2005"
Hikaru no Go 3,Konami,Konami,2003-03-20JP,Unreleased,"March 20, 2003",Unreleased
Hitman 2: Silent Assassin,IO Interactive,Eidos Interactive,2003-06-19NA,"June 27, 2003",Unreleased,"June 19, 2003"
The Hobbit,Inevitable Entertainment,Vivendi Universal Games,2003-11-11NA,"November 28, 2003",Unreleased,"November 11, 2003"
Home Run King,Wow Entertainment,Sega,2002-03-18NA,Unreleased,Unreleased,"March 18, 2002"
Homeland,Chunsoft,Chunsoft,2005-04-29JP,Unreleased,"April 29, 2005",Unreleased
Hot Wheels Velocity X,Beyond Games,THQ,2002-11-12NA,"December 13, 2002",Unreleased,"November 12, 2002"
Hot Wheels World Race•Hot Wheels Highway 35 World RacePAL,Climax Group,THQ,2003-10-31NA,"November 28, 2003",Unreleased,"October 31, 2003"
Hudson Selection Vol. 1: Lode Runner,Red Entertainment,Hudson Soft,2003-07-10JP,Unreleased,"July 10, 2003",Unreleased
Hudson Selection Vol. 2: Star Soldier,Red Entertainment,Hudson Soft,2003-07-10JP,Unreleased,"July 10, 2003",Unreleased
Hudson Selection Vol. 3: Bonk's Adventure,Red Entertainment,Hudson Soft,2003-12-18JP,Unreleased,"December 18, 2003",Unreleased
Hudson Selection Vol. 4: Adventure Island,Red Entertainment,Hudson Soft,2003-12-18JP,Unreleased,"December 18, 2003",Unreleased
Hulk,Radical Entertainment,Vivendi Universal Games,2003-05-28NA,"June 13, 2003",Unreleased,"May 28, 2003"
Hunter: The Reckoning,High Voltage Software,Interplay Entertainment,2002-11-18NA,"July 11, 2003",Unreleased,"November 18, 2002"
I-Ninja,Argonaut Games,Namco,2003-12-04NA,Unreleased,Unreleased,"December 4, 2003"
Ice Age 2: The Meltdown,Eurocom Entertainment Software,Vivendi Universal Games,2006-03-14NA,"March 31, 2006",Unreleased,"March 14, 2006"
Ikaruga,"G.rev, Treasure",Infogrames,2003-01-16JP,"May 23, 2003","January 16, 2003","April 15, 2003"
The Incredible Hulk: Ultimate Destruction,Radical Entertainment,Vivendi Universal Games,2005-08-23NA,"September 9, 2005",Unreleased,"August 23, 2005"
The Incredibles,Heavy Iron Studios,THQ,2004-10-31NA,"November 5, 2004","December 2, 2005","October 31, 2004"
The Incredibles: Rise of the Underminer,Heavy Iron Studios,THQ,2005-11-01NA,"November 25, 2005","February 9, 2006","November 1, 2005"
Intellivision Lives!,Realtime Associates,Crave Entertainment,2004-11-04NA,Unreleased,Unreleased,"November 4, 2004"
International Superstar Soccer 2,Konami,Konami,2002-03-14JP,"May 3, 2002","March 14, 2002",Unreleased
International Superstar Soccer 3PAL,Konami,Konami,2003-03-14JP,"May 30, 2003","March 14, 2003",Unreleased
The Italian Job,Climax Group,Eidos Interactive,2003-07-17NA,"September 12, 2003",Unreleased,"July 17, 2003"
James Bond 007: Everything or Nothing,EA Redwood Shores,EA Games,2004-02-11JP,"February 27, 2004","February 11, 2004","February 17, 2004"
James Bond 007: Agent Under Fire,EA Redwood Shores,EA Games,2002-03-13NA,"June 14, 2002",Unreleased,"March 13, 2002"
James Bond 007: NightFire,Eurocom,EA Games,2002-11-18NA,"November 29, 2002",Unreleased,"November 18, 2002"
Jeremy McGrath Supercross World,Acclaim Studios Salt Lake City,Acclaim Max Sports,2002-02-27NA,"June 7, 2002",Unreleased,"February 27, 2002"
Jikkyou Powerful Major League,Konami,Konami,2006-05-11JP,Unreleased,"May 11, 2006",Unreleased
Jikkyou Powerful Pro Yakyuu 10,Konami,Konami,2003-07-17JP,Unreleased,"July 17, 2003",Unreleased
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban,Konami,Konami,2003-12-18JP,Unreleased,"December 18, 2003",Unreleased
Jikkyou Powerful Pro Yakyuu 11,Konami,Konami,2004-07-15JP,Unreleased,"July 15, 2004",Unreleased
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,Konami,Konami,2004-12-16JP,Unreleased,"December 16, 2004",Unreleased
Jikkyou Powerful Pro Yakyuu 12,Konami,Konami,2005-07-14JP,Unreleased,"July 14, 2005",Unreleased
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Konami,Konami,2005-12-15JP,Unreleased,"December 15, 2005",Unreleased
Jikkyou Powerful Pro Yakyuu 9,Konami,Konami,2002-07-18JP,Unreleased,"July 18, 2002",Unreleased
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Konami,Konami,2002-12-19JP,Unreleased,"December 19, 2002",Unreleased
Jikkyō World Soccer 2002,Konami Computer Entertainment Osaka,Konami,2002-03-14JP,Unreleased,"March 14, 2002",Unreleased
Jimmy Neutron: Boy Genius,Big Sky Software,THQ,2002-12-17NA,"March 7, 2003",Unreleased,"December 17, 2002"
Judge Dredd: Dredd Vs. Death,Rebellion Developments,BAM! Entertainment (NA)Vivendi Universal Games (EU),2003-12-12NA,"March 1, 2005",Unreleased,"December 12, 2003"
Kao the Kangaroo Round 2,Tate Interactive,JoWooD Productions (EU)Atari (NA),2005-04-15PAL,"April 15, 2005",Unreleased,"March 29, 2006"
Karaoke Revolution Party,Harmonix Music Systems,Konami,2005-11-08NA,Unreleased,Unreleased,"November 8, 2005"
Kelly Slater's Pro Surfer,Treyarch,Activision O2,2002-09-16NA,"October 18, 2002",Unreleased,"September 16, 2002"
Kidō Senshi Gundam: Gundam vs. Z Gundam,Bandai,Bandai,2004-12-09JP,Unreleased,"December 9, 2004",Unreleased
Kidō Senshi Gundam: Senshitachi no Kiseki,Bandai,Bandai,2004-03-18JP,Unreleased,"March 18, 2004",Unreleased
Killer7,Grasshopper Manufacture,Capcom,2005-06-09JP,"July 15, 2005","June 9, 2005","July 7, 2005"
King Arthur,Krome Studios,Konami,2004-11-18NA,"February 11, 2005",Unreleased,"November 18, 2004"
Kirby Air Ride,HAL Laboratory,Nintendo,2003-07-11JP,"February 27, 2004","July 11, 2003","October 13, 2003"
Kiwame Mahjong DX2,Athena,Athena,2002-08-09JP,Unreleased,"August 9, 2002",Unreleased
Knights of the Temple: Infernal CrusadePAL,Starbreeze Studios,TDK Mediactive,2004-03-19PAL,"March 19, 2004",Unreleased,Unreleased
Knockout Kings 2003,EA Sports,EA Sports,2002-10-09NA,"December 20, 2002",Unreleased,"October 9, 2002"
Konjiki no Gash Bell!! Yūjō no Tag Battle Full Power,Bandai,Bandai,2004-08-05JP,Unreleased,"August 5, 2004",Unreleased
Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,8ing,Bandai,2005-12-15JP,Unreleased,"December 15, 2005",Unreleased
Korokke! Ban-Ō no Kiki o Sukue,Konami,Konami,2004-07-08JP,Unreleased,"July 8, 2004",Unreleased
Kururin Squash!,Eighting,Nintendo,2004-10-14JP,Unreleased,"October 14, 2004",Unreleased
Largo Winch: Empire Under ThreatPAL,Dupuis,Ubisoft,2002-10-01PAL,"October 1, 2002",Unreleased,Unreleased
Legend of Golfer,SETA Corporation,Nintendo,2004-06-17JP,Unreleased,"June 17, 2004",Unreleased
The Legend of Spyro: A New Beginning,Krome Studios,Vivendi Games,2006-10-10NA,"October 27, 2006",Unreleased,"October 10, 2006"
The Legend of the Quiz Tournament of Champions,Nintendo,Nintendo,2005-12-08JP,Unreleased,"December 8, 2005",Unreleased
The Legend of Zelda: Collector's Edition,Nintendo,Nintendo,2003-11-14PAL,"November 14, 2003",Unreleased,"November 17, 2003"
The Legend of Zelda: Four Swords Adventures,Nintendo Research & Development 1,Nintendo,2004-03-18JP,"January 7, 2005","March 18, 2004","June 7, 2004"
The Legend of Zelda: Ocarina of Time / Master Quest,Nintendo Entertainment Analysis and Development,Nintendo,2002-11-28JP,"May 3, 2003","November 28, 2002","February 17, 2003"
The Legend of Zelda: Twilight Princess,Nintendo Entertainment Analysis and Development,Nintendo,2006-12-02JP,"December 15, 2006EU December 19, 2006AUS","December 2, 2006","December 11, 2006"
The Legend of Zelda: The Wind Waker,Nintendo Entertainment Analysis and Development,Nintendo,2002-12-13JP,"May 2, 2003EU May 7, 2003AUS","December 13, 2002","March 24, 2003"
Legends of Wrestling,Acclaim Studios Salt Lake City,Acclaim Entertainment,2002-05-27NA,"June 7, 2002",Unreleased,"May 27, 2002"
Legends of Wrestling II,Acclaim Studios Salt Lake City,Acclaim Entertainment,2002-11-26NA,"February 7, 2003",Unreleased,"November 26, 2002"
Lego Star Wars: The Video Game,Traveller's Tales,Eidos InteractiveTT Games Publishing,2005-10-25NA,"November 4, 2005",Unreleased,"October 25, 2005"
Lego Star Wars II: The Original Trilogy,Traveller's Tales,LucasArts,2006-09-11PAL,"September 11, 2006",Unreleased,"September 12, 2006"
Lemony Snicket's A Series of Unfortunate Events,"Adrenium Games, Amaze Entertainment",Activision,2004-11-10NA,"November 26, 2004",Unreleased,"November 10, 2004"
Looney Tunes: Back in Action,Warthog Games,Electronic Arts,2003-11-24NA,"January 30, 2004",Unreleased,"November 24, 2003"
The Lord of the Rings: The Return of the King•Lord of the Rings: The Return of the KingPAL,EA Redwood Shores,EA Games,2003-11-05NA,"November 14, 2003","January 8, 2004","November 5, 2003"
The Lord of the Rings: The Third Age,EA Redwood Shores,EA Games,2004-11-02NA,"November 5, 2004","December 22, 2004","November 2, 2004"
The Lord of the Rings: The Two Towers•Lord of the Rings: The Two TowersPAL,Stormfront Studios,EA Games,2002-12-31NA,"March 14, 2003","February 14, 2003","December 31, 2002"
Lost Kingdoms,FromSoftware,"FromSoftware, Activision",2002-04-25JP,"August 9, 2002","April 25, 2002","May 27, 2002"
Lost Kingdoms II,FromSoftware,"FromSoftware, Activision",2003-05-21NA,"June 6, 2003","May 23, 2003","May 21, 2003"
Lotus Challenge,Kuju Entertainment,Ignition Entertainment,2004-07-29NA,Unreleased,Unreleased,"July 29, 2004"
Luigi's Mansion[16],Nintendo EAD,Nintendo,2001-09-14JP,"May 3, 2002EU May 17, 2002AUS","September 14, 2001","November 18, 2001"
Lupin Sansei: Umi ni Kieta Hihou,Asmik Ace Entertainment,Asmik Ace Entertainment,2003-07-31JP,Unreleased,"July 31, 2003",Unreleased
Madagascar,Toys For Bob,"Activision,Bandai (Japan)",2005-05-24NA,"June 30, 2005","August 11, 2005","May 24, 2005"
Madden NFL 2002[17],EA Tiburon,EA Sports,2001-11-18NA,Unreleased,Unreleased,"November 18, 2001"
Madden NFL 2003,EA Tiburon,EA Sports,2002-08-12NA,"October 11, 2002",Unreleased,"August 12, 2002"
Madden NFL 2004,EA Tiburon,EA Sports,2003-08-12NA,"September 12, 2003",Unreleased,"August 12, 2003"
Madden NFL 2005,EA Tiburon,EA Sports,2004-08-09NA,"September 17, 2004",Unreleased,"August 9, 2004"
Madden NFL 06,EA Tiburon,EA Sports,2005-08-08NA,"September 16, 2005",Unreleased,"August 8, 2005"
Madden NFL 07,EA Tiburon,EA Sports,2006-08-22NA,Unreleased,Unreleased,"August 22, 2006"
Madden NFL 08,EA Tiburon,EA Sports,2007-08-14NA,Unreleased,Unreleased,"August 14, 2007"
Major League Baseball 2K6,Kush Games,2K Sports,2006-06-12NA,Unreleased,Unreleased,"June 12, 2006"
Mario Golf: Toadstool Tour,Camelot Software Planning,Nintendo,2003-07-29NA,"June 18, 2004","September 5, 2003","July 29, 2003"
Mario Kart: Double Dash!!,Nintendo EAD,Nintendo,2003-11-07JP,"November 14, 2003EU November 20, 2003AUS","November 7, 2003","November 17, 2003"
Mario Party 4,Hudson Soft,Nintendo,2002-10-21NA,"November 29, 2002","November 8, 2002","October 21, 2002"
Mario Party 5,Hudson Soft,Nintendo,2003-11-10NA,"December 5, 2003","November 28, 2003","November 10, 2003"
Mario Party 6,Hudson Soft,Nintendo,2004-11-18JP,"March 18, 2005","November 18, 2004","December 6, 2004"
Mario Party 7,Hudson Soft,Nintendo,2005-11-07NA,"February 10, 2006","November 10, 2005","November 7, 2005"
Mario Power Tennis,Camelot Software Planning,Nintendo,2004-10-28JP,"February 25, 2005","October 28, 2004","November 8, 2004"
Mario Superstar Baseball,Namco,Nintendo,2005-07-21JP,"November 11, 2005","July 21, 2005","August 29, 2005"
Mark Davis Pro Bass Challenge,"SIMS Co., Ltd.",Natsume,2005-09-20NA,Unreleased,Unreleased,"September 20, 2005"
Marvel Nemesis: Rise of the Imperfects,Nihilistic Software,Electronic Arts,2005-09-20NA,"October 14, 2005",Unreleased,"September 20, 2005"
Mary-Kate and Ashley: Sweet 16 – Licensed to Drive,n-Space,Club Acclaim,2003-02-14NA,"June 1, 2003",Unreleased,"February 14, 2003"
Mat Hoffman's Pro BMX 2,Gratuitous Games,Activision O2,2002-10-08NA,"December 6, 2002",Unreleased,"October 8, 2002"
MC Groovz Dance Craze,Mad Catz,Mad Catz,2004-11-22NA,"June 23, 2005",Unreleased,"November 22, 2004"
Medabots Infinity,Natsume,"Natsume, Ubisoft",2003-11-28JP,"September 24, 2004","November 28, 2003","December 14, 2003"
Medal of Honor: European Assault,EA Los Angeles,EA Games,2005-06-07NA,"June 17, 2005","August 11, 2005","June 7, 2005"
Medal of Honor: Frontline,EA Los Angeles,EA Games,2002-11-10NA,"December 6, 2002",Unreleased,"November 10, 2002"
Medal of Honor: Rising Sun,EA Los Angeles,EA Games,2003-11-11NA,"November 28, 2003","December 4, 2004","November 11, 2003"
Meet the Robinsons,Avalanche Software,Disney Interactive Studios,2007-03-27NA,Unreleased,Unreleased,"March 27, 2007"
Mega Man Anniversary Collection,Atomic Planet Entertainment,Capcom,2004-06-22NA,Unreleased,Unreleased,"June 22, 2004"
Mega Man Network Transmission,Arika,Capcom,2003-03-06JP,"June 26, 2003","March 6, 2003","June 17, 2003"
Mega Man X Collection,Capcom,Capcom,2006-01-10NA,Unreleased,Unreleased,"January 10, 2006"
Mega Man X: Command Mission,Capcom,Capcom,2004-07-29JP,"November 19, 2004","July 29, 2004","September 21, 2004"
Men in Black II: Alien Escape,Infogrames Melbourne House,Infogrames,2003-02-07PAL,"February 7, 2003",Unreleased,"February 27, 2003"
Mercedes-Benz World RacingPAL,Synetic,TDK Mediactive,2004-04-08PAL,"April 8, 2004",Unreleased,Unreleased
Metal Arms: Glitch in the System,Swingin' Ape Studios,Vivendi Universal Games,2003-11-18NA,"December 5, 2003",Unreleased,"November 18, 2003"
Metal Gear Solid: The Twin Snakes,"Konami, Silicon Knights",Konami,2004-03-09NA,"March 26, 2004","March 11, 2004","March 9, 2004"
Metal Gear Solid: The Twin Snakes Special Disc[18][19],"Konami, Silicon Knights",Konami,2004-03-11JP,Unreleased,"March 11, 2004",Unreleased
Metroid Prime,Retro Studios,Nintendo,2002-11-17NA,"March 21, 2003","February 28, 2003","November 17, 2002"
Metroid Prime 2: Echoes,Retro Studios,Nintendo,2004-11-15NA,"November 26, 2004","May 26, 2005","November 15, 2004"
Micro MachinesPAL,Infogrames Sheffield House,Infogrames,2003-01-17PAL,"January 17, 2003",Unreleased,Unreleased
Midway Arcade Treasures,Backbone Entertainment,Midway Games,2003-12-18NA,Unreleased,Unreleased,"December 18, 2003"
Midway Arcade Treasures 2,Backbone Entertainment,Midway Games,2004-10-11NA,Unreleased,Unreleased,"October 11, 2004"
Midway Arcade Treasures 3,Backbone Entertainment,Midway Games,2005-10-26NA,Unreleased,Unreleased,"October 26, 2005"
Minority Report: Everybody Runs,Treyarch,Activision,2002-11-19NA,"December 6, 2002",Unreleased,"November 19, 2002"
Mission: Impossible - Operation Surma,Paradigm Entertainment,Atari,2004-03-23NA,"April 2, 2004","March 25, 2004","March 23, 2004"
MLB Slugfest 20-03,Gratuitous Games,Midway Games,2002-09-03NA,Unreleased,Unreleased,"September 3, 2002"
MLB Slugfest 20-04,Gratuitous Games,Midway Games,2003-03-16NA,Unreleased,Unreleased,"March 16, 2003"
Momotarō Dentetsu 11: Black Bombee Shutsugen! No Maki,Hudson Soft,Hudson Soft,2002-12-05JP,Unreleased,"December 5, 2002",Unreleased
Momotarō Dentetsu 12: Nishinihon Hen mo ari Masse!,Hudson Soft,Hudson Soft,2003-12-11JP,Unreleased,"December 11, 2003",Unreleased
Monopoly Party,Runecraft,InfogramesTomy (JP),2002-11-20NA,"February 27, 2003","July 31, 2003","November 20, 2002"
Monster 4x4: Masters of Metal,Ubisoft Barcelona,UbiSoft,2003-12-10NA,Unreleased,Unreleased,"December 10, 2003"
Monster House,Artificial Mind and Movement,THQ,2006-07-18NA,"August 4, 2006",Unreleased,"July 18, 2006"
Monster Jam: Maximum Destruction,Inland Productions,Ubisoft,2002-12-06PAL,"December 6, 2002",Unreleased,"December 29, 2002"
"Monsters, Inc. Scream Arena",Radical Entertainment,THQ,2002-09-14NA,"April 11, 2003",Unreleased,"September 14, 2002"
Mortal Kombat: Deadly Alliance,Midway Games,Midway Games,2002-11-17NA,"February 14, 2003",Unreleased,"November 17, 2002"
Mortal Kombat: Deception,Midway Games,Midway Games,2005-03-01NA,Unreleased,Unreleased,"March 1, 2005"
Mr. Driller: Drill Land,Namco,Namco,2002-12-20JP,Unreleased,"December 20, 2002",Unreleased
Muppets Party Cruise,Mass Media,TDK Mediactive,2003-11-11NA,Unreleased,Unreleased,"November 11, 2003"
Muscle Champion: Kinnikutō Kessen,Konami,Konami,2002-11-21JP,Unreleased,"November 21, 2002",Unreleased
Mutsu to Nohohon,Takara Tomy,Takara Tomy,2002-07-19JP,Unreleased,"July 19, 2002",Unreleased
MVP Baseball 2004,EA Canada,EA Sports,2004-03-09NA,Unreleased,Unreleased,"March 9, 2004"
MVP Baseball 2005,EA Canada,EA Sports,2005-02-22NA,Unreleased,Unreleased,"February 22, 2005"
MX Superfly,Locomotive Games,THQ,2002-06-25NA,"October 4, 2002",Unreleased,"June 25, 2002"
Mystic Heroes,Koei,Koei,2002-03-29JP,"December 13, 2002","March 29, 2002","September 30, 2002"
Namco Museum,Mass Media,Namco,2002-10-09NA,Unreleased,Unreleased,"October 9, 2002"
Namco Museum 50th Anniversary,Backbone Entertainment,NamcoElectronic Arts (EU),2005-08-30NA,"May 5, 2006",Unreleased,"August 30, 2005"
Naruto: Clash of Ninja,Eighting,"D3 Publisher, Tomy",2003-04-11JP,Unreleased,"April 11, 2003","March 7, 2006"
Naruto: Clash of Ninja 2•Naruto: Clash of NinjaPAL,Eighting,TomyNintendo (EU),2003-12-04JP,"November 24, 2006","December 4, 2003","September 26, 2006"
Naruto: Gekitō Ninja Taisen! 3,Eighting,Tomy,2004-11-20JP,Unreleased,"November 20, 2004",Unreleased
Naruto: Gekitō Ninja Taisen! 4,Eighting,Tomy,2005-11-21JP,Unreleased,"November 21, 2005",Unreleased
NASCAR 2005: Chase for the Cup,EA Tiburon,EA Sports,2004-09-04NA,Unreleased,Unreleased,"September 4, 2004"
NASCAR Thunder 2003,EA Sports,EA Sports,2002-09-19NA,Unreleased,Unreleased,"September 19, 2002"
NASCAR: Dirt to Daytona,Monster Games,Infogrames,2002-11-27NA,Unreleased,Unreleased,"November 27, 2002"
NBA 2K2,Visual Concepts,Sega,2002-03-20NA,Unreleased,Unreleased,"March 20, 2002"
NBA 2K3,Visual Concepts,Sega,2002-10-07NA,"March 28, 2003",Unreleased,"October 7, 2002"
NBA Courtside 2002,Left Field Productions,Nintendo,2002-01-13NA,"May 24, 2002","March 29, 2002","January 13, 2002"
NBA Live 2003,EA Canada,EA Sports,2002-10-08NA,"December 6, 2002",Unreleased,"October 8, 2002"
NBA Live 2004,EA Canada,EA Sports,2003-10-15NA,"November 7, 2003",Unreleased,"October 15, 2003"
NBA Live 2005,EA Canada,EA Sports,2004-09-28NA,"October 29, 2004",Unreleased,"September 28, 2004"
NBA Live 06,EA Canada,EA Sports,2005-09-26NA,"October 7, 2005",Unreleased,"September 26, 2005"
NBA Street,EA Canada,EA Sports BIG,2002-02-17NA,Unreleased,"March 22, 2002","February 17, 2002"
NBA Street Vol. 2,EA Canada,EA Sports BIG,2003-04-28NA,"May 2, 2003",Unreleased,"April 28, 2003"
NBA Street V3,EA Canada,EA Sports BIG,2005-02-08NA,"February 18, 2005","May 26, 2005","February 8, 2005"
NCAA College Basketball 2K3,Kush Games,Sega,2002-12-02NA,Unreleased,Unreleased,"December 2, 2002"
NCAA College Football 2K3,Visual Concepts,Sega,2002-09-09NA,Unreleased,Unreleased,"September 9, 2002"
NCAA Football 2003,EA Sports,EA Sports,2002-07-20NA,Unreleased,Unreleased,"July 20, 2002"
NCAA Football 2004,EA Sports,EA Sports,2003-07-16NA,Unreleased,Unreleased,"July 16, 2003"
NCAA Football 2005,EA Sports,EA Sports,2004-07-15NA,Unreleased,Unreleased,"July 15, 2004"
Need for Speed: Carbon,EA Canada,Electronic Arts,2006-10-31NA,"November 3, 2006",Unreleased,"October 31, 2006"
Need for Speed: Hot Pursuit 2,EA Seattle,EA Games,2002-09-30NA,"October 25, 2002",Unreleased,"September 30, 2002"
Need for Speed: Most Wanted,EA Canada,Electronic Arts,2005-11-15NA,"November 25, 2005","December 22, 2005","November 15, 2005"
Need for Speed: Underground,EA Black Box,EA Games,2003-11-17NA,"November 21, 2003","December 25, 2003","November 17, 2003"
Need for Speed: Underground 2,EA Black Box,EA Games,2004-11-15NA,"November 19, 2004","December 22, 2004","November 15, 2004"
Neighbours from HellPAL,JoWooD Vienna,JoWooD Productions,2005-03-04PAL,"March 4, 2005",Unreleased,Unreleased
NFL 2K3,Visual Concepts,Sega,2002-08-21NA,"March 28, 2003",Unreleased,"August 21, 2002"
NFL Blitz 20-02,"Point of View, Inc.",Midway Games,2002-03-18NA,Unreleased,Unreleased,"March 18, 2002"
NFL Blitz 20-03,"Point of View, Inc.",Midway Games,2002-08-12NA,Unreleased,Unreleased,"August 12, 2002"
NFL Blitz Pro,Midway Games,Midway Games,2003-12-02NA,Unreleased,Unreleased,"December 2, 2003"
NFL Quarterback Club 2002,Acclaim Studios Austin,Acclaim Sports,2001-12-14NA,Unreleased,Unreleased,"December 14, 2001"
NFL Street,EA Tiburon,EA Sports,2004-01-14NA,"January 30, 2004",Unreleased,"January 14, 2004"
NFL Street 2,EA Tiburon,EA Sports,2004-12-22NA,"January 28, 2005",Unreleased,"December 22, 2004"
NHL 2003,EA Sports,EA Sports,2002-09-30NA,"October 25, 2002",Unreleased,"September 30, 2002"
NHL 2004,EA Sports,EA Sports,2003-09-22NA,"October 10, 2003",Unreleased,"September 22, 2003"
NHL 2005,EA Sports,EA Sports,2004-09-20NA,"October 8, 2004",Unreleased,"September 20, 2004"
NHL 06,EA Sports,EA Sports,2005-09-06NA,"September 23, 2005",Unreleased,"September 6, 2005"
NHL 2K3,Treyarch,Sega,2002-12-11NA,"March 28, 2003",Unreleased,"December 11, 2002"
NHL Hitz 20-02[20],Black Box Games,Midway Games,2001-11-18NA,"May 3, 2002",Unreleased,"November 18, 2001"
NHL Hitz 20-03,Black Box Games,Midway Games,2002-09-16NA,"November 1, 2002",Unreleased,"September 16, 2002"
NHL Hitz Pro,Next Level Games,Midway Games,2003-09-25NA,Unreleased,Unreleased,"September 25, 2003"
Nickelodeon Party Blast,Data Design Interactive,Infogrames,"2002-12-06NA,PAL","December 6, 2002",Unreleased,"December 6, 2002"
Nicktoons: Battle for Volcano Island,Blue Tongue Entertainment,THQ,2006-10-24NA,Unreleased,Unreleased,"October 24, 2006"
Nicktoons Unite!•SpongeBob SquarePants & Friends: Unite!PAL,Blue Tongue Entertainment,THQ,2005-10-27NA,"March 3, 2006",Unreleased,"October 27, 2005"
Nintendo Puzzle Collection,"Intelligent Systems, Nintendo Software Technology",Nintendo,2003-02-07JP,Unreleased,"February 7, 2003",Unreleased
Odama•Yoot Saito's Odama,Vivarium,Nintendo,2006-03-31PAL,"March 31, 2006","April 13, 2006","April 10, 2006"
Ohenro-San,Panasonic Corporation,Panasonic Corporation,2003-04-24JP,Unreleased,"April 24, 2003",Unreleased
One Piece: Grand Adventure,Ganbarion,Namco Bandai Games,2006-08-29NA,Unreleased,Unreleased,"August 29, 2006"
One Piece: Grand Battle! 3,Ganbarion,Bandai,2003-12-11JP,Unreleased,"December 11, 2003",Unreleased
One Piece: Grand Battle! Rush,Ganbarion,Bandai,2005-03-17JP,Unreleased,"March 17, 2005","September 7, 2005"
One Piece: Pirates' Carnival,Bandai,"Bandai, Namco Bandai Games",2005-11-23JP,Unreleased,"November 23, 2005","September 12, 2006"
One Piece: Treasure Battle!,Bandai,Bandai,2002-11-01JP,Unreleased,"November 1, 2002",Unreleased
Open Season,Ubisoft Montreal,Ubisoft,2006-09-19NA,"October 6, 2006",Unreleased,"September 19, 2006"
Outlaw Golf,Hypnotix,"Simon & Schuster, TDK Mediactive",2002-10-29NA,"June 24, 2003",Unreleased,"October 29, 2002"
Over the Hedge,Edge of Reality,Activision,2006-05-09NA,"June 23, 2006",Unreleased,"May 9, 2006"
P.N.03,Capcom,Capcom,2003-03-27JP,"August 29, 2003","March 27, 2003","September 9, 2003"
Pac-Man Fever,Mass Media,Namco,2002-09-03NA,Unreleased,Unreleased,"September 3, 2002"
Pac-Man Vs.,Nintendo EAD,Namco,2003-12-02NA,"March 26, 2004",Unreleased,"December 2, 2003"
Pac-Man World 2,Namco,Namco,2002-03-19NA,"March 21, 2003",Unreleased,"March 19, 2002"
Pac-Man World 3,Blitz Games,NamcoElectronic Arts (EU),2005-11-17NA,"June 23, 2006",Unreleased,"November 17, 2005"
Pac-Man World Rally,Smart Bomb Interactive,Namco Bandai Games,2006-08-22NA,Unreleased,Unreleased,"August 22, 2006"
Paper Mario: The Thousand-Year Door,Intelligent Systems,Nintendo,2004-07-22JP,"November 12, 2004","July 22, 2004","October 11, 2004"
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montreal,Ubisoft,2005-11-17PAL,"November 17, 2005",Unreleased,"November 21, 2005"
Phantasy Star Online Episode I & II,Sonic Team,Sega,2002-09-12JP,"March 7, 2003","September 12, 2002","October 29, 2002"
Phantasy Star Online Episode I & II Plus,Sonic Team,Sega,2003-11-27JP,Unreleased,"November 27, 2003","September 15, 2004"
Phantasy Star Online Episode III: C.A.R.D. Revolution,Sonic Team,Sega,2003-11-27JP,"June 11, 2004","November 27, 2003","March 2, 2004"
Piglet's Big Game,Doki Denki Studio,Gotham Games,2003-03-19NA,"July 2, 2003",Unreleased,"March 19, 2003"
Pikmin[21],Nintendo Entertainment Analysis and Development,Nintendo,2001-10-26JP,"June 14, 2002","October 26, 2001","December 3, 2001"
Pikmin 2,Nintendo Entertainment Analysis and Development,Nintendo,2004-04-29JP,"October 8, 2004EU November 4, 2004AUS","April 29, 2004","August 30, 2004"
Pinball Hall of Fame: The Gottlieb Collection,FarSight Studios,Crave Entertainment,2005-03-20NA,Unreleased,Unreleased,"March 20, 2005"
Pitfall: The Lost Expedition,Edge of Reality,Activision,2004-02-18NA,"February 20, 2004",Unreleased,"February 18, 2004"
Pokémon Box: Ruby and Sapphire,Nintendo,Nintendo,2003-05-30JP,"May 14, 2004","May 30, 2003","July 12, 2004"
Pokémon Channel,Ambrella,Nintendo,2003-07-18JP,"April 2, 2004","July 18, 2003","December 1, 2003"
Pokémon Colosseum,Genius Sonority,Nintendo,2003-11-21JP,"May 14, 2004","November 21, 2003","March 22, 2004"
Pokémon XD: Gale of Darkness,Genius Sonority,Nintendo,2005-08-05JP,"November 18, 2005","August 5, 2005","October 3, 2005"
The Polar Express,Blue Tongue Entertainment,THQ,2004-11-02NA,"November 22, 2004",Unreleased,"November 2, 2004"
Pool Edge,NDcube,Media Kite,2002-10-25JP,Unreleased,"October 25, 2002",Unreleased
Pool Paradise,Ignition Entertainment,Ignition Entertainment,2004-03-15PAL,"March 15, 2004",Unreleased,"June 30, 2004"
Power Rangers: Dino Thunder,Locomotive Games,THQ,2004-09-14NA,"November 26, 2004",Unreleased,"September 14, 2004"
