The Powerpuff Girls: Relish Rampage - Pickled Edition,VIS Entertainment,BAM! Entertainment,2002-12-15NA,"February 6, 2004",Unreleased,"December 15, 2002"
Prince of Persia: The Sands of Time,Ubisoft Montreal,Ubisoft,2003-11-18NA,"February 20, 2004",Unreleased,"November 18, 2003"
Prince of Persia: The Two Thrones,Ubisoft Montreal,Ubisoft,2005-12-01NA,"December 9, 2005",Unreleased,"December 1, 2005"
Prince of Persia: Warrior Within,Ubisoft Montreal,Ubisoft,2004-11-30NA,"December 3, 2004",Unreleased,"November 30, 2004"
Pro Rally,Ubisoft Barcelona,Ubisoft,2002-10-04PAL,"October 4, 2002",Unreleased,"November 11, 2002"
Puyo Pop Fever,Sonic Team,Sega,2004-02-27PAL,"February 27, 2004","March 24, 2004","July 20, 2004"
R: Racing Evolution•R: RacingPAL,Namco,NamcoElectronic Arts (EU),2003-11-27JP,"April 2, 2004","November 27, 2003","December 9, 2003"
Radirgy GeneriC,Milestone,Milestone,2006-05-25JP,Unreleased,"May 25, 2006",Unreleased
Rally Championship,Warthog Games,"Encore Software, Eidos Interactive",2003-02-07PAL,"February 7, 2003",Unreleased,"July 30, 2003"
Rampage: Total Destruction,Pipeworks Software,Midway Games,2006-04-24NA,Unreleased,Unreleased,"April 24, 2006"
Ratatouille,Asobo Studio,THQ,2007-06-26NA,"August 3, 2007",Unreleased,"June 26, 2007"
Rave Master,Konami,Konami,2002-03-20JP,Unreleased,"March 20, 2002","March 8, 2005"
Rayman 3: Hoodlum Havoc,Ubisoft Montpellier,Ubisoft,2003-02-21PAL,"February 21, 2003","October 22, 2004","March 2, 2003"
Rayman Arena,Ubisoft Montpellier,Ubisoft,2002-09-24NA,Unreleased,Unreleased,"September 24, 2002"
Red Faction II,"THQ, Volition",THQ,2003-03-31NA,"June 6, 2003",Unreleased,"March 31, 2003"
RedCard 20-03,"Point of View, Inc.",Midway Games,2002-06-24NA,"July 5, 2002",Unreleased,"June 24, 2002"
Rei Fighter Gekitsui Senki,Global A Entertainment,Global A Entertainment,2003-03-06JP,Unreleased,"March 6, 2003",Unreleased
Reign of Fire,Kuju Entertainment,BAM! Entertainment,2002-11-26NA,"November 29, 2002",Unreleased,"November 26, 2002"
Resident Evil,Capcom,Capcom,2002-03-22JP,"September 13, 2002","March 22, 2002","April 30, 2002"
Resident Evil 2,Capcom,Capcom,2003-01-16NA,"May 30, 2003","January 23, 2003","January 16, 2003"
Resident Evil 3: Nemesis,Capcom,Capcom,2003-01-15NA,"May 30, 2003","January 23, 2003","January 15, 2003"
Resident Evil 4,Capcom,Capcom,2005-01-11NA,"March 18, 2005","January 27, 2005","January 11, 2005"
Resident Evil - Code: Veronica,Capcom,Capcom,2003-08-07JP,"March 12, 2004","August 7, 2003","December 3, 2003"
Resident Evil Zero,Capcom,Capcom,2002-11-10NA,"March 7, 2003","November 21, 2002","November 10, 2002"
Ribbit King,"Infinity, Jamsworks",Bandai,2003-07-11JP,"September 3, 2004","July 11, 2003","June 8, 2004"
Road Trip: The Arcade Edition•Gadget RacersPAL,Hudson Soft,"Takara, Conspiracy Entertainment, Zoo Digital Publishing",2002-12-19JP,"December 5, 2003","December 19, 2002","May 15, 2004"
RoadKill,Terminal Reality,Midway Games,2003-10-01PAL,Unreleased,Unreleased,"October 30, 2003"
RoboCop,Titus Interactive Studio,Titus Japan K.K.,2004-03-04JP,Unreleased,"March 4, 2004",Unreleased
Robotech: Battlecry,Vicious Cycle Software,TDK Mediactive,2002-10-11NA,"March 21, 2003",Unreleased,"October 11, 2002"
Robots,Eurocom,Vivendi Universal Games,2005-02-24NA,"March 11, 2005","July 28, 2005","February 24, 2005"
Rocket Power: Beach Bandits,Evolution Games,THQ,2002-09-24NA,"Oct 25, 2002",Unreleased,"September 24, 2002"
Rocky,Rage Software,Rage SoftwareUbisoft,2002-11-17NA,"November 22, 2002",Unreleased,"November 17, 2002"
Rogue Ops,Bits Studios,Kemco,2003-10-29NA,"February 6, 2004","February 26, 2004","October 29, 2003"
Rugrats: Royal Ransom,Avalanche Software,THQ,2002-11-27NA,"April 11, 2003",Unreleased,"November 27, 2002"
Samurai Jack: The Shadow of Aku,Adrenium Games,Sega,2004-03-24NA,"August 6, 2004",Unreleased,"March 24, 2004"
Scaler,Artificial Mind and Movement,"Global Star Software, Take-Two Interactive",2004-11-17NA,Unreleased,Unreleased,"November 17, 2004"
Scooby Doo: Mystery Mayhem,Artificial Mind and Movement,THQ,2004-03-02NA,"March 26, 2004",Unreleased,"March 2, 2004"
Scooby-Doo! Night of 100 Frights,Heavy Iron Studios,THQ,2002-09-16NA,"November 22, 2002",Unreleased,"September 16, 2002"
Scooby-Doo! Unmasked,Artificial Mind and Movement,THQ,2005-09-12NA,"September 23, 2005",Unreleased,"September 12, 2005"
The Scorpion King: Rise of the Akkadian,"Point of View, Inc.",Vivendi Universal Games,2002-09-11NA,"November 29, 2002",Unreleased,"September 11, 2002"
SD Gundam Gashapon Wars,Bandai Entertainment,Bandai,2005-12-01NA,Unreleased,"December 1, 2005",Unreleased
Sea World: Shamu's Deep Sea Adventures,Magic Wand Productions,Activision,2005-11-08NA,"March 16, 2006",Unreleased,"November 8, 2005"
Second Sight,Free Radical Design,Codemasters,2004-09-03PAL,"September 3, 2004",Unreleased,"September 21, 2004"
Sega Soccer Slam,Black Box Games,Sega,2002-03-18NA,"October 18, 2002","September 26, 2002","March 18, 2002"
Serious Sam: Next Encounter,Climax Solent,Global Star Software,2004-04-12NA,"April 30, 2004",Unreleased,"April 12, 2004"
Shadow the Hedgehog,Sonic Team,Sega,2005-11-15NA,"November 18, 2005","December 15, 2005","November 15, 2005"
Shaman King: Soul Fight,Tuning Electronic,Bandai,2003-03-28JP,Unreleased,"March 28, 2003",Unreleased
Shark Tale,Edge of Reality,"Activision, Taito (JP)",2004-09-27NA,"October 1, 2004","March 3, 2005","September 27, 2004"
Shikigami no Shiro II,Kids Station,Alfa System,2003-10-24JP,Unreleased,"October 24, 2003",Unreleased
Shinseiki GPX Cyber Formula: Road to the Evolution,Atelier-Sai,Sunrise Interactive,2004-07-29JP,Unreleased,"July 29, 2004",Unreleased
Shrek 2,Luxoflux,Activision,2004-04-28NA,"June 18, 2004",Unreleased,"April 28, 2004"
Shrek Extra Large,Digital Illusions CE,TDK Mediactive,2002-10-31NA,"October 24, 2003",Unreleased,"October 31, 2002"
Shrek Smash n' Crash Racing,Torus Games,Activision,2006-11-21NA,"March 16, 2007",Unreleased,"November 21, 2006"
Shrek: Super Party,Mass Media,TDK Mediactive,"2003-05-30NA,PAL","May 30, 2003",Unreleased,"May 30, 2003"
Shrek SuperSlam,Shaba Games,Activision,2005-10-25NA,"November 18, 2005",Unreleased,"October 25, 2005"
The Simpsons: Hit & Run,Radical Entertainment,Vivendi Universal Games,2003-09-16NA,"October 31, 2003",Unreleased,"September 16, 2003"
The Simpsons: Road Rage,Radical Entertainment,Electronic Arts,2001-12-17NA,"May 17, 2002EU October 30, 2003AUS",Unreleased,"December 17, 2001"
The Sims,Edge Of Reality,EA Games,2003-03-25NA,"April 4, 2003","January 22, 2004","March 25, 2003"
The Sims 2,Maxis,Electronic Arts,2005-10-24NA,"November 4, 2005",Unreleased,"October 24, 2005"
The Sims 2: Pets,Maxis,Electronic Arts,2006-10-17NA,"October 20, 2006",Unreleased,"October 17, 2006"
The Sims Bustin' Out,Maxis,EA Games,2003-12-15NA,"December 19, 2003",Unreleased,"December 15, 2003"
Skies of Arcadia Legends,Overworks,Sega,2002-12-26JP,"May 23, 2003","December 26, 2002","January 27, 2003"
Smashing Drive,"Point of View, Inc.",Namco,2002-02-18NA,Unreleased,Unreleased,"February 18, 2002"
Smuggler's Run: Warzones,Rockstar San Diego,Rockstar Games,2002-08-07NA,"October 18, 2002",Unreleased,"August 7, 2002"
Sonic Adventure DX: Director's Cut,Sonic Team,Sega,2003-06-18NA,"June 27, 2003","June 19, 2003","June 18, 2003"
Sonic Adventure 2: Battle,Sonic Team,Sega,2001-12-20JP,"May 3, 2002","December 20, 2001","February 11, 2002"
Sonic Gems Collection,Sonic Team,Sega,2005-08-11JP,"September 30, 2005","August 11, 2005","August 16, 2005"
Sonic Heroes,Sonic Team USA,Sega,2003-12-30JP,"February 6, 2004","December 30, 2003","January 5, 2004"
Sonic Mega Collection,Sonic Team,Sega,2002-11-10NA,"March 7, 2003","December 19, 2002","November 10, 2002"
Sonic Riders,Sonic Team,Sega,2006-02-21NA,"March 17, 2006","February 23, 2006","February 21, 2006"
Soulcalibur II,Namco,Namco,2003-03-27JP,"September 26, 2003","March 27, 2003","August 27, 2003"
Space Raiders,Taito,TaitoMastiff (North America),2003-01-09JP,Unreleased,"January 9, 2003","April 19, 2004"
Spartan: Total Warrior,The Creative Assembly,Sega,2005-10-07PAL,"October 7, 2005",Unreleased,"October 27, 2005"
Spawn: Armageddon,"Point of View, Inc.",NamcoElectronic Arts (EU),2003-11-21NA,"March 12, 2004",Unreleased,"November 21, 2003"
Special Jinsei Game,Takara,Takara,2003-05-01JP,Unreleased,"May 1, 2003",Unreleased
Speed Challenge: Jacques Villeneuve's Racing VisionPAL,Ubisoft,Ubisoft,2002-10-18PAL,"October 18, 2002",Unreleased,Unreleased
Speed Kings,Climax Group,Acclaim Entertainment,2003-05-28NA,"July 4, 2003",Unreleased,"May 28, 2003"
Sphinx and the Cursed Mummy,Eurocom,THQ,2003-11-10NA,"February 20, 2004",Unreleased,"November 10, 2003"
Spider-Man,Treyarch,"Activision, Capcom",2002-04-15NA,"June 7, 2002","February 13, 2003","April 15, 2002"
Spider-Man 2,Treyarch,Activision,2004-06-28NA,"July 9, 2004",Unreleased,"June 28, 2004"
Spirits & Spells•CastleweenPAL,Dreamcatcher Interactive,"DreamCatcher InteractiveNA, WanadooPAL, MTOJP",2003-05-30PAL,"May 30, 2003","June 19, 2003","September 24, 2003"
SpongeBob SquarePants: Battle for Bikini Bottom,Heavy Iron Studios,THQ,2003-10-31NA,"November 28, 2003",Unreleased,"October 31, 2003"
SpongeBob SquarePants: Creature from the Krusty Krab,Blitz Games,THQ,2006-10-16NA,"November 3, 2006",Unreleased,"October 16, 2006"
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ Studio Australia,THQ,2005-10-21NA,"November 18, 2005",Unreleased,"October 21, 2005"
The SpongeBob SquarePants Movie,Heavy Iron Studios,THQ,2004-10-28NA,"February 4, 2005",Unreleased,"October 28, 2004"
SpongeBob SquarePants: Revenge of the Flying Dutchman,Big Sky Software,THQ,2002-12-18NA,"March 28, 2003",Unreleased,"December 18, 2002"
Spy Hunter,"Paradigm Entertainment, Point of View, Inc.",Midway Games,2002-03-11NA,"June 28, 2002",Unreleased,"March 11, 2002"
Spyro: A Hero's Tail,Eurocom,Vivendi Universal Games,2004-11-03NA,"November 26, 2004",Unreleased,"November 3, 2004"
Spyro: Enter the Dragonfly,Equinox Digital Entertainment,Vivendi Universal Games,2002-11-08NA,"November 29, 2002",Unreleased,"November 8, 2002"
SSX 3,EA Canada,EA Sports BIG,2003-10-20NA,"October 31, 2003","December 12, 2003","October 20, 2003"
SSX on Tour,EA Canada,EA Sports BIG,2005-10-11NA,"October 21, 2005","November 17, 2005","October 11, 2005"
SSX Tricky,EA Canada,EA Sports BIG,2001-12-02NA,"July 12, 2002","December 27, 2001","December 2, 2001"
Star Fox Adventures,Rare,Nintendo,2002-09-22NA,"November 15, 2002AUS November 22, 2002EU","September 27, 2002","September 22, 2002"
Star Fox: Assault,Namco,Nintendo,2005-02-14NA,"April 29, 2005EU June 16, 2005AUS","February 24, 2005","February 14, 2005"
Star Wars: Bounty Hunter,LucasArts,LucasArts,2002-12-07NA,"February 7, 2003",Unreleased,"December 7, 2002"
Star Wars Jedi Knight II: Jedi Outcast,"Raven Software, Vicarious Visions",LucasArts,2002-11-20NA,"November 22, 2002",Unreleased,"November 20, 2002"
Star Wars Rogue Squadron II: Rogue Leader[13][22],Factor 5,LucasArts,2001-11-18NA,"May 3, 2002","March 22, 2002","November 18, 2001"
Star Wars Rogue Squadron III: Rebel Strike,Factor 5,LucasArts,2003-10-15NA,"November 7, 2003","November 21, 2003","October 15, 2003"
Star Wars: The Clone Wars,Pandemic Studios,LucasArts,2002-10-28NA,"November 15, 2002","March 20, 2003","October 28, 2002"
Starsky & Hutch,Mind's Eye Productions,Empire Interactive,2004-08-24NA,"October 24, 2004",Unreleased,"August 24, 2004"
Street Hoops,Black Ops Entertainment,Activision,2002-11-28NA,Unreleased,Unreleased,"November 28, 2002"
Street Racing Syndicate,Eutechnyx,Namco,2004-08-31NA,"March 4, 2005",Unreleased,"August 31, 2004"
Strike Force Bowling,Lab Rats,Crave Entertainment,2005-03-20NA,Unreleased,Unreleased,"March 20, 2005"
The Sum of All Fears,Red Storm Entertainment,Ubisoft,2003-01-09NA,"March 21, 2003",Unreleased,"January 9, 2003"
Summoner: A Goddess Reborn,Volition,THQ,2003-01-31NA,"April 11, 2003",Unreleased,"January 31, 2003"
Super Bubble Pop,Runecraft,Jaleco,2003-01-03NA,Unreleased,Unreleased,"January 3, 2003"
Super Mario Strikers•Mario Smash FootballPAL,Next Level Games,Nintendo,2005-11-18EU,"November 18, 2005EU April 6, 2006AUS","January 19, 2006","December 5, 2005"
Super Mario Sunshine,Nintendo Entertainment Analysis and Development,Nintendo,2002-07-19JP,"October 4, 2002EU October 11, 2002AUS","July 19, 2002","August 25, 2002"
Super Monkey Ball[23],Amusement Vision,Sega,2001-09-14JP,"May 3, 2002","September 14, 2001","November 18, 2001"
Super Monkey Ball 2,Amusement Vision,Sega,2002-08-25NA,"March 14, 2003","November 21, 2002","August 25, 2002"
Super Monkey Ball Adventure,Traveller's Tales,Sega,2006-07-14PAL,"July 14, 2006",Unreleased,"August 1, 2006"
Super Robot Wars GC,Banpresto,Banpresto,2004-12-16JP,Unreleased,"December 16, 2004",Unreleased
Super Smash Bros. Melee,HAL Laboratory,Nintendo,2001-11-21JP,"May 24, 2002","November 21, 2001","December 2, 2001"
Superman: Shadow of Apokolips,Infogrames Sheffield House,Infogrames,2003-03-25NA,"May 2, 2003",Unreleased,"March 25, 2003"
Surf's Up,Ubisoft Montreal,Ubisoft,2007-06-01NA,Unreleased,Unreleased,"June 1, 2007"
Swingerz Golf•Ace GolfPAL,Telenet Japan,Eidos Interactive,2002-10-23NA,"December 6, 2002","November 28, 2002","October 23, 2002"
SX Superstar,Climax Group,AKA Acclaim,2003-06-30NA,"July 4, 2003",Unreleased,"June 30, 2003"
Tak and the Power of Juju,Avalanche Software,THQ,2003-10-15NA,"March 12, 2004",Unreleased,"October 15, 2003"
Tak: The Great Juju Challenge,Avalanche Software,THQ,"2005-09-19NA,PAL","September 19, 2005",Unreleased,"September 19, 2005"
Tak 2: The Staff of Dreams,Avalanche Software,THQ,2004-10-11NA,"March 24, 2005",Unreleased,"October 11, 2004"
Tales of Symphonia,Namco,Namco,2003-08-29JP,"November 19, 2004","August 29, 2003","July 13, 2004"
Taxi 3PAL,Ubisoft,Ubisoft,2003-08-28PAL,"August 28, 2003",Unreleased,Unreleased
Taz: Wanted,Blitz Games,Infogrames,2002-10-04PAL,"October 4, 2002",Unreleased,"October 10, 2002"
Teen Titans,Artificial Mind and Movement,THQMajesco Entertainment,2006-05-24NA,"November 10, 2006",Unreleased,"May 24, 2006"
Teenage Mutant Ninja Turtles,Konami,Konami,2003-10-31NA,"April 30, 2004",Unreleased,"October 31, 2003"
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami,Konami,2004-10-19NA,"May 13, 2005",Unreleased,"October 19, 2004"
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami,Konami,2005-11-01NA,Unreleased,Unreleased,"November 1, 2005"
Tengai Makyō II: Manjimaru,Hudson Soft,Hudson Soft,2005-09-25JP,Unreleased,"September 25, 2005",Unreleased
Tensai Bit-Kun: Gramon Battle,Taito,Taito,2003-10-03JP,Unreleased,"October 3, 2003",Unreleased
Terminator 3: The Redemption,Paradigm Entertainment,Atari,2004-09-06NA,"September 24, 2004","January 20, 2005","September 6, 2004"
Tetris Worlds,Radical Entertainment,THQ,2002-06-23NA,"September 27, 2002","December 20, 2002","June 23, 2002"
Tiger Woods PGA Tour 2003,EA Sports,EA Sports,2002-10-27NA,"December 6, 2002",Unreleased,"October 27, 2002"
Tiger Woods PGA Tour 2004,EA Sports,EA Sports,2003-09-22NA,"September 26, 2003",Unreleased,"September 22, 2003"
Tiger Woods PGA Tour 2005,EA Sports,EA Sports,2004-09-20NA,"September 24, 2004",Unreleased,"September 20, 2004"
Tiger Woods PGA Tour 06,EA Sports,EA Sports,2005-09-20NA,"October 7, 2005",Unreleased,"September 20, 2005"
TimeSplitters 2,Free Radical Design,Eidos Interactive,2002-10-16NA,"November 1, 2002",Unreleased,"October 16, 2002"
TimeSplitters: Future Perfect,Free Radical Design,EA Games,2005-03-21NA,"March 25, 2005",Unreleased,"March 21, 2005"
TMNT,Ubisoft Montreal,Ubisoft,2007-03-20NA,"March 22, 2007",Unreleased,"March 20, 2007"
TMNT: Mutant Melee,Konami,Konami,2005-03-16NA,Unreleased,Unreleased,"March 16, 2005"
Tom and Jerry: War of the Whiskers,VIS Entertainment,NewKidCo,2003-01-04NA,Unreleased,Unreleased,"January 4, 2003"
Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft,2003-02-09NA,"March 28, 2003",Unreleased,"February 9, 2003"
Tom Clancy's Ghost Recon 2,Red Storm Entertainment,Ubisoft,2005-03-15NA,"March 24, 2005",Unreleased,"March 15, 2005"
Tom Clancy's Rainbow Six 3: Raven Shield,Ubisoft,Ubisoft,2004-06-17NA,"June 25, 2004",Unreleased,"June 17, 2004"
Tom Clancy's Rainbow Six: Lockdown,"Red Storm Entertainment, Ubisoft",Ubisoft,2005-09-27NA,"October 7, 2005",Unreleased,"September 27, 2005"
Tom Clancy's Splinter Cell,Ubisoft,Ubisoft,2003-04-10NA,"June 6, 2003",Unreleased,"April 10, 2003"
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft,Ubisoft,2005-03-31NA,"April 1, 2005",Unreleased,"March 31, 2005"
Tom Clancy's Splinter Cell: Double Agent,Ubisoft,Ubisoft,2006-10-26NA,"October 27, 2006",Unreleased,"October 26, 2006"
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,Ubisoft,2004-07-20NA,"July 30, 2004",Unreleased,"July 20, 2004"
Tomb Raider: Legend,Crystal Dynamics,Eidos Interactive,2006-11-14NA,"December 1, 2006",Unreleased,"November 14, 2006"
Tonka: Rescue Patrol,Lucky Chicken Games,TDK MediactiveAtari,2003-11-18NA,Unreleased,Unreleased,"November 18, 2003"
Tony Hawk's American Wasteland,Neversoft,Activision,2005-10-18NA,"October 28, 2005",Unreleased,"October 18, 2005"
Tony Hawk's Pro Skater 3[24][25],Neversoft,Activision,2001-11-18NA,"May 3, 2002","June 27, 2003","November 18, 2001"
Tony Hawk's Pro Skater 4,Neversoft,Activision,2002-10-23NA,"November 15, 2002",Unreleased,"October 23, 2002"
Tony Hawk's Underground,Neversoft,Activision,2003-10-27NA,"November 21, 2003",Unreleased,"October 27, 2003"
Tony Hawk's Underground 2,Neversoft,Activision,2004-10-04NA,"October 8, 2004",Unreleased,"October 4, 2004"
Top Angler: Real Bass Fishing,"SIMS Co., Ltd.",Xicat Interactive,2003-01-01NA,"February 13, 2004",Unreleased,"January 1, 2003"
Top Gun: Combat Zones,Digital Integration Ltd.,Titus Software,2002-10-24NA,"November 8, 2002","December 26, 2002","October 24, 2002"
The Tower of Druaga,Namco,Namco,2003-12-05JP,Unreleased,"December 5, 2003",Unreleased
TransWorld Surf: Next Wave,Angel Studios,Infogrames,2003-03-18NA,Unreleased,Unreleased,"March 18, 2003"
Trigger Man,"Point of View, Inc.",Crave Entertainment,2004-10-05NA,Unreleased,Unreleased,"October 5, 2004"
True Crime: New York City,Luxoflux,Activision,2005-11-15NA,"November 25, 2005",Unreleased,"November 15, 2005"
True Crime: Streets of LA,Luxoflux,Activision,2003-11-03NA,"November 21, 2003",Unreleased,"November 3, 2003"
Tube Slider,NDcube,Interchannel,2003-04-17NA,Unreleased,Unreleased,"April 17, 2003"
Turok: Evolution,Acclaim Studios Austin,Acclaim Entertainment,2002-08-31NA,"September 27, 2002",Unreleased,"August 31, 2002"
Ty the Tasmanian Tiger,Krome Studios,EA Games,2002-09-10NA,"November 22, 2002",Unreleased,"September 10, 2002"
Ty the Tasmanian Tiger 2: Bush Rescue,Krome Studios,EA Games,2004-10-12NA,"November 5, 2004",Unreleased,"October 12, 2004"
Ty the Tasmanian Tiger 3: Night of the Quinkan,Krome Studios,Activision,2005-10-12NA,Unreleased,Unreleased,"October 12, 2005"
UEFA Champions League 2004-2005PAL,EA Sports,EA Sports,2005-02-04PAL,"February 4, 2005",Unreleased,Unreleased
Ultimate Fighting Championship: Throwdown,Crave Entertainment,"CapcomJP, Crave EntertainmentNA, UbisoftPAL",2002-07-29NA,"September 20, 2002","September 5, 2002","July 29, 2002"
Ultimate Muscle: Legends vs. New Generation,Aki Corp.,Bandai,2002-11-22JP,Unreleased,"November 22, 2002","June 5, 2003"
Ultimate Spider-Man,Treyarch,"ActivisionNA,PAL, TaitoJP",2005-09-21NA,"October 14, 2005","June 29, 2006","September 21, 2005"
Universal Studios Theme Parks Adventure,Kemco,Kemco,2001-12-07JP,"May 3, 2002","December 7, 2001","December 18, 2001"
The Urbz: Sims in the City,Maxis,EA Games,2004-11-09NA,"November 12, 2004","January 13, 2005","November 9, 2004"
"V-Rally 3JP,PAL",Eden Studios,Infogrames,2003-06-25PAL,"June 25, 2003","July 10, 2003",Unreleased
Vexx,Acclaim Studios Austin,Acclaim Entertainment,2003-02-10NA,"April 4, 2003",Unreleased,"February 10, 2003"
Viewtiful Joe,Clover Studio,Capcom,2003-06-26JP,"October 24, 2003","June 26, 2003","October 7, 2003"
Viewtiful Joe 2,Clover Studio,Capcom,2004-11-18NA,"April 1, 2005","December 16, 2004","November 18, 2004"
Viewtiful Joe: Red Hot Rumble,Clover Studio,Capcom,2005-09-29JP,"March 10, 2006","September 29, 2005","November 8, 2005"
Virtua Quest,Sega-AM2,Sega,2004-08-26JP,Unreleased,"August 26, 2004","January 19, 2005"
Virtua Striker 2002,Amusement Vision,Sega,2002-02-14JP,"May 24, 2002","February 14, 2002","May 20, 2002"
Wallace & Gromit in Project Zoo,Frontier Developments,BAM! Entertainment,2003-10-03PAL,"October 3, 2003",Unreleased,"October 14, 2003"
Wario World,Treasure,Nintendo,2003-06-20PAL,"June 20, 2003","May 27, 2004","June 24, 2003"
"WarioWare, Inc.: Mega Party Game$",Intelligent Systems,Nintendo,2003-10-17JP,"September 3, 2004","October 17, 2003","April 6, 2004"
Warrior Blade: Rastan vs. Barbarian,Saffire,Titus Japan K.K.Taito,2003-03-27JP,Unreleased,"March 27, 2003",Unreleased
Wave Race: Blue Storm[26],Nintendo Software Technology,Nintendo,2001-09-14JP,"May 3, 2002","September 14, 2001","November 18, 2001"
Whirl Tour,Papaya Studio,Crave Entertainment,2002-11-12NA,"March 31, 2003",Unreleased,"November 12, 2002"
Winnie the Pooh's Rumbly Tumbly Adventure,Phoenix Studio,Ubisoft,2005-02-08NA,"March 8, 2005",Unreleased,"February 8, 2005"
World Series of Poker,Left Field Productions,Activision,2005-09-14NA,Unreleased,Unreleased,"September 14, 2005"
World Soccer Winning Eleven 6 Final Evolution,Konami,Konami,2003-01-30JP,Unreleased,"January 30, 2003",Unreleased
Worms 3D,Team17,Sega (EU)Acclaim Entertainment (NA),2003-10-31PAL,"October 31, 2003",Unreleased,"March 11, 2004"
Worms Blast,Team17,Ubisoft,2002-09-13PAL,"September 13, 2002",Unreleased,"October 24, 2002"
Wreckless: The Yakuza Missions,Bunkasha Games,Activision,2002-11-13NA,"November 22, 2002",Unreleased,"November 13, 2002"
WTA Tour Tennis•Pro Tennis WTA TourPAL,Konami,Konami,2002-08-29JP,"September 13, 2002","August 29, 2002","September 24, 2002"
WWE Crush Hour,Pacific Data Power & Light,THQ,2003-03-17NA,"May 15, 2003",Unreleased,"March 17, 2003"
WWE Day of Reckoning,Yuke's,"THQ, Yuke's",2004-08-30NA,"September 17, 2004","January 13, 2005","August 30, 2004"
WWE Day of Reckoning 2,Yuke's,THQ,2005-08-29NA,"September 23, 2005",Unreleased,"August 29, 2005"
WWE WrestleMania X8,Yuke's,"THQ, Yuke's",2002-06-09NA,"September 27, 2002","September 6, 2002","June 9, 2002"
WWE WrestleMania XIX,Yuke's,"THQ, Yuke's",2003-09-08NA,"September 19, 2003","November 7, 2003","September 8, 2003"
X-Men Legends,Raven Software,Activision,2004-09-21NA,"October 22, 2004",Unreleased,"September 21, 2004"
X-Men Legends II: Rise of Apocalypse,Raven Software,Activision,2005-09-20NA,"October 14, 2005",Unreleased,"September 20, 2005"
X-Men: Next Dimension,Exakt Entertainment,Activision,2002-10-15NA,"November 29, 2002",Unreleased,"October 15, 2002"
X-Men: The Official Game,Hypnos Entertainment,Activision,2006-05-16NA,"May 19, 2006",Unreleased,"May 16, 2006"
X2: Wolverine's Revenge•X-Men 2: Wolverine's RevengePAL,GenePool Software,Activision,2003-04-14NA,"April 17, 2003",Unreleased,"April 14, 2003"
XGRA: Extreme-G Racing Association,Acclaim Studios Cheltenham,Acclaim Entertainment,2003-11-24NA,"March 5, 2004",Unreleased,"November 24, 2003"
XIII,Ubisoft Paris,Ubisoft,2003-11-24NA,"November 28, 2003",Unreleased,"November 24, 2003"
Yu-Gi-Oh! The Falsebound Kingdom,Konami,Konami,2002-12-05JP,"November 19, 2004","December 5, 2002","November 4, 2003"
Zapper: One Wicked Cricket,Blitz Games,Infogrames,2002-11-03NA,"March 14, 2003",Unreleased,"November 3, 2002"
Zatch Bell! Mamodo Battles,Eighting,Bandai,2005-03-24JP,Unreleased,"March 24, 2005","October 19, 2005"
Zatch Bell! Mamodo Fury,Mechanic Arms,"BandaiJP, Namco Bandai GamesNA",2006-12-12NA,Unreleased,Unreleased,"December 12, 2006"
Zoids Vs.,Tomy,Tomy,2002-09-06JP,Unreleased,"September 6, 2002",Unreleased
Zoids Vs. III,Tomy,Tomy,2004-09-30JP,Unreleased,"September 30, 2004",Unreleased
Zoids: Battle Legends,Tomy,"TomyJP, AtariNA",2003-09-05JP,Unreleased,"September 5, 2003","September 4, 2004"
Zoids: Full Metal Crash,Tomy,Tomy,2005-10-27JP,Unreleased,"October 27, 2005",Unreleased
ZooCube,PuzzleKings,Acclaim Entertainment,2002-05-05NA,"August 30, 2002","October 25, 2002","May 5, 2002"
