Quest Braintainment,ThePharmacy,ThePharmacy,"September 10, 2010 (EU)",,,,
Transformers Revenge of the Fallen: Autobots,Vicarious Visions,Activision,"June 23, 2009 (NA)",,,,
Transformers Revenge of the Fallen: Decepticons,Vicarious Visions,Activision,"June 23, 2009 (NA)",,,,
Transformers: War for Cybertron - Autobots,Vicarious Visions,Activision,"June 22, 2010 (NA)",,,,
Transformers: War for Cybertron - Decepticons,Vicarious Visions,Activision,"June 22, 2010 (NA)",,,,
The Trash Pack,Activision,Activision,"October 30, 2012 (NA)",,,,
Trauma Center: Under the Knife,Atlus,"Atlus, Nintendo","June 16, 2005 (JP)",,,,
Trauma Center: Under the Knife 2,Atlus,Atlus,"July 1, 2008 (NA)",,,,
Travel Coach: Europe 1,HMH Hamburger Medien Haus,HMH Hamburger Medien Haus,"May 22, 2008 (PAL)",,,,
Travel Coach: Europe 2,HMH Hamburger Medien Haus,HMH Hamburger Medien Haus,"November 20, 2008 (PAL)",,,,
Travel Coach: Europe 3,HMH Hamburger Medien Haus,HMH Hamburger Medien Haus,"November 20, 2008 (PAL)",,,,
Travel Games For Dummies,Beanbag Studios,Electronic Arts,"October 28, 2008 (NA)",,,,
Treasure Gaust: Gaust Diver Crimson Red,Namco Bandai Games,Namco Bandai Games,"July 5, 2007 (JP)",,,,
Treasure Gaust: Gaust Diver Deep Purple,Namco Bandai Games,Namco Bandai Games,"July 5, 2007 (JP)",,,,
Treasure Report: Kikai Jikake no Isan,Namco Bandai Games,Namco Bandai Games,"May 26, 2011 (JP)",,,,
Treasure World,Aspyr Media,Aspyr Media,"July 2, 2009 (NA)",,,,
The Treasures of Montezuma,Most Wanted Entertainment,"O-Games, Foreign Media","June 11, 2010 (PAL)",,,,
The Treasures of Montezuma 2,Goodbye Galaxy Games,Licensed 4U,"June 29, 2012 (PAL)",,,,
Trick DS-ban: Kakushi Kami no Sumu Yakata,Konami,Konami,"May 13, 2010 (JP)",,,,
Trioncube,Namco Bandai Games,"Atari, Namco Bandai Games","August 3, 2006 (JP)",,,,
Tropix,Capcom,Capcom,"November 4, 2008 (NA)",,,,
True Swing Golf,Technology and Entertainment Software,Nintendo,"November 10, 2005 (JP)",,,,
The Trump,D3 Publisher,D3 Publisher,"June 22, 2006 (JP)",,,,
Tsubasa Chronicle,Arika,Arika,"October 27, 2005 (JP)",,,,
Tsubasa Chronicle Vol. 2,Arika,Arika,"April 20, 2006 (JP)",,,,
Tsukibito,SNK Playmore,SNK Playmore,"August 6, 2009 (JP)",,,,
Tsumiki: The Infernal Tower,Red Entertainment,"Red Entertainment, Nobilis","August 30, 2007 (JP)",,,,
Turbo Super Stunt Squad,Monkey Bar Games,D3 Publisher,"July 16, 2013 (NA)",,,,
Turn It Around!,"505 Games, Majesco Entertainment","505 Game Street, Majesco Entertainment, Taito Corporation","July 20, 2006 (JP)",,,,
Twilight Syndrome: Kinjiratera Toshi Densetsu,Spike,Spike,"July 24, 2008 (JP)",,,,
Uchi no 3 Shimai DS,Culture Brain,Culture Brain,"April 12, 2008 (JP)",,,,
Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,Culture Brain,Culture Brain,"November 12, 2009 (JP)",,,,
Uchi no 3 Shimai no Karaoke Utagassen,Culture Brain,Culture Brain,"September 12, 2010 (JP)",,,,
Ukkari o Nakusō! Bunshō Yomi Training,Intelligent Systems,Benesse,"June 28, 2007 (JP)",,,,
Ultimate Band,Fall Line Studios,Disney Interactive Studios,"November 4, 2008 (NA)",,,,
Ultimate Card Games,Cosmigo,Telegames,"November 8, 2011 (NA)",,,,
Ultimate Mortal Kombat,Other Ocean Interactive,Midway Games,"November 12, 2007 (NA)",,,,
Ultimate Puzzle Games: Sudoku Edition,Telegames,"Telegames, White Park Bay","July 24, 2007 (NA)",,,,
Ultimate Spider-Man,Vicarious Visions,"Activision, Taito Corporation","May 25, 2006 (JP)",,,,
Umiuru to Sudoku Shiyo!,Genterprise,Genterprise,"September 25, 2008 (JP)",,,,
Undercover: Dual Motives,Sproing Interactive Media,"DTP Entertainment, Eidos Interactive","April 25, 2008 (PAL)",,,,
Underground Pool,FrontLine Studios,UFO Interactive Games,"January 26, 2007 (NA)",,,,
Underwater Attack,UFO Interactive Games,UFO Interactive Games,"July 15, 2008 (NA)",,,,
Uno / Skip-Bo / Uno Freefall,Black Lantern Studios,Destination Software,"November 16, 2006 (NA)",,,,
Uno 52,Destination Software,Destination Software,"October 3, 2006 (NA)",,,,
Unō Kaiten: Match-Bō Puzzle DS,Ertain,Ertain,"June 14, 2007 (JP)",,,,
Unō Kids DS,,,"November 13, 2008 (JP)",,,,
Unō no Tatsujin: Hirameki Kosodate My Angel,Namco Bandai Games,Namco Bandai Games,"September 7, 2006 (JP)",,,,
Unō Tanren UnoTan DS: Shichida Shiki Otona no Shun Kan Training,Interchannel,Interchannel,"February 22, 2007 (JP)",,,,
Unsolved Crimes,Now Production,"Atari, Empire Interactive","September 16, 2008 (NA)",,,,
Up,Altron,THQ,"May 26, 2009 (NA)",,,,
The Urbz: Sims in the City,Griptonite Games,EA Games,"November 17, 2004 (NA)",,,,
Urusei Yatsura: Endless Summer,Marvelous Entertainment,Marvelous Entertainment,"October 20, 2005 (JP)",,,,
USA Today Crossword Challenge,Destineer,Destineer,"May 30, 2008 (NA)",,,,
USA Today Puzzle Craze,Destineer,Destineer,"February 10, 2009 (NA)",,,,
Utsukushii Nihongo no Kakikata Hanashikata DS,IE Institute,IE Institute,"May 17, 2007 (JP)",,,,
Uwasa no Midori-kun!! Futari no Midori!?,Idea Factory,Idea Factory,"August 21, 2008 (JP)",,,,
Uwasa no Midori-kun!! Natsu Iro Striker,Idea Factory,Idea Factory,"September 20, 2007 (JP)",,,,
Valkyrie Profile: Covenant of the Plume,tri-Ace,Square Enix,"November 1, 2008 (JP)",,,,
Vampire Knight DS,D3 Publisher,D3 Publisher,"January 29, 2009 (JP)",,,,
Vegas Casino High 5!,Neko Entertainment,"Bold Games, Neko Entertainment","April 27, 2007 (PAL)",,,,
Victorious: Hollywood Arts Debut,Behaviour Interactive,D3 Publisher,"November 15, 2011 (NA)",,,,
Viewtiful Joe: Double Trouble!,Clover Studio,"Capcom, Nintendo","November 2, 2005 (JP)",,,,
Virtual Villagers: A New Home,Last Day of Work,DTP Entertainment,"April 27, 2010 (NA)",,,,
Vitamin X Evolution,D3 Publisher,D3 Publisher,"March 27, 2008 (JP)",,,,
Vitamin Y,D3 Publisher,D3 Publisher,"October 30, 2008 (JP)",,,,
Viva Piñata: Pocket Paradise,Rare,THQ,"September 5, 2008 (PAL)",,,,
Wacky Races: Crash & Dash,Farming,"Eidos Interactive, Warner Bros. Interactive Entertainment","June 17, 2008 (NA)",,,,
Wakabayashi Fumie no DS Kabu Lesson,Namco Bandai Games,Namco Bandai Games,"June 21, 2007 (JP)",,,,
Wantame Uranai Channel,Capcom,Capcom,"August 9, 2007 (JP)",,,,
Wantame Variety Channel,Capcom,Capcom,"August 7, 2008 (JP)",,,,
Wappy Dog,Activision,Activision,"November 8, 2011 (NA)",,,,
"Warhammer 40,000: Squad Command",THQ,THQ,"December 6, 2007 (AU)",,,,
Wario: Master of Disguise,Suzak Inc.,Nintendo,"January 18, 2007 (JP)",,,,
WarioWare D.I.Y.,Intelligent SystemsNintendo SPD,Nintendo,"April 29, 2009 (JP)",,,,
WarioWare: Touched!,Intelligent Systems,Nintendo,"December 2, 2004 (JP)",,,,
Was ist was: The Earth Adventure,"Tessloff, Kritzelkratz 3000",Kiddinx,"September 30, 2009 (EU)",,,,
Was ist was: Lost Treasure - The Adventure Game,"Tessloff, Kritzelkratz 3000",Kiddinx,"November 7, 2008 (EU)",,,,
Watashi no Happy Manner Book,Taito Corporation,Taito Corporation,"April 5, 2007 (JP)",,,,
Watashi no Relaxuma,Rocket Company,Rocket Company,"April 12, 2007 (JP)",,,,
The Water Horse: Legend of the Deep,Blast! Entertainment,Blast! Entertainment,"April 25, 2008 (EU)",,,,
Wedding Dash,Zoo Games,Zoo Games,"November 13, 2009 (NA)",,,,
Whac-A-Mole,Activision,"Activision, Zoo Digital Publishing","September 21, 2005 (NA)",,,,
What's Cooking? with Jamie Oliver,Atari,Atari,"October 21, 2008 (NA)",,,,
Wheel of Fortune,Griptonite Games,THQ,"November 2, 2010 (NA)",,,,
Where in the World is Carmen Sandiego?,Strass Productions,Mindscape,"August 10, 2009 (PAL)",,,,
Where the Wild Things Are,Amaze,Warner Bros. Interactive Entertainment,"October 13, 2009 (NA)",,,,
Where's Waldo? The Fantastic Journey,Ludia,Ubisoft,"September 22, 2009 (NA)",,,,
Who Wants To Be A Millionaire,Ubisoft,Ubisoft,"October 5, 2010 (NA)",,,,
Who Wants To Be A Millionaire - 1st Edition,Ubisoft,Ubisoft,"November 2, 2007 (PAL)",,,,
Who Wants To Be A Millionaire - 2nd Edition,Ubisoft,Ubisoft,"November 28, 2008 (PAL)",,,,
Wi-Fi Taiou Gensen Table Game DS,Hudson Soft,Hudson Soft,"August 2, 2007 (JP)",,,,
Wi-Fi Taiou Morita Shogi DS,Hudson Soft,Hudson Soft,"February 8, 2007 (JP)",,,,
Wi-Fi Taiou Yakuman DS,Nintendo,Nintendo,"September 14, 2006 (JP)",,,,
Wiffle Ball,Skyworks Technologies,Destination Software,"March 12, 2007 (PAL)",,,,
The Wild West,Happy Happening,Majesco Entertainment,"August 28, 2007 (NA)",,,,
Windy x Windam,Success,"DHM Interactive, Success","July 31, 2008 (JP)",,,,
Winner's Circle,Genki,Genki,"October 18, 2007 (JP)",,,,
Winter Sports 2: The Next Challenge,49 Games,"Conspiracy Entertainment, RTL Games","November 25, 2008 (NA)",,,,
Winx Club: Mission Echantrix,Konami,Konami,"March 7, 2008 (PAL)",,,,
Winx Club: Saving Alfea,Little Orbit,Bandai Namco Games,"October 17, 2014 (EU)",,,,
Winx Club: The Quest for the Codex,Konami,Konami,"November 13, 2006 (NA)",,,,
WireWay,Konami,Konami,"November 3, 2009 (NA)",,,,
Witch's Wish,Tamsoft,Natsume,"May 26, 2010 (JP)",,,,
The Wizard of Oz: Beyond the Yellow Brick Road,Media.Vision,"D3 Publisher, Xseed Games","December 25, 2008 (JP)",,,,
Wizardry Asterisk: Hiiro no Fuuin,Starfish SD,Starfish SD,"December 29, 2005 (JP)",,,,
Wizards of Waverly Place,Disney Interactive Studios,Disney Interactive Studios,"August 25, 2009 (NA)",,,,
Wizards of Waverly Place: Spellbound,Disney Interactive Studios,Disney Interactive Studios,"November 16, 2010 (NA)",,,,
Women's Murder Club: Games of Passion,Griptonite Games,THQ,"September 22, 2009 (NA)",,,,
The Wonder Pets!: Save the Animals!,Black Lantern Studios,Take-Two Interactive,"October 27, 2008 (NA)",,,,
Wonder World Amusement Park,Coyote Console,Majesco Entertainment,"July 8, 2008 (NA)",,,,
The Woodleys Summer Sports,Eidos Interactive,Eidos Interactive,"August 15, 2008 (PAL)",,,,
WordJong,Destineer,Destineer,"November 16, 2007 (NA)",,,,
Wordmaster,Sarbakan,Zoo Games,"August 12, 2008 (NA)",,,,
World Championship Poker,Crave Entertainment,"505 Games, Crave Entertainment","April 17, 2005 (NA)",,,,
World Cup Of Pool,Midas Interactive Entertainment,Midas Interactive Entertainment,"September 26, 2008 (PAL)",,,,
The World Ends With You,Jupiter,Square Enix,"July 27, 2007 (JP)",,,,
The World of Golden Eggs: Nori Nori Uta Dekichatte Kei,AQ Interactive,AQ Interactive,"February 19, 2009 (JP)",,,,
World of Zoo,Blue Fang Games,THQ,"November 5, 2009 (AU)",,,,
World Series of Poker 2008: Battle for the Bracelets,Left Field Productions,Activision,"November 6, 2007 (NA)",,,,
World Snooker Championship 2007-08,Blade Interactive,Blade Interactive,"October 26, 2007 (PAL)",,,,
Worms: Open Warfare,Team17,THQ,"March 22, 2006 (NA)",,,,
Worms: Open Warfare 2,"Team17, Two Tribes B.V.",THQ,"August 31, 2007 (PAL)",,,,
WWE SmackDown vs. Raw 2008,Amaze Entertainment,THQ,"November 9, 2007 (PAL)",,,,
WWE SmackDown vs. Raw 2009,Tose,THQ,"November 7, 2008 (PAL)",,,,
WWE SmackDown vs. Raw 2010,Tose,THQ,"October 20, 2009 (NA)",,,,
X-Men: The Official Game,Amaze Entertainment,Activision,"May 16, 2006 (NA)",,,,
X-Men Origins: Wolverine,Griptonite Games,Activision,"May 1, 2009 (NA)",,,,
Xenosaga I & II,Monolith Soft,Namco,"March 30, 2006 (JP)",,,,
XG Blast!,Rising Star Games,UFO Interactive Games,"February 6, 2009 (PAL)",,,,
Xiaolin Showdown,Razorback Developments,Konami,"November 28, 2006 (NA)",,,,
Yakitate!! Japan,Bandai,Bandai,"January 12, 2006 (JP)",,,,
Yakuman DS,Intelligent Systems,Nintendo,"March 31, 2005 (JP)",,,,
Yamaha Supercross,Coyote Console,"Destination Software, Zoo Digital Publishing","July 14, 2008 (NA)",,,,
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi DS,Namco Bandai Games,Namco Bandai Games,"June 7, 2007 (JP)",,,,
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi DS,Namco Bandai Games,Namco Bandai Games,"June 7, 2007 (JP)",,,,
Yareba de Kiru! The Micro Step - Gijutsu de Oboeru Eitango,D3 Publisher,D3 Publisher,"July 26, 2007 (JP)",,,,
Yattaman DS 2,Takara Tomy,Takara Tomy,"October 11, 2008 (JP)",,,,
Yes! PreCure 5,Bandai,Namco Bandai Games,"November 29, 2007 (JP)",,,,
Yes! PreCure 5 GoGo! Zenin ShūGo! Dorīmu Fesutibaru,Bandai,Namco Bandai Games,"October 30, 2008 (JP)",,,,
Yggdra Unison: Seiken Buyuuden,Sting Entertainment,Atlus,"December 3, 2009 (JP)",,,,
Yoshi Touch & Go,Nintendo,Nintendo,"January 27, 2005 (JP)",,,,
Yoshi's Island DS,Artoon,Nintendo,"November 13, 2006 (NA)",,,,
Yosumin DS,Square Enix,Square Enix,"November 8, 2007 (JP)",,,,
You Don't Know Jack,"Jellyvision Games, Iron Galaxy Studios, Webfoot Technologies",THQ,"February 8, 2011 (NA)",,,,
Youda Farmer,Foreign Media,Foreign Media,"November 12, 2010 (EU)",,,,
Youda Legend: The Curse of the Amsterdam Diamond,Joindots,Purple Hills,"August 29, 2011 (EU)",,,,
Youda Legend: The Golden Bird of Paradise,Joindots,Purple Hills,"May 11, 2012 (EU)",,,,
Youda Safari,Foreign Media,Foreign Media,"May 5, 2011 (EU)",,,,
Ys Book I DS,Interchannel-Holon,Interchannel-Holon,"March 20, 2008 (JP)",,,,
Ys Book II DS,Interchannel-Holon,Interchannel-Holon,"March 20, 2008 (JP)",,,,
Ys Strategy,Future Creates,JP: Marvelous EntertainmentPAL: Rising Star Games,"March 23, 2006 (JP)",,,,
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Konami,Konami,"May 19, 2009 (NA)",,,,
Yu-Gi-Oh! 5D's World Championship 2010: Reverse of Arcadia,Konami,Konami,"February 18, 2010 (JP)",,,,
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,Konami,Konami,"February 24, 2011 (JP)",,,,
Yu-Gi-Oh! Duel Monsters: Nightmare Troubadour,Konami,Konami,"July 21, 2005 (JP)",,,,
Yu-Gi-Oh! Duel Monsters: World Championship 2007,Konami,"Atari, Konami","March 15, 2007 (JP)",,,,
Yu-Gi-Oh! Duel Monsters: World Championship 2008,Konami,Konami,"November 29, 2007 (JP)",,,,
Yu-Gi-Oh! Duel Monsters GX: Card Almanac,Konami,Konami,"August 9, 2007 (JP)",,,,
Yu-Gi-Oh! Duel Monsters GX: Spirit Summoner,Konami,Konami,"November 30, 2006 (JP)",,,,
"Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS: Sekai no Meiga 1: Renaissance, Baroque no Kyoshou",Interchannel,Interchannel,"May 17, 2007 (JP)",,,,
"Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS: Sekai no Meiga 2: Inshou-ha, Kouki Inshou-ha no Kyoshou",Interchannel,Interchannel,"May 17, 2007 (JP)",,,,
Yume Neko DS,Sega,Sega,"April 24, 2008 (JP)",,,,
Yuuzai x Muzai,Bandai Namco Games,Bandai Namco Games,"May 21, 2009 (JP)",,,,
Yu Yu Hakusho DS: Ankoku Bujutsukai Hen,Takara Tomy,Takara Tomy,"September 21, 2006 (JP)",,,,
Zac to Ombra: Maboroshi no Yuuenchi,Konami,Konami,"October 28, 2010 (JP)",,,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kounin: KanKen DS,Rocket Company,Rocket Company,"September 28, 2006 (JP)",,,,
Zarah: Das Schloss des Gwoor,Kritzelkratz 3000,Tivola,"June 15, 2009 (EU)",,,,
Zendoku,Zoonami,Eidos Interactive,"April 20, 2007 (EU)",,,,
Zenmai Zamurai,Genki,Genki,"July 19, 2007 (JP)",,,,
Zenses Ocean,Shin'en Multimedia,The Game Factory,"October 31, 2008 (PAL)",,,,
Zenses Rainforest,Shin'en Multimedia,The Game Factory,"October 31, 2008 (PAL)",,,,
The Zero-Yon * Shin'ya,Tamsoft,D3 Publisher,"September 20, 2007 (JP)",,,,
Zettai Karen Children DS: Dai-4 no Children,Konami,Konami,"September 4, 2008 (JP)",,,,
Zettai Onkan Master,Hudson Soft,Hudson Soft,"August 2, 2007 (JP)",,,,
Zettai Onkan Otoda Master,Hudson Soft,Hudson Soft,"August 2, 2007 (JP)",,,,
Zettai Zetsumei Dangerous Jiisan DS: Dangerous Sensation,Kids Station,Kids Station,"January 14, 2006 (JP)",,,,
Zhu Zhu Babies,Activision,Activision,"November 1, 2011 (NA)",,,,
Zhu Zhu Pets,Activision,Activision,"March 21, 2010 (NA)",,,,
Zhu Zhu Pets 2,Activision,Activision,"October 12, 2010 (NA)",,,,
Zhu Zhu Pets: Kung Zhu,Activision,Activision,"October 12, 2010 (NA)",,,,
Zhu Zhu Pets: Quest for Zhu,Activision,Activision,"September 27, 2011 (NA)",,,,
Zhu Zhu Princess: Carriages & Castles,Activision,Activision,"February 8, 2011 (NA)",,,,
Zhu Zhu Puppies,Activision,Activision,"March 29, 2011 (NA)",,,,
Zoey 101: Field Trip Fiasco,THQ,THQ,"September 11, 2007 (NA)",,,,
Zoids Battle Colosseum,Takara Tomy,Takara Tomy,"November 30, 2006 (JP)",,,,
Zoids Dash,Takara Tomy,Takara Tomy,"June 15, 2006 (JP)",,,,
Zoids Saga DS: Legend of Arcadia,Tomy,Tomy,"November 11, 2005 (JP)",,,,
The Zombie Crisis,D3 Publisher,D3 Publisher,"January 31, 2008 (JP)",,,,
Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,Now Production,Sega,"May 29, 2008 (JP)",,,,
Zoobles! Spring to Life!,Now Production,Activision,"November 1, 2011 (NA)",,,,
Zoo Hospital,Torus Games,"Eidos Interactive, Majesco Entertainment","October 23, 2007 (NA)",,,,
Zoo Keeper,Success,"Ignition Entertainment, Success","December 2, 2004 (JP)",,,,
Zoo Tycoon DS,THQ,"Sega, THQ","October 11, 2005 (NA)",,,,
Zoo Tycoon 2 DS,Blue Fang Games,THQ,"February 4, 2008 (NA)",,,,
Zoo Vet: Endangered Animals,Legacy Games,Vivendi Games,"October 20, 2008 (NA)",,,,
Zubo,EA Bright Light,Electronic Arts,"October 3, 2008 (PAL)",,,,
Zuma's Revenge!,PopCap Games,PopCap Games,"February 21, 2012 (NA)",,,,
Zunou ni Asekaku Game Series! Vol. 1: Cool 104 Joker & Setline,Aruze Corp,Aruze Corp,"December 2, 2004 (NA)",,,,
