Quest Braintainment,ThePharmacy,ThePharmacy,"September 10, 2010 (EU)",,,,
The Smurfs,Land Ho!,Ubisoft,"July 19, 2011 (NA)",,,,
The Smurfs 2,WayForward,Ubisoft,"July 23, 2013 (NA)",,,,
SNK vs. Capcom Card Fighters DS,SNK Playmore,"SNK Playmore, Ignition Entertainment","December 14, 2006 (JP)",,,,
Snood 2: on Vacation,Rebellion,"Destination Software, Zoo Digital Publishing","November 16, 2005 (NA)",,,,
Snoopy DS: Snoopy to Nakama Tachi ni Ai ni Ikou!,Square Enix,Square Enix,"October 9, 2008 (JP)",,,,
Snoopy no Aiken DS: Chitte Okitai Inu no Koto - Inu no Nouryoku - Anata no Shitsuke,Hachikou Shouji,Hachikou Shouji,"October 15, 2009 (JP)",,,,
Snoopy to Issho ni DS Eigo Lesson,HuneX,Gakken,"November 15, 2007 (JP)",,,,
So Blonde: Back to the Island,Wizarbox,DTP Entertainment,"November 11, 2010 (PAL)",,,,
Sokoban DS,Braingame Publishing,RTL,"September 25, 2008 (PAL)",,,,
Solatorobo: Red the Hunter,CyberConnect2,"Bandai Namco Games, Xseed Games, Nintendo","October 28, 2010 (JP)",,,,
Solitaire Mahjong: Ancient China Adventure,Webfoot Technologies,White Park Bay,"June 3, 2009 (PAL)",,,,
Solitaire Overload,Telegames,Telegames,"October 26, 2007 (NA)",,,,
"Solitaire Overload Plus3 in 1: Solitaire, Mahjong & TangramEU",Telegames,Telegames,"October 15, 2010 (NA)",,,,
Solitaire: Ultimate Collection,Koch Media,Koch Media,"April 11, 2008 (PAL)",,,,
Soma Bringer,Monolith Soft,Nintendo,"February 28, 2008 (JP)",,,,
Sonny with a Chance,Altron,Disney Interactive Studios,"March 16, 2010 (NA)",,,,
Sonic & Sega All-Stars Racing,Sumo Digital,Sega,"November 11, 2010 (NA)",,,,
Sonic Chronicles: The Dark Brotherhood,BioWare,Sega,"September 26, 2008 (PAL)",,,,
Sonic Classic Collection,Sonic Team,Sega,"March 2, 2010 (NA)",,,,
Sonic Colors,Dimps,Sega,"November 11, 2010 (AU)",,,,
Sonic Rush,"Dimps, Sonic Team",Sega,"November 15, 2005 (NA)",,,,
Sonic Rush Adventure,"Dimps, Sonic Team",Sega,"September 14, 2007 (PAL)",,,,
Sonshi no Heihou DS,Media-5,Media-5,"May 21, 2009 (JP)",,,,
Sora no Otoshimono Forte: Dreamy Season,Kadokawa Shoten,Kadokawa Shoten,"January 27, 2011 (JP)",,,,
The Sorcerer's Apprentice,Headstrong Games,Disney Interactive Studios,"July 13, 2010 (NA)",,,,
Soreike! Anpanman: Baikinman no Daisakusen,Avit-Niigata,Agatsuma Entertainment,"December 1, 2005 (JP)",,,,
Soroban DS,Suzak,Four Winds,"July 12, 2007 (JP)",,,,
Soukoku no Kusabi: Hiiro no Kakera 3 DS,Idea Factory,Idea Factory,"August 25, 2011 (JP)",,,,
Soul Bubbles,Mekensleep,"Eidos Interactive, Interchannel","June 10, 2008 (NA)",,,,
Soul Eater: Medusa no Inbou,Bandai Namco Games,Bandai Namco Games,"October 23, 2008 (JP)",,,,
Souseiki Gadget Robo,Creative Core,Creative Core,"December 11, 2008 (JP)",,,,
Space Bust-A-Move,"Lancarse, Taito Corporation","Square Enix, Taito Corporation","December 18, 2008 (JP)",,,,
Space Camp,7 Studios,Activision,"May 26, 2009 (NA)",,,,
Space Chimps,WayForward Technologies,Brash Entertainment,"July 15, 2008 (NA)",,,,
Space Invaders Extreme,Taito Corporation,"Square Enix, Taito Corporation","February 21, 2008 (JP)",,,,
Space Invaders Extreme 2,Project Just,"Square Enix, Taito Corporation","March 26, 2009 (JP)",,,,
Space Invaders Revolution,Taito Corporation,"Mastiff, Taito Corporation, Rising Star Games","March 24, 2005 (JP)",,,,
Spanisch Buddy,Spiral House,Deep Silver,"June 30, 2009 (PAL)",,,,
Spanish for Everyone,Humagade,Activision,"October 26, 2007 (NA)",,,,
Spectral Force Genesis,Idea Factory,"CyberFront, Idea Factory, Nobilis","June 19, 2008 (JP)",,,,
Spectrobes,Jupiter,Disney Interactive Studios,"March 6, 2007 (NA)",,,,
Spectrobes: Beyond the Portals,Jupiter,Disney Interactive Studios,"October 7, 2008 (NA)",,,,
Speed Racer,Virtuous Games,"Activision, Warner Bros. Interactive","May 6, 2008 (NA)",,,,
Spelling Challenges and More!SpellboundEU,Supersonic Software,"Crave Entertainment, 505 Games","September 24, 2007 (NA)",,,,
Spider-Man 2,Vicarious Visions,Activision,"November 21, 2004 (NA)",,,,
Spider-Man 3,Vicarious Visions,Activision,"May 4, 2007 (NA)",,,,
Spider-Man: Battle for New York,Torus Games,Activision,"November 14, 2006 (NA)",,,,
Spider-Man: Edge of Time,Other Ocean Interactive,Activision,"October 4, 2011 (NA)",,,,
Spider-Man: Friend or Foe,Artificial Mind and Movement,Activision,"October 2, 2007 (NA)",,,,
Spider-Man: Shattered Dimensions,Griptonite Games,Activision,"September 7, 2010 (NA)",,,,
Spider-Man: Web of Shadows,Griptonite Games,Activision,"October 24, 2008 (NA)",,,,
The Spiderwick Chronicles,Stormfront Studios,Sierra Entertainment,"February 5, 2008 (NA)",,,,
Spiegel Online: Allgemeinwissen,The Games Company,The Games Company,"October 27, 2009 (PAL)",,,,
Spiegel Online: Karriere Coach,The Games Company,The Games Company,"November 5, 2009 (PAL)",,,,
Spiegel Online: Life Coach,The Games Company,The Games Company,"November 5, 2009 (PAL)",,,,
Spiegel Online: Weltreise,The Games Company,The Games Company,"November 5, 2009 (PAL)",,,,
Spielend Mathe Lernen,Deep Silver,Deep Silver,"February 9, 2010 (PAL)",,,,
Spitfire Heroes: Tales of the Royal Air Force,Big John Games,Destineer,"March 5, 2008 (NA)",,,,
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Natsume,THQ,"October 20, 2008 (NA)",,,,
SpongeBob SquarePants: Creature from the Krusty Krab,WayForward Technologies,THQ,"October 18, 2006 (NA)",,,,
SpongeBob SquarePants: The Yellow Avenger,Tantalus Media,THQ,"November 7, 2005 (NA)",,,,
SpongeBob vs. The Big One: Beach Party Cook-Off,THQ,THQ,"March 3, 2009 (NA)",,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,Behaviour Interactive,Activision,"October 22, 2013 (NA)",,,,
SpongeBob's Atlantis SquarePantis,Altron,THQ,"October 23, 2007 (NA)",,,,
SpongeBob's Boating Bash,THQ,THQ,"March 2, 2010 (NA)",,,,
SpongeBob's Surf & Skate Roadtrip,Sabarasa Inc.,THQ,"November 8, 2011 (NA)",,,,
SpongeBob's Truth or Square,Heavy Iron Studios,THQ,"October 26, 2009 (NA)",,,,
Spooky Story,Visual Imagination Software,bhv Software,"March 25, 2009 (PAL)",,,,
Spore Creatures,Foundation 9,EA Games,"September 4, 2008 (PAL)",,,,
Spore Hero Arena,Maxis,EA Games,"October 6, 2009 (NA)",,,,
Sports Collection,Ubisoft,Ubisoft,"October 5, 2010 (NA)",,,,
The Sports Daishuugou,D3 Publisher,D3 Publisher,"December 20, 2007 (JP)",,,,
Sprung,Ubisoft,Ubisoft,"December 8, 2004 (NA)",,,,
Spy Kids: All the Time in the World,OneNine Studios,Majesco,"August 12, 2011 (NA)",,,,
Spyro: Shadow Legacy,Amaze Entertainment,"Vivendi Universal Games, Sierra Entertainment","October 18, 2005 (NA)",,,,
Squeeballs Party,Eiconic Games,Aksys Games,"October 12, 2009 (NA)",,,,
Squinkies,HumanSoft,Activision,"April 12, 2011 (NA)",,,,
Squinkies 2: Adventure Mall Surprize!,Activision,Activision,"October 25, 2011 (NA)",,,,
Squishy Tank,Success,Natsume,"July 24, 2008 (JP)",,,,
Star Fox Command,"Q-Games, Nintendo EAD",Nintendo,"August 3, 2006 (JP)",,,,
Star Trek: Tactical Assault,Quicksilver Software,Bethesda Softworks,"October 26, 2006 (NA)",,,,
Star Wars Battlefront: Elite Squadron,n-Space,LucasArts,"November 3, 2009 (NA)",,,,
Star Wars Episode III: Revenge of the Sith,Ubisoft Montreal,Ubisoft,"April 5, 2005 (NA)",,,,
Star Wars: Lethal Alliance,Ubisoft Montreal,Ubisoft,"July 6, 2006 (NA)",,,,
Star Wars: The Clone Wars - Jedi Alliance,LucasArts,LucasArts,"November 11, 2008 (NA)",,,,
Star Wars: The Clone Wars - Republic Heroes,"Krome Studios, LucasArts",LucasArts,"September 15, 2009 (NA)",,,,
Star Wars: The Force Unleashed,n-Space,"Activision, LucasArts","September 16, 2008 (NA)",,,,
Star Wars: The Force Unleashed II,LucasArts,LucasArts,"October 26, 2010 (NA)",,,,
Steal Princess,Climax Entertainment,"Marvelous Entertainment, Atlus, Rising Star Games","July 29, 2008 (JP)",,,,
Steel Horizon,Climax Group,Konami,"March 20, 2007 (NA)",,,,
Sternenschweif: Das Geheimnis im Zauberwald,Quadriga Games,United Soft Media,"May 27, 2009 (PAL)",,,,
Sternentanzer: Das geheimnisvolle Pferd,syncRage,Tivola Publishing GmbH,"May 27, 2009 (PAL)",,,,
Steve Soresi no Business Eikaiwa PeraPera DS Training,IE Institute,IE Institute,"March 11, 2010 (JP)",,,,
Steve Soresi no Eikaiwa PeraPera DS Training,IE Institute,IE Institute,"March 11, 2010 (JP)",,,,
The Story of Noah's Ark,Razorback Developments,SouthPeak Games,"November 8, 2009 (PAL)",,,,
Stratego,Ubisoft,Ubisoft,"June 6, 2008 (PAL)",,,,
Strawberry Shortcake: Strawberryland Games,Gorilla Systems,The Game Factory,"October 23, 2006 (NA)",,,,
Strawberry Shortcake: The Four Seasons Cake,The Game Factory,The Game Factory,"November 9, 2007 (PAL)",,,,
Street Football,Koch Media,Koch Media,"May 16, 2008 (PAL)",,,,
Strike Witches: Sōkū no Dengekisen - Shin Taichou Funtousuru!,Russel,Russel,"November 26, 2009 (JP)",,,,
Strike Witches 2: Iyasu Naosu Punipunisuru,Kadokawa Shoten,Kadokawa Shoten,"October 21, 2010 (JP)",,,,
Style Lab: Fashion Design,Ubisoft,Ubisoft,"November 9, 2010 (NA)",,,,
Style Lab: Jewelry Design,Ubisoft,Ubisoft,"November 10, 2009 (NA)",,,,
Style Lab: Makeover,Ubisoft,Ubisoft,"November 10, 2009 (NA)",,,,
Style Savvy,"Syn Sophia, Nintendo SPD",Nintendo,"October 23, 2008 (JP)",,,,
Subbuteo,Artematica,505 Games,"September 12, 2008 (PAL)",,,,
Sudoku Ball Detective,Whitebear,Playlogic,"August 21, 2009 (NA)",,,,
Sudoku DS: Nikoli no Sudoku Ketteiban,AI,Hudson Soft,"May 29, 2008 (JP)",,,,
Sudoku Mania,Frontline Studios,UFO Interactive Games,"June 30, 2006 (NA)",,,,
Sudokuro,Crave Entertainment,Crave Entertainment,"May 16, 2007 (NA)",,,,
Sugar Bunnies DS: Yume no Sweets Koubou,Takara Tomy,Takara Tomy,"October 25, 2007 (JP)",,,,
Sugar Sugar Rune: Queen Shiken wa Dai Panic,Dimps Corporation,Bandai Namco Games,"May 25, 2006 (JP)",,,,
Suikoden Tierkreis,Konami,Konami,"December 18, 2008 (JP)",,,,
The Suiri: Shinshou 2009,Tomcat System,D3Publisher,"March 5, 2009 (JP)",,,,
The Suite Life of Zack & Cody: Circle of Spies,Artificial Mind and Movement,Disney Interactive Studios,"October 18, 2007 (NA)",,,,
The Suite Life of Zack & Cody: Tipton Trouble,Artificial Mind and Movement,Buena Vista Games,"September 18, 2006 (NA)",,,,
Suite PreCure♪: Melody Collection,Bandai,Namco Bandai Games,"August 25, 2011 (JP)",,,,
Sukashikashipanman DS: Shokotan koto Nakagawa Shouko Produce!,Interchannel,Interchannel,"March 5, 2009 (JP)",,,,
Suki Desu Suzuki-kun!! 4-nin no Suzuki-kun,Idea Factory,Idea Factory,"July 29, 2010 (JP)",,,,
Summon Night,Flight-Plan,Namco Bandai Games,"April 24, 2008 (JP)",,,,
Summon Night 2,Flight-Plan,Namco Bandai Games,"August 7, 2008 (JP)",,,,
Summon Night X: Tears Crown,Namco Bandai Games,Namco Bandai Games,"November 5, 2009 (JP)",,,,
Summon Night: Twin Age,Flight-Plan,"Atlus, Banpresto","August 30, 2007 (JP)",,,,
The Sun Crossword Challenge,Mercury Games,Mercury Games,"April 18, 2008 (PAL)",,,,
Sunken Treasure,Tessloff,Tessloff,"September 26, 2008 (PAL)",,,,
Sunrise Anime Duke - Sunrise no Joushiki: Minna no Hijoushiki Vol.1,Sunrise Interactive,Sunrise Interactive,"December 20, 2007 (JP)",,,,
Super Auto Salon: Custom Car Contest,Genterprise,Genterprise,"April 9, 2009 (JP)",,,,
Super Black Bass: Dynamic Shot,Starfish SD,"Eidos Interactive, Majesco Entertainment, Starfish SD","November 24, 2005 (JP)",,,,
Super Collapse 3,Mac Play,MumboJumbo,"October 30, 2007 (NA)",,,,
Super Dodgeball Brawlers,"Access Co., Arc System Works","Arc System Works, Aksys Games","March 19, 2008 (JP)",,,,
Super Fahrschule,LiWO Production,Atari SA,"May 26, 2008 (PAL)",,,,
Super Fruit Fall,Play It!,"Play It!, Warner Bros. Interactive Entertainment","July 13, 2007 (PAL)",,,,
Super Fun Chess,White Park Bay,White Park Bay,"February 25, 2009 (PAL)",,,,
Super Mario 64 DS,Nintendo,Nintendo,"November 20, 2004 (NA)",,,,
Super Monkey Ball: Touch & Roll,Sega,Sega,"December 1, 2005 (JP)",,,,
Super Princess Peach,Tose,Nintendo,"October 20, 2005 (JP)",,,,
Super Robot Gakuen,Banpresto,Namco Bandai Games,"August 27, 2009 (JP)",,,,
Super Robot Taisen OG Saga: Endless Frontier,"Banpresto, Monolith Soft","Namco Bandai Games, Atlus","May 29, 2008 (JP)",,,,
Super Robot Taisen OG Saga: Endless Frontier Exceed,"Banpresto, Monolith Soft",Namco Bandai Games,"February 25, 2010 (JP)",,,,
Super Robot Wars K,Banpresto,Namco Bandai Games,"April 2, 2009 (JP)",,,,
Super Robot Wars L,Banpresto,Namco Bandai Games,"November 25, 2010 (NA)",,,,
Super Robot Wars OG Saga: The Lord of Elemental,Banpresto,Namco Bandai Games,"May 27, 2010 (NA)",,,,
Super Robot Wars W,Banpresto,Banpresto,"March 1, 2007 (JP)",,,,
Super Scribblenauts,5th Cell,"Warner Bros. Interactive Entertainment, Konami","October 12, 2010 (NA)",,,,
Super Speed Machines,Midas Interactive Entertainment,Midas Interactive Entertainment,"October 10, 2008 (PAL)",,,,
Superman Returns: The Videogame,EA Tiburon,EA Games,"November 20, 2006 (NA)",,,,
Supermodel Makeover by Lauren Luke,Avanquest Software,Avanquest Software,"December 18, 2009 (NA)",,,,
Surf's Up,Ubisoft,Ubisoft,"May 30, 2007 (NA)",,,,
SurvivorSupervivientesEU,Mindscape,Mindscape,"April 6, 2009 (PAL)",,,,
Sushi Academy,DTP Entertainment,City Interactive,"November 21, 2008 (PAL)",,,,
Sushi Go Round,SouthPeak Games,Miniclip,"March 26, 2010 (NA)",,,,
Suske en Wiske: De Texas Rakkers,Triangle Studios,Foreign Media,"July 23, 2009 (PAL)",,,,
Suugaku Master DS,IE Institute,IE Institute,"October 15, 2009 (JP)",,,,
Suujin Taisen,Mitchell,Nintendo,"June 7, 2007 (JP)",,,,
Suzuki Super-Bikes II: Riding Challenge,Kuju Entertainment,Valcon Games,"July 25, 2008 (NA)",,,,
Suzumiya Haruhi no Chokuretsu,Sega,Sega,"May 28, 2009 (JP)",,,,
Sword World 2.0: Game Book DS,Broccoli,Broccoli,"October 29, 2009 (JP)",,,,
Syberia,DreamCatcher Games,DreamCatcher Games,"November 25, 2008 (NA)",,,,
System: Flaw,Visual Impact,Storm City Games,"October 27, 2009 (NA)",,,,
The Table Game,Yuki,D3Publisher,"December 20, 2007 (JP)",,,,
Table Game Spirits,Tasuke,Tasuke,"November 10, 2005 (JP)",,,,
Table Game Spirits 2,Tasuke,Tasuke,"December 7, 2006 (JP)",,,,
Tactics Layer: Ritina Guard Senki,Ninja Studio,D3 Publisher,"May 28, 2009 (JP)",,,,
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Namco Bandai Games,Namco Bandai Games,"July 1, 2010 (JP)",,,,
Taiko no Tatsujin DS: Touch de Dokodon!,Namco Bandai Games,Namco Bandai Games,"July 26, 2007 (JP)",,,,
Tak: Mojo Mistake,THQ,THQ,"October 13, 2008 (NA)",,,,
Tak: The Great Juju Challenge,Avalanche Software,THQ,"September 19, 2005 (NA)",,,,
The Tale of Despereaux,Brash Entertainment,Brash Entertainment,"December 2, 2008 (NA)",,,,
Tales of Hearts,Namco Tales Studio,Namco Bandai Games,"December 11, 2008 (JP)",,,,
Tales of Innocence,Alfa System,Namco Bandai Games,"December 6, 2007 (JP)",,,,
Tales of the Tempest,"Dimps, Namco Tales Studio",Namco Bandai Games,"October 26, 2006 (JP)",,,,
Tamagotchi Connection: Corner Shop,NanaOn-Sha,"Atari, Bandai","September 15, 2005 (JP)",,,,
Tamagotchi Connection: Corner Shop 2,NanaOn-Sha,"Atari, Bandai, Namco Bandai Games America","July 27, 2006 (JP)",,,,
Tamagotchi Connection: Corner Shop 3,NanaOn-Sha,"Ataro, Namco Bandai Games","September 27, 2007 (JP)",,,,
Tangram Mania,505 Games,505 Games,"February 14, 2008 (PAL)",,,,
Tank Beat,MileStone Inc.,"MileStone Inc., O3 Entertainment, Midas Interactive","November 30, 2006 (JP)",,,,
Tantei Jinguuji Saburou DS: Akai Chou,WorkJam,Arc System Works,"September 30, 2010 (JP)",,,,
Tantei Jinguuji Saburou DS: Fuserareta Shinjitsu,WorkJam,Arc System Works,"March 19, 2009 (JP)",,,,
Tantei Jinguuji Saburou DS: Kienai Kokoro,WorkJam,Arc System Works,"April 24, 2008 (JP)",,,,
Tantei Kibukawa Ryosuke Jiken Tan: The Masquerade Lullaby,Genki,Genki,"March 24, 2005 (JP)",,,,
Tao's Adventure: Curse of the Demon Seal,Konami,Konami,"December 22, 2005 (JP)",,,,
Team Umizoomi,Black Lantern Studios,2K Play,"November 1, 2011 (NA)",,,,
Tecmo Bowl: Kickoff,Polygon Magic,Tecmo,"November 17, 2008 (NA)",,,,
Teenage Mutant Ninja Turtles: Arcade Attack,Ubisoft Nagoya,Ubisoft Entertainment,"November 9, 2009 (NA)",,,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami,Konami,"November 1, 2005 (NA)",,,,
Teenage Zombies: Invasion of the Alien Brain Thingys!,InLight Entertainment,Ignition Entertainment,"March 28, 2008 (PAL)",,,,
Telly Addicts,Ubisoft,Ubisoft,"November 2, 2007 (PAL)",,,,
Tenchu: Dark Secret,Polygon Magic,"From Software, Nintendo","April 6, 2006 (JP)",,,,
Tengai Makyō II: Manjimaru,Red Entertainment,Hudson Soft,"March 9, 2006 (JP)",,,,
Tengen Toppa Gurren-Lagann,Konami,Konami,"October 25, 2007 (JP)",,,,
Tenkaichi * Sengoku Lovers DS,Rocket Company,Rocket Company,"October 7, 2010 (JP)",,,,
Tennis Masters,System 3,System 3,"February 23, 2007 (PAL)",,,,
Tennis no Oji-Sama Gyutto! Dokidoki Survival Umi to Yama no Love Passion,Konami,Konami,"June 23, 2010 (JP)",,,,
Tetris DS,Nintendo,Nintendo,"March 20, 2006 (NA)",,,,
Tetris Party Deluxe,Hudson Soft,Hudson Soft,"May 25, 2010 (NA)",,,,
Tetsudou Musume DS,Takara Tomy,Takara Tomy,"October 9, 2008 (JP)",,,,
Texas Hold'em Poker,Skyworks Technologies,Majesco Entertainment,"November 8, 2005 (NA)",,,,
Texas Hold 'Em Poker Pack,Webfoot Technologies,Summitsoft Entertainment,"March 11, 2006 (NA)",,,,
Theme Park,Bullfrog Productions,"EA Games, Electronic Arts","March 15, 2007 (JP)",,,,
Theresia,WorkJam,"Aksys Games, Arc System Works","September 11, 2008 (JP)",,,,
Theta,Vitei,Nintendo,"September 6, 2007 (JP)",,,,
Think: Train Your Brain,Eidos Interactive,Eidos Interactive,"August 15, 2008 (PAL)",,,,
thinkSMART Crazy Machines: Wacky Problem Solving!Crazy MachinesEU,DTP Entertainment,DTP Entertainment,"October 10, 2008 (EU)",,,,
Thor: God of Thunder,WayForward Technologies,Sega,"April 28, 2011 (AU)",,,,
Thrillville: Off the Rails,Frontier Developments,LucasArts,"October 9, 2007 (NA)",,,,
ThunderCats,Bandai Namco Games,Bandai Namco Games,"October 30, 2012 (NA)",,,,
Tiger Woods PGA Tour 08,EA Sports,EA Sports,"August 28, 2007 (NA)",,,,
Tiger Woods PGA Tour 2005,EA Sports,EA Sports,"December 14, 2004 (NA)",,,,
Tim Stockdale's Riding Star,Eidos Interactive,Eidos Interactive,"September 19, 2008 (PAL)",,,,
Time Ace,Trainwreck Studios,Konami,"June 12, 2007 (NA)",,,,
Time Hollow,Tenky,Konami,"March 19, 2008 (JP)",,,,
The Times Crossword Challenge,Sanuk Games,Sanuk Games,"February 6, 2009 (PAL)",,,,
Tingle's Balloon Fight DS,Nintendo,Nintendo,"April 11, 2007 (JP)",,,,
Titanic Mystery,Purple Hills,Oxygen Games,"December 19, 2009 (EU)",,,,
Tinkerbell,Genius Sonority,Disney Interactive Studios,"October 21, 2008 (NA)",,,,
TMNT,Ubisoft Montreal,Ubisoft,"March 20, 2007 (NA)",,,,
To Love Ru Trouble: Waku Waku! Rinkan-gakkou Hen,Marvelous Entertainment,Marvelous Entertainment,"August 28, 2008 (JP)",,,,
TOEIC DS: Haru 10-Bun Yakjeomgeukbog +200,Skonec,Skonec,2008 (KO),,,,
Toeic Test DS Training,IE Institute,IE Institute,"March 29, 2007 (JP)",,,,
Tokimeki Memorial Girl's Side: 1st Love,Konami,Konami,"March 15, 2007 (JP)",,,,
Tokimeki Memorial Girl's Side: 1st Love Plus,Konami,Konami,"March 12, 2009 (JP)",,,,
Tokimeki Memorial Girl's Side: 2nd Season,Konami,Konami,"February 14, 2008 (JP)",,,,
Tokimeki Memorial Girl's Side: 3rd Story,Konami,Konami,"June 24, 2010 (JP)",,,,
Tokyo Beat Down,Success,"Atlus, Success","September 18, 2008 (JP)",,,,
Tokyo Twilight Busters: Kindan no Ikenie Teito Jigokuhen,MBA International,Starfish SD,"October 14, 2010 (JP)",,,,
Tom and Jerry Tales,Sensory Sweep Studios,"Eidos Interactive, Warner Bros. Interactive Entertainment","November 7, 2006 (NA)",,,,
Tom Clancy's EndWar,Ubisoft Montreal,Ubisoft,"November 4, 2008 (NA)",,,,
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft,Ubisoft,"June 28, 2005 (NA)",,,,
Tomb Raider: Underworld,Santa Cruz Games,Eidos Interactive,"November 18, 2008 (NA)",,,,
Tomb Raider: Legend,Crystal Dynamics,Eidos Interactive,"November 10, 2006 (PAL)",,,,
Tomodachi Collection,Nintendo SPD,Nintendo,"June 18, 2009 (JP)",,,,
Tomyka Hero: Rescue Force DS,Takara Tomy,Takara Tomy,"November 20, 2008 (JP)",,,,
Tony Hawk's American Sk8land,Vicarious Visions,Activision,"November 16, 2005 (NA)",,,,
Tony Hawk's Downhill Jam,Vicarious Visions,Activision,"October 24, 2006 (NA)",,,,
Tony Hawk's Motion,Creat Studios,Activision,"November 18, 2008 (NA)",,,,
Tony Hawk's Proving Ground,Vicarious Visions,Activision,"October 15, 2007 (NA)",,,,
Toon-doku,Majesco Entertainment,"Eidos Interactive, Majesco Entertainment","October 26, 2007 (PAL)",,,,
Tootuff Mission Nadia,Atari,Atari,"February 10, 2006 (PAL)",,,,
Tootuff's WorldLe Monde de TiteufFR,Atari SA,Atari SA,"December 3, 2007 (EU)",,,,
Top Gear: Downforce,Tantalus Media,Tantalus Media,"March 29, 2007 (NA)",,,,
Top Gun,InterActive Vision Games,"505 Games, Mastiff, Taito Corporation","February 23, 2006 (JP)",,,,
Top Spin 2,Indie Built,2K Sports,"March 29, 2006 (NA)",,,,
Top Spin 3,PAM Development,2K Sports,"June 23, 2008 (NA)",,,,
Top Trumps Adventures: Dogs and Dinosaurs,Ironstone Partners,Ubisoft,"October 12, 2007 (PAL)",,,,
Top Trumps: Doctor Who,Ironstone Partners,Eidos Interactive,"May 16, 2008 (PAL)",,,,
Top Trumps Adventures: Horror and Predators,Ubisoft,Ubisoft,"October 12, 2007 (PAL)",,,,
Tornado,Skonec,Ignition Entertainment,"September 30, 2008 (NA)",,,,
Totally Spies! 2: Undercover,Atari,Atari,"November 27, 2006 (NA)",,,,
Totally Spies! 3: Secret Agents,Atari,Atari,"October 18, 2007 (NA)",,,,
Tottoko Hamtaro: Nazo Nazo Q Kumonoue no ? Jou,AlphaDream,Nintendo,"December 1, 2005 (JP)",,,,
Touch Darts,Sega,"Agetec, Sega","June 15, 2007 (PAL)",,,,
Touch Detective,BeeWorks,"505 Game Street, Atlus, Success","April 13, 2006 (JP)",,,,
Touch Detective 2 ½,BeeWorks,"505 Games, Atlus, Success","May 24, 2007 (JP)",,,,
Touch Dictionary,Daewon Media,Daewon Media,"July 1, 2005 (KR)",,,,
Touch Game Party,Taito Corporation,"505 Games, Taito Corporation","September 21, 2007 (PAL)",,,,
Touch Mechanic,Kando Games,"Aspyr Media, Nintendo","March 24, 2009 (NA)",,,,
Touch PanicMawashite Tsunageru Touch Panic,Aki Corp.,Nintendo,"May 25, 2006 (JP)",,,,
Touch the Dead,Dream On Studios,Eidos Interactive,"May 16, 2007 (NA)",,,,
TouchMaster,Midway Games,Midway Games,"June 25, 2007 (NA)",,,,
Touch! Go-Stop DS,CTGAME Entertainment,CTGAME Entertainment,"May 29, 2008 (KR)",,,,
Touch: Man to Man - Gicho Yeongeo,Daewon Media,Daewon Media,2010 (KO),,,,
TouchMaster 2,Midway Games,Midway Games,"November 3, 2008 (NA)",,,,
TouchMaster 3,Midway Games,Warner Bros. Interactive Entertainment,"October 23, 2009 (NA)",,,,
TouchMaster Connect,Midway Games,Warner Bros. Interactive,"December 3, 2010 (EU)",,,,
Touhai Densetsu - Akagi DS: Yami ni Maiorita Tensai,Culture Brain,Culture Brain,"August 9, 2007 (JP)",,,,
Tout Savoir: 3e,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: 4e,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: 5e,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: 6e,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: CE1,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: CE2,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: CM1,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: CM2,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: CP,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
Tout Savoir: Maternelle Grande Section,Atari,Infogrames,"July 2, 2008 (PAL)",,,,
The Tower DS,DigiToys,DigiToys,"June 26, 2008 (JP)",,,,
Toy Shop,"Gameinvest, SeedStudios",Majesco Entertainment,"April 29, 2008 (NA)",,,,
Trace MemoryAnother Code: Two MemoriesEUAnother Code: Futatsu no KiokuJP,Cing,Nintendo,"February 24, 2005 (JP)",,,,
TrackMania DS,Firebrand Games,"Atlus, Focus Home Interactive","November 14, 2008 (PAL,NA)",,,,
TrackMania Turbo: Build to Race,Firebrand Games,"Atlus, Focus Home Interactive","September 24, 2010 (EU)",,,,
Transformers: Animated,Behaviour Interactive,Activision,"October 21, 2008 (NA)",,,,
Transformers: Autobots,Vicarious Visions,Activision,"June 19, 2007 (NA)",,,,
Transformers: Dark of the Moon - Autobots,Behaviour Interactive,Activision,"June 14, 2011 (NA)",,,,
Transformers: Dark of the Moon - Decepticons,Behaviour Interactive,Activision,"June 14, 2011 (NA)",,,,
Transformers: Decepticons,Vicarious Visions,Activision,"June 19, 2007 (NA)",,,,
Transformers: Prime – The Game,Altron,Activision,"October 30, 2012 (NA)",,,,
