Fire Pro Gaiden: Blazing Tornado,Human Entertainment,Human Entertainment,Unreleased,Unreleased,"August 25, 1995"
Fire Pro Wrestling S: 6 Men Scramble,Human Entertainment,Human Entertainment,Unreleased,Unreleased,"December 27, 1996"
Fishing Koushien,A Wave,King Records,Unreleased,Unreleased,"March 15, 1996"
Fishing Koushien II,A Wave,King Records,Unreleased,Unreleased,"May 30, 1997"
FIST,Imagineer,"Imagineer, Genki",Unreleased,Unreleased,"November 22, 1996"
Formula Grand Prix Team Unei Simulation,Coconuts Japan,Coconuts Japan,Unreleased,Unreleased,"November 13, 1997"
Formula Karts Special Edition,Manic Media,Sega,Unreleased,"May 22, 1997",Unreleased
Friends: Seishun no Kagayaki,Stack,NEC InterChannel,Unreleased,Unreleased,"April 29, 1999"
From TV Animation Slam Dunk: I Love Basketball,,Bandai,Unreleased,Unreleased,"August 11, 1995"
Frank Thomas' Big Hurt Baseball,Iguana Entertainment,Acclaim Entertainment,"June 7, 1996",June 1996,"August 2, 1996"
Frankenstein: Through the Eyes of the Monster,Amazing Media,Interplay Entertainment,Unreleased,1997,Unreleased
Free Talk Studio ~Mari no Kimama na O-Shaberi~,Media Entertainment,Media Entertainment,Unreleased,Unreleased,"May 9, 1997"
Full Cowl Mini Yonku Super Factory,Nextech,Media Quest,Unreleased,Unreleased,"July 31, 1997"
Funky Head Boxers,"Sega AM3, Yoshimoto Kogyo",Yoshimoto Kogyo,Unreleased,Unreleased,"January 10, 1997"
Funky Head Boxers Plus,Yoshimoto Kogyo,Yoshimoto Kogyo,Unreleased,Unreleased,"May 2, 1997"
Funky Fantasy,Yoshimoto Kogyo,Tose Software,Unreleased,Unreleased,"December 13, 1996"
Fushigi no Kuni no Angelique,Koei,Koei,Unreleased,Unreleased,"February 28, 1997"
G Vector,Soft Office,Soft Office,Unreleased,Unreleased,"October 16, 1997"
Gaia Breeder,Aspect,Aspect,Unreleased,Unreleased,"November 27, 1997"
Gakkou no Kaidan,Japan Media Programming,Sega,Unreleased,Unreleased,"July 14, 1995"
Gakkou no Kowai Uwasa Hanako-san ga Kita!!,Capcom,Capcom,Unreleased,Unreleased,"August 11, 1995"
Galactic Attack (NA/EU)Layer Section (JP),Taito,Acclaim (US/EU)Taito (JP),December 1995,February 1996,"September 14, 1995"
Galaxy Fight,Santaclaus,SunSoft,"July 3, 1996",July 1996,"November 22, 1995"
Gal Jan (Youen Denshi Mahjong Yuugi Galjan),Warashi,Warashi,Unreleased,Unreleased,"August 9, 1996"
Gale Racer (Rad Mobile),System Sacom,Sega,Unreleased,Unreleased,"December 2, 1994"
Gals Panic SS,"Kaneko, Mainichi Communications",Mainichi Communications,Unreleased,Unreleased,"September 27, 1996"
Gambler Jiko Chuushinha: Tokyo Mahjongland,Game Arts,Game Arts,Unreleased,Unreleased,"October 18, 1996"
Game de Seishun,KID,KID,Unreleased,Unreleased,"April 23, 1998"
Game Nihonshi: Kakumeiji Oda Nobunaga,Koei,Koei,Unreleased,Unreleased,"April 4, 1997"
Game no Tatsujin,"Affect, Success, Chatnoir, Alpha-Beta, Itsui, Sunsoft",Sunsoft,Unreleased,Unreleased,"June 9, 1995"
Game no Tatsujin 2,"Oxford Softworks, Success, Chatnoir, Alpha-Beta, Itsui, Sunsoft",Sunsoft,Unreleased,Unreleased,"March 15, 1996"
Game no Tatsujin The Shanghai,"Activision, Sunsoft",Sunsoft,Unreleased,Unreleased,"October 13, 1995"
Game Tengoku,Jaleco,Jaleco,Unreleased,Unreleased,"June 6, 1997"
Game-Ware(Software),"General Entertainment, Scarab",General Entertainment,Unreleased,Unreleased,"April 5, 1996"
Game-Ware Vol. 2(Software),"General Entertainment, Scarab",General Entertainment,Unreleased,Unreleased,"July 5, 1996"
Game-Ware Vol. 3(Software),"General Entertainment, Scarab",General Entertainment,Unreleased,Unreleased,"October 4, 1996"
Game-Ware Vol. 4(Software),"General Entertainment, ISCO",General Entertainment,Unreleased,Unreleased,"March 7, 1997"
Game-Ware Vol. 5(Software),"General Entertainment, ISCO, Digitalware",General Entertainment,Unreleased,Unreleased,"July 27, 1997"
Garou Densetsu 3: Road to the Final Victory,SegaSIMS,SNK,Unreleased,Unreleased,"June 28, 1996"
Gegege no Kitarou: Gentou Kaikitan,,Bandai,Unreleased,Unreleased,"December 27, 1996"
Gekiretsu Pachinkers,Planning Office Wada,BMG Victor,Unreleased,Unreleased,"August 2, 1996"
Gekirindan Time Travel Shooting,Japan Media Programming,Virgin Interactive,Unreleased,Unreleased,"April 18, 1997"
Gekitotsu Koushien,Magical Company,Magical Company,Unreleased,Unreleased,"August 1, 1997"
Gekka no Kishi: Ouryuusen,Banpresto,Banpresto,Unreleased,Unreleased,"November 22, 1996"
Gensou Suikoden,"Konami, KCE Sapporo",Konami,Unreleased,Unreleased,"September 17, 1998"
Ginga Eiyuu Densetsu,Micro Vision,Tokuma Shoten,Unreleased,Unreleased,"November 29, 1996"
Ginga Eiyuu Densetsu Plus,Micro Vision,Tokuma Shoten,Unreleased,Unreleased,"October 23, 1997"
Ginga Ojousama Densetsu Yuna 3: Lightning Angel,"Red Company, WiLL",Hudson Soft,Unreleased,Unreleased,"December 4, 1997"
Ginga Ojousama Densetsu Yuna Remix,"Red Company, WiLL",Hudson Soft,Unreleased,Unreleased,"December 27, 1996"
Girl Doll Toy: Tamashii wo Kudasai,Xuse,Xuse,Unreleased,Unreleased,"December 23, 1998"
Gex,Beam Software,Crystal Dynamics,"December 18, 1995","April 5, 1996","March 29, 1996"
Ghen War,Jumpin' Jack Software,Sega,September 1995,"June 28, 1996","April 26, 1996"
Go III Professional Taikyoku Igo,Mainichi Communications,Mainichi Communications,Unreleased,Unreleased,"August 1, 1997"
Godzilla Rettoushinkan,Scarab,Sega,Unreleased,Unreleased,"December 22, 1995"
Goiken Muyou: Anarchy in the Nippon,KSS,KSS,Unreleased,Unreleased,"October 2, 1997"
Golden Axe: The Duel,Sega,Sega,"June 27, 1996",December 1995,"September 29, 1995"
Gotha: Ismailia Seneki,Micronet,Sega,Unreleased,Unreleased,"January 27, 1995"
Gouketsuji Ichizoku 3: Groove on Fight,Atlus,Atlus,Unreleased,Unreleased,"May 16, 1997"
Gradius Deluxe Pack,Konami,Konami,Unreleased,Unreleased,"March 29, 1996"
Grand Slam,Burst Studios,Virgin Interactive,May 1997,Unreleased,Unreleased
Grandia,Game Arts,ESP Software,Unreleased,Unreleased,"December 18, 1997"
GranDread,"C-Lab., Bahamut",Banpresto,Unreleased,Unreleased,"November 27, 1997"
Greatest Nine '96,Konami,Konami,Unreleased,Unreleased,"July 19, 1996"
Grid Runner,Radical Entertainment,Virgin Interactive,"November 30, 1996",November 1996,"December 27, 1996"
GT 24,"Natsume, Prosoft Corporation",Jaleco,Unreleased,Unreleased,"May 28, 1998"
Guardian Force,Success,Success,Unreleased,Unreleased,"August 6, 1998"
Guardian Heroes,Treasure,Sega,March 1996,June 1996,"January 26, 1996"
Gunbird,Psikyo,Atlus,Unreleased,Unreleased,"December 15, 1995"
Gunblaze S,Active,KID,Unreleased,Unreleased,"January 29, 1998"
Gungriffon,GameArts,Sega,"June 19, 1996",July 1996,"March 15, 1996"
Gungriffon II,Game Arts,Game Arts/ESP,Unreleased,Unreleased,"April 23, 1998"
Gussun Oyoyo-S,Xing Entertainment,Xing Entertainment,Unreleased,Unreleased,"March 29, 1996"
Hanagumi Taisen Columns,"Sega CS R&D 2, Red Company",Sega,Unreleased,Unreleased,"March 28, 1997"
Hang-On GPNA(Hang-On GP '95JP; Hang-On GP '96EU),Genki,Sega,1995,March 1996,"October 27, 1995"
Hankou Shashin: Shibarareta Shoujo-tachi no Mita Mono ha?,Imagineer,Imagineer,Unreleased,Unreleased,"June 14, 1996"
Hansha de Spark!,Prism,Sieg,Unreleased,Unreleased,"December 23, 1997"
Hardcore 4X4,Gremlin Interactive,ASC Games,November 1996,December 1996,"May 2, 1997"
Harukaze Sentai V-Force,Ving,Ving,Unreleased,Unreleased,"June 27, 1997"
Hatsukoi Monogatari,Axes Art Amuse,Tokuma Shoten Intermedia,Unreleased,Unreleased,"October 1, 1998"
Hattrick Hero S,Taito,Taito,Unreleased,Unreleased,"December 8, 1995"
Haunted Casino,Societa Daikanyama,Societa Daikanyama,Unreleased,Unreleased,"September 27, 1996"
Heartbeat Scramble,Japan Media Programming,Imagineer,Unreleased,Unreleased,"September 6, 1996"
Hebereke's Popoitto,Success,Sunsoft,Unreleased,December 1995,"March 3, 1995"
Heir of Zendor: The Legend and the Land (NA)Gotha II: Tenkuu no Kishi (JP),Micronet,Koei,"December 12, 1996",Unreleased,"March 1, 1996"
Heisei Tensai Bakabon Susume! Bakabons,General Entertainment,General Entertainment,Unreleased,Unreleased,"July 7, 1995"
Heiwa Pachinko Soushingeki,"Naxat Soft, Heiwa, Amtex",Naxat Soft,Unreleased,Unreleased,"October 4, 1996"
Herc's Adventures,LucasArts,LucasArts,"July 31, 1997",Unreleased,Unreleased
Hexen,Atod AB,GT Interactive,"April 30, 1997","March 21, 1997","March 26, 1998"
Hi-Octane,Bullfrog Productions,Electronic Arts,November 1995,December 1995,"March 22, 1996"
High Velocity: Mountain Racing Challenge (NA)Touge King the Spirits (JP),Cave,Atlus,May 1997,Unreleased,"November 10, 1995"
Highway 2000 (NA)Wangan Dead Heat (JP),Genki,Natsume,"November 21, 1996",September 1996,"December 15, 1995"
High School Terra Story,Uran,KID,Unreleased,Unreleased,"July 23, 1998"
Himitsu Sentai Metamor V,Feycraft,Mainichi Communications,Unreleased,Unreleased,"April 23, 1998"
Hissatsu!,Emotion Digital Software,Bandai Visual,Unreleased,Unreleased,"June 28, 1996"
Hissatsu Pachinko Collection,"Sunsoft, Daiichi, Fuji, Nifty-Serve, Chatnoir",Sunsoft,Unreleased,Unreleased,"January 19, 1996"
Hiyake no Omoide & Himekuri: Girls in Motion Puzzle Vol. 1,Japan Media Programming,Yanoman,Unreleased,Unreleased,"December 8, 1995"
Hokuto no Ken,Banpresto,Banpresto,Unreleased,Unreleased,"December 22, 1995"
Honkaku 4nin Uchi Geinoujin Taikyoku Mahjong: The Wareme de Pon,Video System,Video System,Unreleased,Unreleased,"October 10, 1996"
Honkaku Hanafuda,Altron,Altron,Unreleased,Unreleased,"October 29, 1998"
Honkaku Pro Mahjong Tetsuman Special,Chatnoir,Naxat Soft,Unreleased,Unreleased,"August 23, 1996"
Honkaku Shougi Shinan Wakamatsu Shougi Juku,"JSH, SIMS",SIMS,Unreleased,Unreleased,"January 29, 1998"
Hop Step Idol,Media Entertainment,Media Entertainment,Unreleased,Unreleased,"December 4, 1997"
The Horde,Silicon Knights,Crystal Dynamics,"June 1, 1997",May 1996,"March 8, 1996"
Horror Tour,OCC,OCC,Unreleased,Unreleased,"March 29, 1996"
Houkago Renai Club: Koi no Etude,Prosit,KID,Unreleased,Unreleased,"January 15, 1998"
Houma Hunter Lime Perfect Collection,Silence,Asmik,Unreleased,Unreleased,"September 29, 1995"
The House of the Dead,Tantalus Interactive,Sega,"May 5, 1998","April 10, 1998","March 26, 1998"
Hyper 3-D Pinball (NA)Tilt! (EU)Hyper 3D Pinball (JP),NMS Software,Virgin Interactive,"November 20, 1996","September 6, 1996","January 17, 1997[9]"
Hyper 3D Taisen Battle: Gebockers,Riverhillsoft,Riverhillsoft,Unreleased,Unreleased,"February 23, 1996"
Hyper Duel,Technosoft,Technosoft,Unreleased,Unreleased,"November 22, 1996"
Hyper Reverthion,Technosoft,Technosoft,Unreleased,Unreleased,"June 7, 1996"
Hyper Securities S,Victor Interactive Software,Victor Interactive Software,Unreleased,Unreleased,"February 7, 1997"
Ide Yousuke Meijin no Shin Jissen Mahjong,Capcom,Capcom,Unreleased,Unreleased,"June 28, 1996"
Idol Janshi Suchie-Pai II,Jaleco,Jaleco,Unreleased,Unreleased,"April 26, 1996"
Idol Janshi Suchie-Pai Mecha Genteiban: Hatsubai 5 Shuunen (Toku) Package,Jaleco,Jaleco,Unreleased,Unreleased,"November 26, 1998"
Idol Janshi Suchie-Pai Remix,Jaleco,Jaleco,Unreleased,Unreleased,"September 29, 1995"
Idol Janshi Suchie-Pai Secret Album(Software),Jaleco,Jaleco,Unreleased,Unreleased,"March 18, 1999"
Idol Janshi Suchie-Pai Special,Jaleco,Jaleco,Unreleased,Unreleased,"February 24, 1995"
Idol Mahjong Final Romance 2,Video System,ASK Kodansha,Unreleased,Unreleased,"August 11, 1995"
Idol Mahjong Final Romance 4,EXE Create,Video System,Unreleased,Unreleased,"May 21, 1998"
Idol Mahjong Final Romance R,Video System,ASK Kodansha,Unreleased,Unreleased,"March 15, 1996"
Impact Racing,Funcom,JVC Musical Industries,"September 3, 1996","July 5, 1996","June 6, 1997"
In the Hunt,SIMS,Kokopeli,March 1996,June 1996,"December 15, 1995"
Initial D: Koudou Saisoku Densetsu,Genki,Kodansha,Unreleased,Unreleased,"June 25, 1998"
The Incredible Hulk: The Pantheon Saga,Attention to Detail,Eidos Interactive,"January 21, 1997",1997,Unreleased
Independence Day,Radical Entertainment,Fox Interactive,"March 15, 1997","June 13, 1997",Unreleased
Ippatsu Gyakuten: Gambling King he no Michi,Planning Office Wada,BMG Victor,Unreleased,Unreleased,"July 5, 1996"
Irem Arcade Classics,I'MAX,I'MAX,Unreleased,Unreleased,"April 26, 1996"
Iron Man and X-O Manowar in Heavy Metal,Realsports/Realtime Associates,Acclaim Entertainment,"November 14, 1996","September 4, 1996","November 22, 1996"
Iron Storm: World Advanced Strategy (NA)World Advanced Daisenryaku: Koutetsu no Senpuu (JP),SystemSoft Alpha,Sega (JP)Working Designs (NA),April 1996,Unreleased,"September 22, 1995"
Ishin no Arashi,Koei,Koei,Unreleased,Unreleased,"September 25, 1997"
J.League Go Go Goal!,Tecmo,Tecmo,Unreleased,Unreleased,"May 30, 1997"
J. League Jikkyou Honoo no Striker,KCE Sapporo,Konami,Unreleased,Unreleased,"February 26, 1998"
J. League Victory Goal '97,Sega CS1,Sega,Unreleased,Unreleased,"March 15, 1997"
J. League Pro Soccer Club o Tsukurou!,Sega AM6,Sega,Unreleased,Unreleased,"February 23, 1996"
J. League Pro Soccer Club o Tsukurou! 2,Sega CS R&D 2,Sega,Unreleased,Unreleased,"November 20, 1997"
Jantei Battle Cos-Player,Daiki,Daiki,Unreleased,Unreleased,"April 18, 1997"
Japan Super Bass Classic '96,Naxat Soft,Naxat Soft,Unreleased,Unreleased,"August 23, 1996"
Jewels of the Oracle,ELOI Productions,SunSoft,Unreleased,December 1996,"October 18, 1996"
Jikkyou Oshaberi Parodius: Forever With Me,Konami,Konami,Unreleased,Unreleased,"December 13, 1996"
Jikkyou Powerful Pro Yakyuu '95 Kaimaku-ban,Konami,Konami,Unreleased,Unreleased,"July 28, 1995"
Jikkyou Powerful Pro Yakyuu S,KCE Yokohama,Konami,Unreleased,Unreleased,"December 4, 1997"
Jikuu Tantei DD: Maboroshi no Lorelei,System Sacom,ASCII,Unreleased,Unreleased,"July 26, 1996"
Jinzou Ningen Hakaider: Last Judgement,Japan Media Programming,Sega,Unreleased,Unreleased,"December 27, 1996"
Jissen Mahjong,Outback,Imagineer,Unreleased,Unreleased,"September 1, 1995"
Jissen Pachinko Hisshouhou! Twin,Sammy,Sammy,Unreleased,Unreleased,"March 28, 1997"
Jissen Pachinko Hisshouhou! 3,Sammy,Sammy,Unreleased,Unreleased,"May 24, 1996"
Jissen Pachinko Hisshouhou! 4,Sammy,Sammy,Unreleased,Unreleased,"March 15, 1997"
Jissen! Pachi-Slot Hisshouhou! Iron Hook,Sammy,Sammy,Unreleased,Unreleased,1996
Johnny Bazookatone,Arc Developments,U.S. Gold,February 1996,February 1996,"April 26, 1996"
Jonah Lomu Rugby,Codemasters,Rage Software,Unreleased,"April 18, 1997",Unreleased
Joshikousei no Houkago... Pukunpa,Athena,Athena,Unreleased,Unreleased,"September 27, 1996"
Junclassic C.C. & Rope Club,"T&E Soft, Polysys",T&E Soft,Unreleased,Unreleased,"December 18, 1997"
Jung Rhythm,Altron,Altron,Unreleased,Unreleased,"January 15, 1998"
Jungle Park: Saturn Jima,"Digitalogue, Saru Brunei, Digitalware, BMG Japan",BMG Japan,Unreleased,Unreleased,"January 15, 1998"
K-1 Fighting Illusion Shou,Daft,Xing Entertainment,Unreleased,Unreleased,"January 31, 1997"
Kaitou Saint Tail,Access,Tomy,Unreleased,Unreleased,"July 25, 1997"
Kakinoki Shougi,ASCII,ASCII,Unreleased,Unreleased,"April 14, 1995"
Kakyuusei,ELF,ELF,Unreleased,Unreleased,"April 25, 1997"
Kanazawa Shougi,"Seta, Nihon Shogi Network",Seta,Unreleased,Unreleased,"November 24, 1995"
Kanzen Chuukei Pro Yakyuu Greatest Nine,Sega CS,Sega,Unreleased,Unreleased,"May 26, 1995"
Kekkon: Marriage,Westone,Shogakukan Production,Unreleased,Unreleased,"December 15, 1995"
Keio Flying Squadron 2,Victor Entertainment,Victor Entertainment,Unreleased,September 1996,"May 17, 1996"
Keriotosse!,Unlimited Software,Masudaya,Unreleased,Unreleased,"June 18, 1998"
Kidou Senkan Nadesico: The Blank of 3 Years,"Fupac, Nexus Interact, Scarab",Sega,Unreleased,Unreleased,"September 23, 1998"
Kidou Senkan Nadesico: Yappari Saigo ha 'Ai ga Katsu'?,"Sega, Nexus Interact",Sega,Unreleased,Unreleased,"May 2, 1997"
Kidou Senshi Gundam,CRI,Bandai,Unreleased,Unreleased,"November 20, 1995"
Kidou Senshi Gundam Gaiden I: Senritsu no Blue,Studio Orphee,Bandai,Unreleased,Unreleased,"September 20, 1996"
Kidou Senshi Gundam Gaiden II: Ao wo Uketsugu Mono,Studio Orphee,Bandai,Unreleased,Unreleased,"December 6, 1996"
Kidou Senshi Gundam Gaiden III: Sabakareshi Mono,Studio Orphee,Bandai,Unreleased,Unreleased,"March 7, 1997"
Kidou Senshi Gundam Gaiden: The Blue Destiny,Studio Orphee,Bandai,Unreleased,Unreleased,"August 29, 1997"
Kidou Senshi Gundam: Giren no Yabou,CRI,Bandai,Unreleased,Unreleased,"April 9, 1998"
Kidou Senshi Gundam: Giren no Yabou - Kouryaku Shireisho,,Bandai,Unreleased,Unreleased,"October 8, 1998"
Kidou Senshi Z Gundam: Kouhen Sora wo Kakeru,,Bandai,Unreleased,Unreleased,"September 25, 1997"
Kidou Senshi Z Gundam: Zenpen Zeta no Kodou,,Bandai,Unreleased,Unreleased,"April 25, 1997"
Kindaichi Shounen no Jikenbo: Hoshimitou Kanashimi no Hukushuuki,Metro,Hudson Soft,Unreleased,Unreleased,"January 15, 1998"
Kingdom Grand Prix,Raizing,Gaga Communications,Unreleased,Unreleased,"June 14, 1996"
"King of Fighters '95, The",Rutubo Games,SNK,Unreleased,"July 10, 1997","March 28, 1996"
"King of Fighters '96, The",SNK,SNK,Unreleased,Unreleased,"December 31, 1996"
"King of Fighters '97, The",SNK,SNK,Unreleased,Unreleased,"March 26, 1998"
Kiss Yori...,KID,KID,Unreleased,Unreleased,"March 18, 1999"
Kochira Katsushikaku Kamearikouenmae Hashutsujo Nakagawa Land Dai Race! no Maki,,Bandai,Unreleased,Unreleased,"August 29, 1997"
Koden Koureijutsu Hyaku Monogatari: Hontoni Atta Kowai Hanashi,Hudson Soft,Hudson Soft,Unreleased,Unreleased,"August 8, 1997"
Koi no Summer Fantasy: in Miyazaki Seagaia,Bandai Visual,Bandai Visual,Unreleased,Unreleased,"August 22, 1997"
Konami Antiques MSX Collection Ultra Pack'(30 Games),KCE Yokohama,Konami,Unreleased,Unreleased,"July 23, 1998"
Kouryuu Sangoku Engi,RON,Xing Entertainment,Unreleased,Unreleased,"December 6, 1996"
Krazy Ivan,Psygnosis,"PsygnosisEU, Soft BankJP",Unreleased,"May 23, 1997","June 27, 1997"
Kumitate Battle Kuttu Ketto,Technosoft,Technosoft,Unreleased,Unreleased,"April 2, 1998"
Kunoichi Torimonochou,PoleStar,CRI,Unreleased,Unreleased,"February 5, 1998"
Kuro no Danshou: The Literary Fragment,Abogado Powers,Oz Club,Unreleased,Unreleased,"August 8, 1997"
Kurubushi Kyoudai Gekijou Daiikkan Mahjong Hen,Chatnoir,Yumedia,Unreleased,Unreleased,"June 28, 1996"
Kururin Pa!,Sky Think System,Sky Think System,Unreleased,Unreleased,"February 23, 1996"
Kuuso Kagaku Sekai Gulliver Boy,SIMS,Hudson Soft,Unreleased,Unreleased,"March 22, 1996"
Kyuukyoku Tiger II Plus,"Naxat Soft, Takumi Corporation",Naxat Soft,Unreleased,Unreleased,"December 18, 1997"
Langrisser III,NCS,NCS,Unreleased,Unreleased,"October 18, 1996"
Langrisser IV,CareerSoft,NCS,Unreleased,Unreleased,"August 1, 1997"
Langrisser V: The End of Legend,CareerSoft,NCS,Unreleased,Unreleased,"June 18, 1998"
Langrisser: Dramatic Edition,CareerSoft,NCS,Unreleased,Unreleased,"February 26, 1998"
Last Bronx,Sega,Sega,"October 14, 1997","October 23, 1997","August 1, 1997"
Layer Section II,TOSE,MediaQuest,Unreleased,Unreleased,"October 30, 1997"
The Legend of Heroes I & II Eiyuu Densetsu,HighwayStar,GMF,Unreleased,Unreleased,"September 23, 1998"
NA: The Legend of OasisEU: The Story of Thor 2JP: Thor: Seireioukiden,Ancient,Sega,"July 31, 1996","September 19, 1996","April 26, 1996"
Lifescape 2 Body Bionics: Kyoui no Shouuchuu Jintai,Scitron & Art,Media Quest,Unreleased,Unreleased,"August 8, 1997"
Lifescape Seimei 40-okunen Harukana Tabi,Scitron & Art,Media Quest,Unreleased,Unreleased,"May 24, 1996"
Linda³ Kanzenban,"MARS, Alfa System",ASCII,Unreleased,Unreleased,"June 18, 1998"
Linkle Liver Story,NexTech,Sega,Unreleased,Unreleased,"March 15, 1996"
Loaded,Gremlin Interactive,Interplay,"October 31, 1996",July 1996,"November 29, 1996"
Lode Runner Extra,Presage Software,Patra,Unreleased,Unreleased,"January 10, 1997"
Lode Runner: The Legend Returns,Presage Software,Patra,Unreleased,Unreleased,"March 8, 1996"
Logic Puzzle Rainbow Town,Human Entertainment,Human Entertainment,Unreleased,Unreleased,"February 23, 1996"
The Lost Vikings 2: Norse by Norsewest,Beam Software,Interplay Entertainment,"April 14, 1997","May 26, 1997",Unreleased
The Lost World: Jurassic Park,Appaloosa Interactive,Sega,"September 30, 1997","November 6, 1997","October 23, 1997"
Lovely Pop 2 in 1 Jan Jan Koi Shimasho,Visco,Visco,Unreleased,Unreleased,"July 30, 1998"
Lunacy (NA)Gekka Mugentan Torico (JP)Trico (EU),"System Sacom, Sega CS1","Atlus, Sega (JP, EU)","May 31, 1997","March 27, 1997","June 28, 1996"
Lunar: Silver Star Story Complete,Game Arts / Japan Art Media,Kadokawa Shoten / ESP,Unreleased,Unreleased,"October 25, 1996"
Lunar 2: Eternal Blue Complete,Game Arts / Japan Art Media,Kadokawa Shoten / ESP,Unreleased,Unreleased,"July 23, 1998"
Lupin the 3rd: Pyramid no Kenja,Vantan International,Asmik,Unreleased,Unreleased,"August 6, 1998"
Lupin the 3rd Chronicles,Spike,Spike,Unreleased,Unreleased,"August 8, 1997"
m. Kimi wo Tsutaete,Nexus Interact,DaZZ,Unreleased,Unreleased,"December 20, 1996"
Maboroshi no Black Bass,Make Software,Make Software,Unreleased,Unreleased,"March 28, 1997"
Machi,Chunsoft,Chunsoft,Unreleased,Unreleased,"January 22, 1998"
Madden NFL 97,Electronic Arts,Electronic Arts,"September 24, 1996","October 16, 1996",Unreleased
Madden NFL 98,Electronic Arts,Electronic Arts,"August 26, 1997",1997,Unreleased
Madou Monogatari,Compile,Compile,Unreleased,Unreleased,"July 23, 1998"
Magic Carpet,Krisalis Software,Electronic Arts,May 1996,"March 29, 1996","December 6, 1996"
Magic Knight Rayearth,Sega,Working Designs,"November 30, 1998",Unreleased,"August 25, 1995"
Magical Drop,Data East,Data East,Unreleased,Unreleased,"December 15, 1995"
Magical Drop II,Data East,Sega,Unreleased,Unreleased,"September 27, 1996"
Magical Drop III,Data East,Data East,Unreleased,Unreleased,"June 20, 1997"
Mahjong Doukyuusei Special,Make Software,Make Software,Unreleased,Unreleased,"March 29, 1996"
Mahjong Gakuensai,Make Software,Make Software,Unreleased,Unreleased,"November 6, 1997"
Mahjong Gakuensai DX: Zenjitsu ni Matsuwaru Funsenki,Make Software,Make Software,Unreleased,Unreleased,"September 23, 1998"
Mahjong Ganryuujima,ASCII,ASCII,Unreleased,Unreleased,"March 10, 1995"
Mahjong Gokuu Tenjiku,Chatnoir,Electronic Arts Victor,Unreleased,Unreleased,"November 22, 1994"
Mahjong Hyper Reaction R,Sammy,Sammy,Unreleased,Unreleased,"March 8, 1996"
Mahjong Kaigan Monogatari: Mahjong Kyou Jidai Sexy Idol Hen,Micronet,Micronet,Unreleased,Unreleased,"August 4, 1995"
Mahjong Kyou Jidai: Cebu Island '96,Micronet,Micronet,Unreleased,Unreleased,"July 19, 1996"
Mahjong Kyou Jidai: Cogal Houkago Hen,Micronet,Micronet,Unreleased,Unreleased,"January 12, 1996"
Mahjong Taikai II Special,Koei,Koei,Unreleased,Unreleased,"October 4, 1996"
Mahjong Tenshi Angel Lips,Nihon System,Nihon System,Unreleased,Unreleased,"March 29, 1996"
Mahjong Yon-Shimai: Wakakusa Monogatari,Maboroshi Ware,Naxat Soft,Unreleased,Unreleased,"September 27, 1996"
Mahō Gakuen Lunar!,"Game Arts, Studio Alex","ESP Software, Kadokawa Shoten",Unreleased,Unreleased,"November 20, 1997"
Mahou no Jansi Poe Poe Poemy,Imagineer,Imagineer,Unreleased,Unreleased,"September 29, 1995"
Mahou Shoujo Pretty Samy: Heart no Kimochi,NEC Interchannel,NEC Interchannel,Unreleased,Unreleased,"January 29, 1998"
Mahou Shoujo Pretty Samy: Osorubeshi Shintaisokutei! Kakubakuhatsu 5 Byou Mae!!,NEC Interchannel,NEC Interchannel,Unreleased,Unreleased,"August 8, 1997"
Mahoutsukai ni Naru Houhou,TGL,TGL,Unreleased,Unreleased,"August 27, 1998"
Mainichi Kawaru Quiz Bangumi Quiz 365,Oz Club,Oz Club,Unreleased,Unreleased,"March 15, 1996"
Mansion of Hidden Souls,System Sacom,Sega,December 1995,November 1995,"December 2, 1994"
Manx TT SuperBike,Tantalus Interactive,Sega,"July 30, 1997","March 20, 1997","March 14, 1997"
Maria: Kimitachi ga Umareta Wake,Feycraft,Victor Soft,Unreleased,Unreleased,"June 20, 1997"
Marica: Shinjitsu no Sekai,Feycraft,Victor Soft,Unreleased,Unreleased,"June 20, 1997"
Marie no Atelier ver.1.3: Salburg no Renkinjutsushi,Gust Corporation,Imadio,Unreleased,Unreleased,"December 11, 1997"
Mario Mushano no Chou Shougi Juku,King Records,King Records,Unreleased,Unreleased,"January 15, 1998"
Marvel Super Heroes,Tsuji Jimusho,Capcom,"October 2, 1997","November 14, 1997","August 8, 1997"
Marvel Super Heroes vs. Street Fighter,Capcom,Capcom,Unreleased,Unreleased,"October 22, 1998"
Mass Destruction,NMS Software,ASC Games,"December 31, 1997","March 27, 1997","November 20, 1997"
Masters Harukanaru Augusta 3,T&E Soft,T&E Soft,Unreleased,Unreleased,"September 22, 1996"
Matsukata Hiroki no World Fishing,Tose,Media Quest,Unreleased,Unreleased,"February 2, 1996"
Maximum Force,Tantalus Software,Midway,"October 13, 1997",March 1998,Unreleased
MechWarrior 2: 31st Century Combat,Quantum Factory,Activision,March 1997,May 1997,"September 25, 1997"
Mega Man 8: Anniversary Collector's Edition,Capcom,Capcom,February 1997,Unreleased,"January 17, 1997"
Mega Man X3,Capcom,"Virgin InteractiveEU, CapcomJP",Unreleased,"March 12, 1997","April 26, 1996"
Mega Man X4,Capcom,Capcom,"October 1, 1997",Unreleased,"August 1, 1997"
MeltyLancer Re-inforce,Nextech,Imadio,Unreleased,Unreleased,"May 21, 1998"
