MeltyLancer: Ginga Shoujo Keisatsu 2086,ALU,Imagineer,Unreleased,Unreleased,"December 13, 1996"
Metal Black,Ving,Ving,Unreleased,Unreleased,"May 24, 1996"
Metal Fighter Miku,Feycraft,Victor Entertainment,Unreleased,Unreleased,"September 29, 1995"
Metal Slug,SNK,SNK,Unreleased,Unreleased,"April 4, 1997"
Mezase Idol Star Natsuiro Memories: Mahjong Hen,Shar Rock,Shar Rock,Unreleased,Unreleased,"September 27, 1996"
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,Digital Eclipse,Midway,"June 11, 1997",March 1998,Unreleased
Mighty Hits,Altron,Altron (JP)Sega (EU),Unreleased,December 1996,"October 18, 1996"
Minakata Hakudou Toujou,Thinking Rabbit,Atlus,Unreleased,Unreleased,"August 7, 1997"
Minami no Shima ni Buta ga Ita: Lucas no Daibouken,Scholar,Virgin Interactive,Unreleased,Unreleased,"October 10, 1996"
Minnesota Fats: Pool Legend (NA)Side Pocket 2 (JP),Data East,Data East,1995,Unreleased,"March 31, 1995"
Minton Keibu no Sousa File: Doukeshi Satsujin Jiken,Thinking Rabbit,Riverhillsoft,Unreleased,Unreleased,"October 30, 1997"
Mizubaku Daibouken,Ving,Ving,Unreleased,Unreleased,"October 22, 1998"
Mizuki Shigeru no Youkai Zukan Soushuuhen,HighwayStar,Kodansha,Unreleased,Unreleased,"June 25, 1998"
Momotarou Douchuuki,SIMS,Hudson Soft,Unreleased,Unreleased,"September 25, 1997"
Monster Slider,Datt Japan,Datt Japan,Unreleased,Unreleased,"March 28, 1997"
Moon Cradle,"Victor Interactive Software, Matsushita Electric Industrial",Victor Interactive Software,Unreleased,Unreleased,"June 27, 1997"
Mortal Kombat II,Probe Entertainment,Acclaim Entertainment,"March 29, 1996",March 1996,"March 29, 1996"
Mortal Kombat Trilogy,Point of View,Midway (NA)GT Interactive (EU),"August 8, 1997","April 11, 1998",Unreleased
Motteke Tamago with Ganbare! Kamonohashi,Naxat Soft,Naxat Soft,Unreleased,Unreleased,"July 2, 1998"
Mouri Motonari: Chikai no Sanshi,Koei,Koei,Unreleased,Unreleased,"October 2, 1997"
Mr. Bones,Zono,Sega,"September 30, 1996","October 1, 1996",Unreleased
Mujintou Monogatari R: Futari no Love Love Island,KSS,KSS,Unreleased,Unreleased,"May 28, 1998"
Murakoshi Seikai no Bakuchou Nihon Rettou,ISCO,Atlus,Unreleased,Unreleased,"June 18, 1998"
My Best Friends: St. Andrew Jogakuin Hen,A-Wave,Victor Soft,Unreleased,Unreleased,"March 22, 1996"
My Dream: On Air ga Matenakute,Nihon Create,Nihon Create,Unreleased,Unreleased,"September 18, 1997"
My Fair Lady: Virtual Mahjong II,Micronet,Micronet,Unreleased,Unreleased,"December 10, 1998"
Myst,SunSoft,Acclaim Entertainment,September 1995,August 1995,"November 22, 1994"
Mystaria: The Realms of Lore (NA)Blazing Heroes[10][11] (NA alt)Riglordsaga (JP),"Sega, Microcabin",Sega,November 1995,"January 26, 1996","July 21, 1995"
Nanatsu Kaze no Shima Monogatari,"Givro, Buddy Zoo",Enix,Unreleased,Unreleased,"November 27, 1997"
Nanatsu no Hikan,Koei,Koei,Unreleased,Unreleased,"April 5, 1996"
NASCAR 98,Electronic Arts,Electronic Arts,"December 5, 1997",1997,Unreleased
NBA Action,Gray Matter,Sega,June 1996,"September 12, 1996",Unreleased
NBA Action 98,Visual Concepts,Sega,"October 28, 1997",November 1997,Unreleased
NBA Jam Extreme,Sculptured Software,Acclaim Entertainment,"November 26, 1996","December 6, 1996","February 28, 1997"
NBA Jam T.E.,Iguana Entertainment,Acclaim Entertainment,1995,December 1995,"December 1, 1995"
NBA Live '97,Realtime Associates,EA Sports,"March 28, 1997","April 4, 1997",Unreleased
NBA Live '98,Realtime Associates,Electronic Arts,"December 18, 1997",1997,Unreleased
Nekketsu Oyako,Technosoft,Technosoft,Unreleased,Unreleased,"July 21, 1995"
Next King: Koi no Sennen Oukoku,Plex,Bandai,Unreleased,Unreleased,"November 20, 1997"
NFL '97,Padded Cell Studios,Sega,"November 20, 1996",Unreleased,Unreleased
NFL Quarterback Club '96,Iguana Entertainment,Acclaim Entertainment,"October 27, 1995","April 19, 1996","March 29, 1996"
NFL Quarterback Club '97,Iguana Entertainment,Acclaim Entertainment,"August 29, 1996",August 1996,"November 22, 1996"
NHL '97,Visual Concepts,Sega,"December 4, 1996","December 6, 1996","July 11, 1997"
NHL '98,Electronic Arts,Electronic Arts,"January 15, 1998",January 1998,Unreleased
NHL All-Star Hockey,Gray Matter,Sega,1995,November 1995,Unreleased
NHL All-Star Hockey 98,Radical Entertainment,Sega,"October 31, 1997",January 1998,Unreleased
NHL Powerplay '96,Radical Entertainment,Virgin Interactive,"July 2, 1996",May 1997,"February 7, 1997"
Night Striker S,Fill-in-Cafe,Ving,Unreleased,Unreleased,"June 14, 1996"
Night Warriors: Darkstalkers' Revenge,Capcom,Capcom (US/JP)Virgin Interactive (EU),"February 22, 1996","October 4, 1996","February 23, 1996"
Nightruth: Futatsu Dake no Shinjitsu,Sonnet Computer Entertainment,Lay-Up,Unreleased,Unreleased,"July 25, 1997"
Nightruth: Maria,Sonnet Computer Entertainment,Varie,Unreleased,Unreleased,"December 20, 1996"
Nightruth: Yami no Tobira,Sonnet Computer Entertainment,Varie,Unreleased,Unreleased,"December 20, 1996"
Nights into Dreams,Sonic Team,Sega,"August 23, 1996","September 19, 1996","July 5, 1996"
Nihon Pro Mahjong Renmei Kounin Doujou Yaburi,Chatnoir,Naxat Soft,Unreleased,Unreleased,"May 30, 1997"
Nile Gawa no Yoake,Victor Interactive Software,Victor Interactive Software,Unreleased,Unreleased,"March 5, 1998"
Ninja Jajamaru-kun: Onigiri Ninpouchou Gold,Atelier Double,Jaleco,Unreleased,Unreleased,"October 9, 1997"
Ninku: Tsuyokina Yatsura no Daigekitotsu!,SIMS,Sega,Unreleased,Unreleased,"February 2, 1996"
Ninpen Manmaru,Tamtam,Enix,Unreleased,Unreleased,"December 18, 1997"
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SIMS,Enix,Unreleased,Unreleased,"June 25, 1998"
Nobunaga no Yabou Returns,Koei,Koei,Unreleased,Unreleased,"March 29, 1996"
Nobunaga no Yabou Sengoku Gunyuuden,Koei,Koei,Unreleased,Unreleased,"April 9, 1998"
Nobunaga no Yabou Shouseiroku,Koei,Koei,Unreleased,Unreleased,"April 2, 1998"
Nobunaga no Yabou Tenshouki,Koei,Koei,Unreleased,Unreleased,"September 29, 1995"
Nobunaga no Yabou Tenshouki with Power-Up Kit (Expansion),Koei,Koei,Unreleased,Unreleased,"September 11, 1997"
Noël 3,Koei,Koei,Unreleased,Unreleased,"December 10, 1998"
Nonomura Byouin no Hitobito,Silky's,ELF,Unreleased,Unreleased,"April 26, 1996"
Noon,"Kouji Oono, Microcabin",Microcabin,Unreleased,Unreleased,"January 29, 1998"
Ochan no Oekaki Logic,Sunsoft,Sunsoft,Unreleased,Unreleased,"November 17, 1995"
Ochige Designer Tsukutte pon!(Software),"Ninelives, Quest Corporation",Victor Interactive Software,Unreleased,Unreleased,"November 20, 1997"
Off-World Interceptor Extreme,Crystal Dynamics,Crystal Dynamics,October 1995,November 1995,"November 22, 1995"
Ojousama Tokkyuu,MediaWorks,MediaWorks,Unreleased,Unreleased,"July 30, 1998"
Ojousama wo Nerae!!,Crystal Vision,Crystal Vision,Unreleased,Unreleased,"July 23, 1998"
Okudera Yasuhiko no Sekai wo Mezase! Soccer Kids: Nyuumon Hen,Japan Media Programming,Fujitsu Parex,Unreleased,Unreleased,"September 27, 1996"
Olympic Soccer: Atlanta 1996,Silicon Dreams,U.S. Gold,1996,August 1996,"August 30, 1996"
Omakase! Savers,Japan Media Programming,Sega,Unreleased,Unreleased,"February 23, 1996"
OoEdo Renaissance,"Hokusho, Victor Interactive Software",Victor Interactive Software,Unreleased,Unreleased,"December 18, 1997"
Ousama Game,Societa Daikanyama,Societa Daikanyama,Unreleased,Unreleased,"May 28, 1998"
Pachinko Hall Shinsou Daikaiten,Nexton,Nexton,Unreleased,Unreleased,"February 26, 1998"
Pachi-Slot Kanzen Kouryaku Uni-Colle'97,Nihon Syscom,Nihon Syscom,Unreleased,Unreleased,"September 18, 1997"
P.T.O.: Pacific Theater of Operations II,Koei,Koei,"October 31, 1996",Unreleased,"February 23, 1996"
Pandemonium,Toys for Bob,Bandai,"April 24, 1997","June 12, 1997","April 25, 1997"
Paneltia Story: Karen no Daibouken,Tamtam,Shoeisha,Unreleased,Unreleased,"February 28, 1997"
Panic Chan,Imagineer,Imagineer,Unreleased,Unreleased,"August 8, 1997"
Panzer Dragoon,Team Andromeda,Sega,"May 11, 1995","August 30, 1995","March 10, 1995"
Panzer Dragoon II Zwei,Team Andromeda,Sega,"May 10, 1996","May 10, 1996","March 22, 1996"
Panzer Dragoon Saga,Team Andromeda,Sega,"April 30, 1998","June 5, 1998","January 29, 1998"
Pappara Paoon,Ecole,Ecole,Unreleased,Unreleased,"November 22, 1995"
Parodius (EU)Gokujou Parodius: Deluxe Pack (JP),Konami,Konami,Unreleased,November 1995,"May 19, 1995"
Pastel Muses,Soft Office,Soft Office,Unreleased,Unreleased,"October 23, 1997"
PD Ultraman Link,SIMS,Bandai,Unreleased,Unreleased,"February 9, 1996"
Pebble Beach Golf Links,T&E Soft,Sega,"May 11, 1995",August 1995,"February 24, 1995"
PGA Tour 97,VAC,EA Sports,"November 25, 1996","December 6, 1996","June 20, 1997"
Phantasm,Infini Entertainment Technology,Outrigger Koubou,Unreleased,Unreleased,"August 8, 1997"
Photo Genic,"Sunsoft, Fill in Cafe, Zero System",Sunsoft,Unreleased,Unreleased,"January 29, 1998"
Pia Carrot e Youkoso,Cocktail Soft,KID,Unreleased,Unreleased,"March 12, 1998"
Pia Carrot e Youkoso 2,Cocktail Soft,KID,Unreleased,Unreleased,"October 8, 1998"
Pinball Graffiti,Pack-In-Video,JVC Musical Industries (EU)Pack-In-Video (JP),Unreleased,October 1996,"July 12, 1996"
Planet Joker,IMP,Naxat Soft,Unreleased,Unreleased,"March 7, 1997"
Pocket Fighter,Capcom,Capcom,Unreleased,Unreleased,"July 9, 1998"
Policenauts,Konami,Konami,Unreleased,Unreleased,"September 13, 1998"
Powerslave (NA)Exhumed (EU)Seireki 1999: Pharaoh no Fukkatsu (JP),Lobotomy Software,Playmates Interactive,"December 31, 1996","September 19, 1996","November 29, 1996"
Primal Rage,Probe Entertainment,Time Warner Interactive,"November 14, 1995",August 1996,"March 26, 1998"
Princess Crown,Atlus,Atlus,Unreleased,Unreleased,"December 11, 1997"
Princess Maker 2,Gainax,Microcabin,Unreleased,Unreleased,"October 27, 1995"
Princess Maker Yumemiru Yousei,Gainax,Microcabin,Unreleased,Unreleased,"June 18, 1998"
Princess Quest,"Increment-P, AIC Spirits",Increment-P,Unreleased,Unreleased,"March 19, 1998"
Prisoner of Ice: Jashin Kourin,Infogrames,Xing Entertainment,Unreleased,Unreleased,"December 23, 1997"
Private Idol Disc Vol. 01: Kioroshi Yu,Sada Soft,Sada Soft,Unreleased,Unreleased,"July 26, 1996"
Private Idol Disc Vol. 02: Uchiyama Miki,Sada Soft,Sada Soft,Unreleased,Unreleased,"August 30, 1996"
Private Idol Disc Vol. 03: Oshima Akemi,Sada Soft,Sada Soft,Unreleased,Unreleased,"September 27, 1996"
Private Idol Disc Vol. 04: Kuroda Miyuki,Sada Soft,Sada Soft,Unreleased,Unreleased,"June 27, 1997"
Private Idol Disc Vol. 05: Fujisaki Nanako,Sada Soft,Sada Soft,Unreleased,Unreleased,"August 8, 1997"
Private Idol Disc Vol. 06: Satomi Yoshida,Sada Soft,Sada Soft,Unreleased,Unreleased,"September 25, 1997"
Private Idol Disc Vol. 07: Asou Kaori,Sada Soft,Sada Soft,Unreleased,Unreleased,"November 20, 1997"
Private Idol Disc Vol. 08: Kokawa Emiko,Sada Soft,Sada Soft,Unreleased,Unreleased,"November 27, 1997"
Private Idol Disc Vol. 09: Nagamatsu Keiko,Sada Soft,Sada Soft,Unreleased,Unreleased,"December 4, 1997"
Private Idol Disc Vol. 10: Masaki Mai,Sada Soft,Sada Soft,Unreleased,Unreleased,"December 11, 1997"
Private Idol Disc Vol. 11: Hiroshige Mayumi,Sada Soft,Sada Soft,Unreleased,Unreleased,"December 18, 1997"
Private Idol Disc: Tokubetsu-Hen Campaign Girl '97,Sada Soft,Sada Soft,Unreleased,Unreleased,"June 20, 1996"
Private Idol Disc: Tokobetsuhen Cos-Players,Sada Soft,Sada Soft,Unreleased,Unreleased,"November 29, 1996"
Pro Mahjong Kiwame S,Athena,Athena,Unreleased,Unreleased,"January 12, 1996"
Pro Pinball: The Web,Cunning Developments,Interplay Entertainment,"November 30, 1996",August 1996,Unreleased
Pro Shinan Mahjong: Tsuwamono,Culture Brain,Culture Brain,Unreleased,Unreleased,"July 8, 1999"
Pro Yakyuu: Greatest Nine 97,Sega,Sega,Unreleased,Unreleased,"March 28, 1997"
Pro Yakyuu: Greatest Nine 97 Make Miracle,Sega,Sega,Unreleased,Unreleased,"September 25, 1997"
Pro Yakyuu: Greatest Nine 98,Sega,Sega,Unreleased,Unreleased,"March 26, 1998"
Pro Yakyuu: Greatest Nine 98 Summer Action,Sega,Sega,Unreleased,Unreleased,"August 6, 1998"
Pro Yakyuu: Team mo Tsukurou!,Sega CS1,Sega,Unreleased,Unreleased,"February 19, 1998"
The Psychotron,Merit Studio,Gaga Communications,Unreleased,Unreleased,"October 27, 1995"
Purikura Daisakusen,Atlus,Atlus,Unreleased,Unreleased,"November 15, 1996"
Pup-Breeder,Sai-Mate,Sai-Mate,Unreleased,Unreleased,"November 1, 1996"
Puyo Puyo 2,Compile,Compile,Unreleased,Unreleased,"October 27, 1995"
Puyo Puyo Sun,Compile,Compile,Unreleased,Unreleased,"February 14, 1997"
Puzzle & Action: 2do Arukotoha Sand-R,SegaCRI,CRISatakore(re-release)[7],Unreleased,Unreleased,"April 5, 1996"
Puzzle Bobble 2X & Space Invaders,Taito,Taito,Unreleased,Unreleased,"April 4, 1997"
Pyon Pyon Kyaruru no Mahjong Hiyori,Natsu System,Natsume,Unreleased,Unreleased,"December 20, 1996"
Quake,Lobotomy Software,Sega,"October 31, 1997",Unreleased,Unreleased
Quantum Gate,"Affect Co., Ltd",Gaga Communications,Unreleased,Unreleased,"September 29, 1995"
Quarterback Attack with Mike Ditka,Digital Pictures,Digital Pictures,November 1995,Unreleased,Unreleased
Quiz Nanairo Dreams Nijiirochou no Kiseki,Capcom,Capcom,Unreleased,Unreleased,"June 27, 1997"
QuoVadis,Glams,Glams,Unreleased,Unreleased,"December 21, 1995"
QuoVadis 2: Wakusei Kyoushuu Ovan Rei,Glams,Glams,Unreleased,Unreleased,"April 4, 1997"
R?MJ: The Mystery Hospital,,Bandai,Unreleased,Unreleased,"December 18, 1997"
Rabbit,Aorn,Electronic Arts Victor,Unreleased,Unreleased,"June 27, 1997"
Race Drivin',Polygames,Time Warner Interactive,Unreleased,Unreleased,"August 4, 1995"
Radiant Silvergun,Treasure,Treasure/ESP,Unreleased,Unreleased,"July 23, 1998"
Rampage World Tour,Point of View,Midway,"November 26, 1997",1998,Unreleased
Rampo,System Sacom,Sega,Unreleased,Unreleased,"February 24, 1995"
Rayman,Ubisoft Montpellier,Ubisoft,November 1995,November 1995,"November 17, 1995"
Real Bout Garou Densetsu,SNK,SNK,Unreleased,Unreleased,"September 20, 1996"
Real Bout Garou Densetsu Special,"Yumekobo Co., Ltd",SNK,Unreleased,Unreleased,"December 23, 1997"
"Real Mahjong Adventure ""Umi-He"": Summer Waltz",Seta,Seta,Unreleased,Unreleased,"November 5, 1998"
Real Sound: Kaze no Regret,WARP,Sega,Unreleased,Unreleased,"July 18, 1997"
Refrain Love: Anata ni Aitai,Flight-Plan,Riverhillsoft,Unreleased,Unreleased,"November 27, 1997"
Resident Evil (BiohazardJP),GAU Entertainment,Capcom,"August 31, 1997","October 1, 1997","July 25, 1997"
Return to Zork,Activision,Bandai Visual,Unreleased,Unreleased,"February 2, 1996"
Revolution X,Software Creations,Acclaim Entertainment,November 1995,"March 29, 1996","April 26, 1996"
Rise 2: Resurrection,Mirage Media,Acclaim Entertainment,"December 4, 1996","April 19, 1996","June 28, 1996"
Riglordsaga 2,"Sega CS R&D 2, Microcabin",Sega,Unreleased,Unreleased,"November 8, 1996"
Riven: The Sequel to Myst,Cyan,"EnixJP, SegaEU",Unreleased,"May 15, 1998","April 9, 1998"
Road & Track Presents The Need for Speed(Nissan Presents Over Drivin' GT-RJP),Pioneer Productions,Electronic Arts,"June 28, 1996","July 5, 1996",Unreleased
Road Rash,Electronic Arts,Electronic Arts,August 1996,"July 26, 1996","July 26, 1996"
Robo Pit,Altron,Kokopeli Digital Studios,1996,November 1996,"February 16, 1996"
Robotica(Robotica Cybernation Revolt EU)(Deadalus JP),Genki,Acclaim Entertainment (US)Sega (JP/EU),September 1995,November 1995,"March 24, 1995"
Romance of the Three Kingdoms IV: Wall of Fire(Sangokushi IVJP),Koei,Koei,1995,Unreleased,"April 28, 1995"
Ronde,Multimedia Intelligence Transfer,Atlus,Unreleased,Unreleased,"October 30, 1997"
Roommate: Inoue Ryouko,Fupac,Datam Polystar,Unreleased,Unreleased,"February 14, 1997"
Roommate 3: Ryouko Kaze no Kagayaku Asa ni,"Datam Polystar, Vision Works, Roommate Project",Datam Polystar,Unreleased,Unreleased,"April 29, 1998"
Roommate: Ryoko in Summer Vacation,Datam Polystar,Datam Polystar,Unreleased,Unreleased,"September 25, 1997"
Roommate W: Futari,"Datam Polystar, NEST, Roommate Project",Datam Polystar,Unreleased,Unreleased,"January 14, 1999"
Rox 6=Six,Altron,Altron,Unreleased,Unreleased,"October 22, 1998"
Ruriiro no Yuki,Ail-Soft,KID,Unreleased,Unreleased,"December 10, 1998"
Ryougae Puzzle Game Moudjiya (Moujya),FPS,Virgin Interactive Entertainment,Unreleased,Unreleased,"December 20, 1996"
Ryouko Inoue Chatting Room,"Datam Polystar, fupac, Vision Works, Roommate Project",Datam Polystar,Unreleased,Unreleased,"April 22, 1999"
Ryuuteki Gosennen: Dragons of China,"Office I, Imagineer",Imagineer,Unreleased,Unreleased,"May 23, 1997"
Sakamoto Ryuuma: Ishin Kaikoku,RON,KID,Unreleased,Unreleased,"January 29, 1998"
Sakura Taisen Teigeki Graph,"Sega, Red Company","Sega, Red Company",Unreleased,Unreleased,"December 23, 1998"
Sakura Tsuushin,Media Gallop,Kamata and Partners,Unreleased,Unreleased,"October 1, 1998"
Salamander Deluxe Pack Plus,Konami,Konami,Unreleased,Unreleased,"June 19, 1997"
Samurai Spirits: Amakusa Kourin,SNK,SNK,Unreleased,Unreleased,"October 2, 1997"
Samurai Spirits: Zankuro Musouken,SNK,SNK,Unreleased,Unreleased,"November 8, 1996"
Sangokushi Eiketsuden,Koei,Koei,Unreleased,Unreleased,"March 29, 1996"
Sangokushi IV with Power-Up Kit  (Expansion),Koei,Koei,Unreleased,Unreleased,"September 11, 1997"
Sangokushi Koumeiden,Koei,Koei,Unreleased,Unreleased,"March 28, 1997"
Sangokushi Returns,Koei,Koei,Unreleased,Unreleased,"January 31, 1997"
Sangokushi V,Koei,Koei,Unreleased,Unreleased,"September 27, 1996"
Sankyo Fever Jikki Simulation S,Fill in Cafe,TEN Institute,Unreleased,Unreleased,"April 4, 1997"
Sankyo Fever Jikki Simulation S Vol. 2,TEN Institute,TEN Institute,Unreleased,Unreleased,"January 15, 1998"
Sankyo Fever Jikki Simulation S Vol. 3,TEN Institute,TEN Institute,Unreleased,Unreleased,"November 26, 1998"
Saturn Bomberman,Hudson/Eleven,Hudson,"August 22, 1997","May 1, 1997","July 19, 1996"
Saturn Bomberman Fight!!,Hudson,Hudson,Unreleased,Unreleased,"December 11, 1997"
Savaki,Cynus,Microcabin,Unreleased,Unreleased,"April 16, 1998"
Scorcher,Zyrinx,Sega,"March 1, 1997","May 15, 1997",Unreleased
Scud: The Disposable Assassin,Syrox Developments,SegaSoft,"February 28, 1997",Unreleased,Unreleased
SD Gundam G Century S,Japan Art Media,Bandai,Unreleased,Unreleased,"February 11, 1998"
Sea Bass Fishing,Victor Entertainment,Victor Entertainment,Unreleased,September 1996,"February 23, 1996"
SeaBass Fishing 2,Victor Soft,A-Wave,Unreleased,Unreleased,"April 25, 1997"
Sega Ages After Burner II,"Sega CS1, Rutubo Games",Sega,Unreleased,Unreleased,"September 27, 1996"
Sega Ages Columns Arcade Collection,"Sega CS1, Ancient",Sega,Unreleased,Unreleased,"October 30, 1997"
Sega Ages Fantasy Zone,"Sega CS1, Rutubo Games",Sega,Unreleased,Unreleased,"February 21, 1997"
Sega Ages Galaxy Force II,Appaloosa Interactive,Sega,Unreleased,Unreleased,"July 2, 1998"
Sega Ages I Love Mickey Mouse: Fushigi no Oshiro Daibouken/I Love Donald Duck: Guruzia Ou no Hihou,Sega CS1,Sega,Unreleased,Unreleased,"October 15, 1998"
Sega Ages Memorial Selection Vol.1,Sega CS1,Sega,Unreleased,Unreleased,"February 28, 1997"
Sega Ages Memorial Selection Vol.2,Sega CS1,Sega,Unreleased,Unreleased,"November 27, 1997"
Sega Ages OutRun,"Sega CS1, Rutubo Games",Sega,Unreleased,Unreleased,"September 20, 1996"
Sega Ages Phantasy Star Collection,"Sega CS1,",Sega,Unreleased,Unreleased,"April 2, 1998"
Sega Ages Power Drift,"Phant,",Sega,Unreleased,Unreleased,"February 26, 1998"
Sega Ages Rouka ni Ichidant-R,"Kuusou Kagaku, Sega CS1",Sega,Unreleased,Unreleased,"December 27, 1996"
Sega Ages Vol.1 Syukudai ga Tant-R,Kuusou Kagaku,Sega,Unreleased,Unreleased,"May 24, 1996"
Sega Ages Vol.2 Space Harrier,"Sega CS1, Rutubo Games",Sega,Unreleased,Unreleased,"July 17, 1996"
Sega Rally Championship,Sega AM3,Sega,"November 15, 1995","January 26, 1996","December 29, 1995"
Sega Saturn de Hakken''!! Tamagotchi Park,Ancient,Bandai,Unreleased,Unreleased,"January 29, 1998"
Sega Touring Car Championship,Sega AM3,Sega,"November 24, 1997",November 1997,"November 27, 1997"
Sega Worldwide Soccer '97,Sega,Sega,"October 31, 1996",1996,"November 29, 1996"
Sega Worldwide Soccer '98,Sega,Sega,"November 19, 1997","October 16, 1997","March 5, 1998"
Segata Sanshiro Shinkenyugi,Ecole Software,Sega,Unreleased,Unreleased,"October 29, 1998"
Seifuku Densetsu Pretty Fighter X,Sol,Imagineer,Unreleased,Unreleased,"June 16, 1995"
Seikai Risshiden: Yoi Kuni Yoi Seiji,Digitalware,BMG Japan,Unreleased,Unreleased,"June 27, 1997"
Sengoku Blade,Psikyo,Atlus,Unreleased,Unreleased,"November 22, 1996"
Senken Kigyouden,Softstar Entertainment,Softstar Entertainment,Unreleased,Unreleased,"March 4, 1999"
Senkutsu Katsuryuu Taisen Chaos Seed,"Neverland Company, Entertainment Software Publishing",Neverland Company,Unreleased,Unreleased,"January 29, 1998"
Senryaku Shougi,Electronic Arts Victor,Electronic Arts Victor,Unreleased,Unreleased,"November 17, 1995"
Sentimental Graffiti,"Marcus, Cybelle, Comix",NEC Interchannel,Unreleased,Unreleased,"January 22, 1998"
Sexy Parodius,Konami,Konami,Unreleased,Unreleased,"November 1, 1996"
Shadows of the Tusk,"Susumu Matsushita Company, Digital Media Lab",Hudson Soft,Unreleased,Unreleased,"May 21, 1998"
Shanghai Great Moments,Sunsoft,Sunsoft,Unreleased,Unreleased,"November 15, 1995"
Shanghai: Triple-Threat,Activision,Activision,1995,Unreleased,"February 24, 1995"
Shellshock,Core Design,U.S. Gold,1996,"April 19, 1996","October 25, 1996"
She'sn,Gaibrain,KID,Unreleased,Unreleased,"November 19, 1998"
Shichisei Toushin Guyferd,Kouyousha Ltd,Capcom,Unreleased,Unreleased,"November 19, 1998"
Shienryu,Warashi,Warashi,Unreleased,Unreleased,"June 27, 1997"
Shin Kaitei Gunkan: Koutetsu no Kodoku,ASCII,ASCII,Unreleased,Unreleased,"April 4, 1997"
Shin Megami Tensei: Devil Summoner,Atlus,Atlus,Unreleased,Unreleased,"December 25, 1995"
Shin Theme Park,TOSE,Electronic Arts Victor,Unreleased,Unreleased,"April 11, 1997"
Shingata Kururin Pa!,Sky Think System,Sky Think System,Unreleased,Unreleased,"August 9, 1996"
Shining Force III (NA/EU)Shining Force III Scenario 1: Outo no Kyoshin (JP),Camelot Software Planning,Sega,"July 31, 1998","June 19, 1998","December 11, 1997"
Shining Force III Scenario 2: Nerewareta Miko,Camelot Software Planning,Sega,Unreleased,Unreleased,"April 29, 1998"
Shining Force III Scenario 3: Hyouheki no Jashinguu,Camelot Software Planning,Sega,Unreleased,Unreleased,"September 23, 1998"
Shining the Holy Ark,Sega,Sega,"June 30, 1997","June 19, 1997","December 20, 1996"
Shining Wisdom,Sonic! Software Planning,Working Designs,"June 27, 1996","July 11, 1996","August 11, 1995"
Shinobi Legions,TOSE,Vic Tokai (US)Sega (EU/JP),September 1995,October 1995,"June 30, 1995"
Shinouken,"System Vision, Saurus",SNK,Unreleased,Unreleased,"April 4, 1997"
Shinrei Jusatsushi Taromaru,Time Warner Interactive,Time Warner Interactive,Unreleased,Unreleased,"January 17, 1997"
Shinpi no Sekai El-Hazard,Tamtam,Pioneer LDC,Unreleased,Unreleased,"August 9, 1996"
Shinseiki Evangelion,Sega CS,Sega,Unreleased,Unreleased,"March 1, 1996"
Shinseiki Evangelion: 2nd Impression,Sega CS1,Sega,Unreleased,Unreleased,"March 7, 1997"
Shinseiki Evangelion: Digital Card Library,Sega,Sega,Unreleased,Unreleased,"September 25, 1997"
Shinseiki Evangelion: Eva to Yukai na Nakamatachi,"Tamtam, Bandai, Victor",Gainax,Unreleased,Unreleased,"November 5, 1998"
Shinseiki Evangelion: Koutetsu no Girlfriend,Gainax,Sega,Unreleased,Unreleased,"March 26, 1998"
Shinsetsu Samurai Spirits Bushidou Retsuden,"SNK, Musesoft",SNK,Unreleased,Unreleased,"June 27, 1997"
Shippuu Mahou Daisakusen,Raizing,Gaga Communications,Unreleased,Unreleased,"June 14, 1996"
Shiroki Majo: Mouhitotsu no Eiyuu Densetsu,Ray Force,Hudson Soft,Unreleased,Unreleased,"February 26, 1998"
Shockwave Assault,Paradox Development,Electronic Arts,"August 26, 1996",1996,Unreleased
Shougi Matsuri,"Seta, Random House, Nihon Shogi Network",Seta,Unreleased,Unreleased,"February 26, 1998"
Shoujo Kakumei Utena: Itsuka Kakumei Sareru Monogatari,Sega CS1,Sega,Unreleased,Unreleased,"May 28, 1998"
Shouryuu Sangoku Engi,RON,Imagineer,Unreleased,Unreleased,"July 19, 1996"
Shunsai,Naxat Soft,Naxat Soft,Unreleased,Unreleased,"August 23, 1996"
Shusse Mahjong Daisettai,King Records,King Records,Unreleased,Unreleased,"December 13, 1996"
Shutsudou! Miniskirt Police,Sada Soft,Sada Soft,Unreleased,Unreleased,"September 25, 1997"
Side Pocket 3,Data East,Data East,Unreleased,Unreleased,"July 18, 1997"
Silhouette Mirage,Treasure,"ESP Software, Treasure",Unreleased,Unreleased,"September 11, 1997"
SimCity 2000,Maxis,Maxis,"October 15, 1995[12]","December 8, 1995","September 29, 1995"
Simulation RPG Tsukuru,Pegasus Japan,ASCII,Unreleased,Unreleased,"September 17, 1998"
Simulation Zoo,"Computer & Entertainment Inc., Alfa System",Soft Bank,Unreleased,Unreleased,"February 7, 1997"
Six Inch My Darling,KID,KID,Unreleased,Unreleased,"December 23, 1998"
Skeleton Warriors,Neversoft Entertainment,Playmates Interactive,"April 16, 1996","September 4, 1996",Unreleased
Skull Fang Ku-u-ga Gaiden,Aisystem Tokyo,Data East,Unreleased,Unreleased,"May 30, 1997"
