One Eyed Kutkh,Adventure,Sometimes You,Sometimes You,"Mar 9, 2018","Mar 9, 2018",Unreleased,No,[174]
One More Dungeon,Roguelike,Stately SnailRatalaika Games,Ratalaika Games,"Dec 12, 2017","Dec 13, 2017",Unreleased,No,[175]
One Piece: Burning Blood,Action,Spike Chunsoft,Bandai Namco Entertainment,"May 31, 2016","Jun 3, 2016","Apr 21, 2016",Yes,
One Piece: Pirate Warriors 2,Action,Omega Force,Bandai Namco Games,Unreleased,Unreleased,"Mar 20, 2013",Yes,
One Piece: Pirate Warriors 3,Action,Omega Force,Bandai Namco Entertainment,"Aug 25, 2015","Aug 28, 2015","Mar 26, 2015",Yes,
One Piece: Unlimited World Red,Action,Ganbarion,Bandai Namco Games,"Jul 15, 2014","Jun 27, 2014","Jun 12, 2014",Yes,
One Tap Hero,Platform,Coconut Island,Shanghai Kena Information Technology,"This game was released exclusively in China (Mar 20, 2015)","This game was released exclusively in China (Mar 20, 2015)","This game was released exclusively in China (Mar 20, 2015)",No,[71]
Open Me!,Puzzle,PlayStation C.A.M.P.,Sony Computer Entertainment,"Aug 13, 2013","Aug 14, 2013","Dec 20, 2012",No,[176]
Operation Abyss: New Tokyo Legacy,Dungeon crawler,Experience,JP: 5pb.WW: NIS America,"Jun 9, 2015","Jun 5, 2015","Jul 25, 2014",Yes,
Operation Babel: New Tokyo Legacy [ja],Dungeon crawler,Experience,JP: 5pb.WW: NIS America,"May 16, 2017","May 19, 2017","Apr 30, 2015",Yes,[177]
Ore ni Hatarakette Iwaretemo Otsu HD [ja],Life simulation,e-Smile,e-Smile,Unreleased,Unreleased,"Mar 26, 2014",Yes,[178]
Ore ni Hatarakette Iwaretemo Tori [ja],Life simulation,e-Smile,e-Smile,Unreleased,Unreleased,"Mar 17, 2016",Yes,[179]
Oreshika: Tainted Bloodlines,Role-playing,Alfa System,Sony Computer Entertainment,"Mar 3, 2015","Mar 4, 2015","Jul 17, 2014",Yes,[180]
Oretachi ni Tsubasa wa Nai,Visual novel,Navel,5pb.,Unreleased,Unreleased,"Mar 13, 2014",Yes,[181]
Oretachi no Sekai wa Owatteiru,Visual novel,Wizard Soft,Red Entertainment,Unreleased,Unreleased,"Nov 9, 2017",Yes,[182]
Orfleurs: Koufuku no Hanataba,Otome game,A'sRing,Dramatic Create,Unreleased,Unreleased,"Jan 26, 2017",Yes,[183]
Organ Trail Complete Edition,Survival,The Men Who Wear Many Hats,The Men Who Wear Many Hats,"Oct 20, 2015",Unreleased,Unreleased,Yes,[184]
Orgarhythm,Action/rhythm,"Acquire, Neilo",Acquire (JP)Xseed Games (NA/EU),"Oct 23, 2012","Jan 16, 2013","Aug 9, 2012",Yes,[185]
Osomatsu-san The Game: Hachamecha Shuushoku Advice – Dead or Work,Otome game,Otomate,Idea Factory,Unreleased,Unreleased,"Jun 29, 2017",Yes,[186]
Othello,Puzzle,Arc System Works,Arc System Works,Unreleased,Unreleased,"Aug 7, 2014",Yes,[187]
Otoko Yūkaku [ja],Otome game,"Vridge, Hitsujigumo",D3 Publisher,Unreleased,Unreleased,"Feb 19, 2015",Yes,[188]
Otome Riron to Sono Shūhen [ja],Visual novel,Navel,Dramatic Create,Unreleased,Unreleased,"Nov 24, 2016",Yes,[189]
Ouka Sabaki Zan,Visual novel,Irodori,Dramatic Create,Unreleased,Unreleased,"Feb 22, 2018",Yes,[190]
Oumagatoki: Kakuriyo no Enishi,Otome game,Extend,Extend,Unreleased,Unreleased,"Aug 25, 2016",Yes,[191]
Owaru Sekai to Birthday [ja],Visual novel,Cotton Soft,Entergram,Unreleased,Unreleased,"May 11, 2017",Yes,[192]
Ozmafia!! Vivace [ja],Otome game,Poni-Pachet,Dramatic Create,Unreleased,Unreleased,"Feb 26, 2015",Yes,[193]
