Lego Indiana Jones 2: The Adventure Continues,TT Games,LucasArts,2009-11-17NA,Unreleased,"November 17, 2009","November 25, 2009","November 20, 2009"
Lego Pirates of the Caribbean: The Video Game,TT Games,Disney Interactive Studios,2011-05-09NA,Unreleased,"May 9, 2011","May 19, 2011","May 13, 2011"
Lego Rock Band,HarmonixTraveller's Tales,Warner Bros. Interactive Entertainment,2009-11-03NA,Unreleased,"November 3, 2009","November 25, 2009","November 27, 2009"
Lego Star Wars: The Complete Saga,Traveller's Tales,JP: ActivisionWW: LucasArts,2007-11-06NA,"March 27, 2008","November 6, 2007","November 7, 2007","November 9, 2007"
Lego Star Wars III: The Clone Wars,Traveller's Tales,LucasArts,2011-03-22NA,Unreleased,"March 22, 2011","November 30, 2011","November 25, 2011"
Lego The Lord of the Rings,Traveller's Tales,Warner Bros. Interactive Entertainment,2012-11-13NA,Unreleased,"November 13, 2012","December 5, 2012","November 23, 2012"
Lernerfolg Grundschule Deutsch,Tivola,Tivola,2010-01-01EU,Unreleased,Unreleased,Unreleased,"January 1, 2010"
Lernerfolg Grundschule Englisch,Tivola,Tivola,2010-01-01EU,Unreleased,Unreleased,Unreleased,"January 1, 2010"
Lernerfolg Grundschule Mathematik,Tivola,Tivola,2010-01-01EU,Unreleased,Unreleased,Unreleased,"January 1, 2010"
Lernerfolg Grundschule Power Mathe,Tivola,Tivola,2010-01-01EU,Unreleased,Unreleased,Unreleased,"January 1, 2010"
Let's Dance•Let's Dance with Mel BEU,Lightning Fish,Black Bean Games,2012-04-24NA,Unreleased,"April 24, 2012",Unreleased,"June 24, 2011"
Let's Paint,,Zoo Games,2010-06-04NA,Unreleased,"June 4, 2010",Unreleased,Unreleased
Let's Party,Konami,Konami,2009-12-03EU,Unreleased,Unreleased,Unreleased,"December 3, 2009"
Let's Play Ballerina,ZigZagIsland,Deep Silver,2010-04-23EU,Unreleased,"June 8, 2010",Unreleased,"April 23, 2010"
Let's Play Garden,ZigZagIsland,Deep Silver,2010-05-25NA,Unreleased,"May 25, 2010",Unreleased,Unreleased
Let's Sing•Let's Sing 5: Version EspañolaEU,Voxler,Deep Silver,2012-10-19EU,Unreleased,Unreleased,Unreleased,"October 19, 2012"
Let's Sing 2014,Voxler,Deep Silver,2013-11-08EU,Unreleased,Unreleased,Unreleased,"November 8, 2013"
Let's Sing 2015,Voxler,Deep Silver,2014-10-24EU,Unreleased,Unreleased,Unreleased,"October 24, 2014"
Let's Sing 2016,Voxler,Deep Silver,2015-10-23EU,Unreleased,"November 17, 2015",Unreleased,"October 23, 2015"
Let's Sing 2016: Hits Français,Voxler,Deep Silver,2015-10-23EU,Unreleased,Unreleased,Unreleased,"November 6, 2015"
Let's Sing 2017•Let's Sing 9: Version EspañolaEU,Voxler,Deep Silver,2017-10-14EU,Unreleased,Unreleased,Unreleased,"October 14, 2017"
Let's Sing 2018,Voxler,Deep Silver,2017-10-20EU,Unreleased,Unreleased,Unreleased,"October 20, 2017"
Let's Sing 2019,Voxler,Deep Silver,2018-10-26EU,Unreleased,Unreleased,Unreleased,"October 26, 2018"
Let's Sing 6: Version Española,Voxler,Deep Silver,2013-12-17EU,Unreleased,Unreleased,Unreleased,"December 17, 2013"
Let's Sing 7: Version Española,Voxler,Deep Silver,2015-10-09EU,Unreleased,Unreleased,Unreleased,"October 9, 2015"
Let's Sing 8: Version Española,Voxler,Deep Silver,2014-09-30EU,Unreleased,Unreleased,Unreleased,"September 30, 2014"
Let's Sing @ Radio Italia,Voxler,Deep Silver,2015-11-06EU,Unreleased,Unreleased,Unreleased,"November 6, 2015"
Let's Tap,Prope,Sega,2008-12-18JP,"December 18, 2008","June 16, 2009","June 19, 2009","June 19, 2009"
Line Rider 2: Unbound,,Genius Products,2008-10-31NA,Unreleased,"October 31, 2008",Unreleased,"July 17, 2009"
Link's Crossbow Training,Nintendo,Nintendo,2007-11-19NA,"May 1, 2008","November 19, 2007","December 13, 2007","December 7, 2007"
Little King's Story,Marvelous EntertainmentCingIdea Factory,JP: Marvelous EntertainmentNA: Xseed GamesPAL: Rising Star Games,2009-04-22AUS,"September 8, 2009","July 21, 2009","April 22, 2009","April 24, 2009"
Little League World Series Baseball 2008,Now Production,Activision,2008-08-05NA,Unreleased,"August 5, 2008","March 4, 2009","February 13, 2009"
Little League World Series Baseball 2009,Now Production,Activision,2009-06-23NA,Unreleased,"June 23, 2009",Unreleased,Unreleased
Littlest Pet Shop,EA Salt Lake,Electronic Arts,2008-10-14NA,Unreleased,"October 14, 2008","October 23, 2008","October 17, 2008"
Littlest Pet Shop: Friends,,Electronic Arts,2009-10-20NA,Unreleased,"October 20, 2009",Unreleased,Unreleased
London Taxi: Rush Hour,Data Design Interactive,"Bold Games, Popcorn ArcadePAL",2008-02-12NA,Unreleased,"February 12, 2008","May 15, 2008","May 30, 2008"
Looney Tunes: Acme Arsenal,Redtribe,Warner Bros. Interactive,2007-10-09NA,Unreleased,"October 9, 2007",Unreleased,"November 30, 2007"
The Lord of the Rings: Aragorn's Quest,Headstrong Games,Warner Bros. Interactive,2010-09-13NA,Unreleased,"September 13, 2010",Unreleased,"September 23, 2010"
Los 40 Principales Karaoke Party,Le Cortex,Namco Bandai Games,2015-11-28EU,Unreleased,Unreleased,Unreleased,"November 28, 2015"
Los 40 Principales Karaoke Party 2,Le Cortex,Wired Productions,2015-11-28EU,Unreleased,Unreleased,Unreleased,"November 28, 2015"
Lost in Blue: Shipwrecked,Hudson Soft,Konami,2008-08-07JP,"August 7, 2008","September 23, 2008",Unreleased,"December 4, 2008"
Lost in Shadow,Hudson Soft,"Hudson Soft, Konami, MindscapePAL",2010-07-22JP,"July 22, 2010","January 4, 2011","October 8, 2010","October 15, 2010"
Love is... in bloom: The Flower Shop Garden,Elephant Games,Zushi Games,2009-09-18EU,Unreleased,Unreleased,Unreleased,"September 18, 2009"
Lucha Libre AAA: Héroes del Ring,Sabarasa Entertainment,Konami,2011-12-31EU,Unreleased,Unreleased,Unreleased,"December 31, 2011"
Luxor 3,MumboJumbo,MumboJumbo,2008-11-11NA,Unreleased,"November 11, 2008",Unreleased,Unreleased
Luxor: Pharaoh's Challenge,MumboJumbo,MumboJumbo,2008-01-15NA,Unreleased,"January 15, 2008","August 22, 2008","May 30, 2008"
M&M's Adventure,Nikitova Games,Zoo Games,2008-11-13NA,Unreleased,"November 13, 2008",Unreleased,Unreleased
M&M's Beach Party,Frontline Studios,Zoo Games,2009-03-11NA,Unreleased,"March 11, 2009",Unreleased,Unreleased
M&M's Kart Racing,Frontline Studios,NA: Destination SoftwarePAL: Zoo Digital Publishing,2007-12-05NA,Unreleased,"December 5, 2007","November 29, 2007","June 6, 2008"
Mad Dog McCree Gunslinger Pack,,Majesco Entertainment,2009-06-16NA,Unreleased,"June 16, 2009",Unreleased,"August 28, 2009"
Mad Tracks,Load,Load,2009-12-08EU,Unreleased,Unreleased,Unreleased,"December 8, 2009"
Madagascar 3: The Video Game,Monkey Bar Games,D3 Publisher,2012-06-04NA,Unreleased,"June 4, 2012","October 12, 2012","September 6, 2012"
Madagascar: Escape 2 Africa,Toys for Bob,Activision,2008-11-04NA,Unreleased,"November 4, 2008","November 26, 2008","November 24, 2008"
Madagascar Kartz,Sidhe Interactive,Activision,2009-10-27NA,Unreleased,"October 27, 2009","December 12, 2009","November 6, 2009"
Madden NFL 07,EA CanadaHB Studios,Electronic Arts,2006-11-14NA,Unreleased,"November 14, 2006","December 7, 2006","December 8, 2006"
Madden NFL 08,EA Tiburon,Electronic Arts,2007-08-14NA,Unreleased,"August 14, 2007","August 30, 2007","August 31, 2007"
Madden NFL 09,EA Tiburon,Electronic Arts,2008-08-12NA,Unreleased,"August 12, 2008","August 21, 2008","August 15, 2008"
Madden NFL 10,EA Tiburon,Electronic Arts,2009-08-13AUS,Unreleased,"August 14, 2009","August 13, 2009","August 14, 2009"
Madden NFL 11,EA TiburonEA Canada,Electronic Arts,2010-08-10NA,Unreleased,"August 10, 2010","August 11, 2010","August 13, 2010"
Madden NFL 12,HB Studios,Electronic Arts,2011-08-29NA,Unreleased,"August 30, 2011",Unreleased,"September 2, 2011"
Madden NFL 13,HB Studios,Electronic Arts,2012-08-27NA,Unreleased,"August 27, 2012",Unreleased,"August 31, 2012"
MadWorld,PlatinumGames,JP: SpikeWW: Sega,2009-03-10NA,"February 10, 2010","March 10, 2009","March 26, 2009","March 20, 2009"
The Magic Roundabout,Black Sheep Studio,Deep Silver,2008-12-12EU,Unreleased,Unreleased,Unreleased,"December 12, 2008"
Mahjong Kakutou Club Wii: Wi-Fi Taiou,Konami,Konami,2009-04-29JP,"April 29, 2009",Unreleased,Unreleased,Unreleased
Mahjong Party Pack,Webfoot Technologies,White Park Bay Software,2009-12-15EU,Unreleased,Unreleased,Unreleased,"December 15, 2009"
Mahjong Taikai Wii,Koei,Koei,2007-01-25JP,"January 25, 2007",Unreleased,Unreleased,Unreleased
Mahō Sensei Negima!? Neo-Pactio Fight!!,Marvelous Entertainment,Marvelous Entertainment,2007-06-14JP,"June 14, 2007",Unreleased,Unreleased,Unreleased
Major Dream: Major Wii Nagero! Gyroball,,Takara Tomy,2008-02-07JP,"February 7, 2008",Unreleased,Unreleased,Unreleased
Major Dream: Major Wii Perfect Closer,,,2008-12-11JP,"December 11, 2008",Unreleased,Unreleased,Unreleased
Major League Baseball 2K8,Kush Games,2K Sports,2008-03-04NA,Unreleased,"March 4, 2008",Unreleased,Unreleased
Major League Baseball 2K9,Kush Games,2K Sports,2009-03-03NA,Unreleased,"March 3, 2009",Unreleased,Unreleased
Major League Baseball 2K10,Visual Concepts,Take 2 InteractiveGameTek,2010-03-01NA,Unreleased,"March 1, 2010",Unreleased,Unreleased
Major League Baseball 2K11,Visual Concepts,Take 2 InteractiveGameTek,2011-03-08NA,Unreleased,"March 8, 2011",Unreleased,Unreleased
Major League Baseball 2K12,Visual Concepts,Take 2 InteractiveGameTek,2012-03-05NA,Unreleased,"March 5, 2012",Unreleased,Unreleased
Major Minor's Majestic March,NanaOn-Sha,Majesco Entertainment,2009-04-30NA,Unreleased,"April 30, 2009",Unreleased,Unreleased
Man vs. Wild,Floor 84 StudiosScientifically Proven,Crave Entertainment,2011-04-28NA,Unreleased,"April 28, 2011",Unreleased,Unreleased
Manhunt 2,Rockstar Toronto,Rockstar Games,2007-10-29NA,Unreleased,"October 29, 2007",Unreleased,"March 28, 2008"
Marble Saga: Kororinpa,Hudson Soft,Hudson Soft,2009-03-17NA,"August 6, 2009","March 17, 2009","May 1, 2009","May 1, 2009"
Margot's Bepuzzled,Zoo Games,Zoo Games,2009-11-06NA,Unreleased,"November 6, 2009","November 6, 2009","November 6, 2009"
Margot's Word Brain,Zoo Games,Zoo Games,2008-09-23NA,Unreleased,"September 23, 2008","November 7, 2008","November 7, 2008"
Marines Modern Urban Combat,Destineer,Destineer,2010-01-30NA,Unreleased,"January 30, 2010","September 10, 2010","September 10, 2010"
Mario & Sonic at the London 2012 Olympic Games,Sega,JP: NintendoWW: Sega,2011-11-15NA,"December 8, 2011","November 15, 2011","November 17, 2011","November 18, 2011"
Mario & Sonic at the Olympic Games,Sega,JP: NintendoWW: Sega,2007-11-06NA,"November 22, 2007","November 6, 2007","November 22, 2007","November 23, 2007"
Mario & Sonic at the Olympic Winter Games,Sega,JP: NintendoWW: Sega,2009-10-13NA,"November 5, 2009","October 13, 2009","October 15, 2009","October 16, 2009"
Mario Kart Wii,Nintendo,Nintendo,2008-04-10JP,"April 10, 2008","April 27, 2008","April 24, 2008","April 11, 2008"
Mario Party 8,Hudson Soft,Nintendo,2007-05-29NA,"July 26, 2007","May 29, 2007","July 19, 2007","June 22, 2007"
Mario Party 9,NDcube,Nintendo,2012-03-02EU,"April 26, 2012","March 11, 2012","March 8, 2012","March 2, 2012"
Mario Power Tennis (New Play Control!),Camelot Software Planning,Nintendo,2009-01-15JP,"January 15, 2009","March 9, 2009","March 26, 2009","March 6, 2009"
Mario Sports Mix,Square Enix,Nintendo,2010-11-25JP,"November 25, 2010","February 7, 2011","January 27, 2011","January 28, 2011"
Mario Strikers Charged,Next Level Games,Nintendo,2007-05-25EU,"September 20, 2007","July 30, 2007","June 7, 2007","May 25, 2007"
Mario Super Sluggers,Namco,Nintendo,2008-06-19JP,"June 19, 2008","August 25, 2008",Unreleased,Unreleased
Martian Panic,N-Fusion Interactive Entertainment,Zoo Games,2010-08-31NA,Unreleased,"August 31, 2010",Unreleased,Unreleased
Marvel Super Hero Squad,Blue Tongue Entertainment,THQ,2009-10-20NA,Unreleased,"October 20, 2009","October 21, 2009","October 23, 2009"
Marvel Super Hero Squad: Comic Combat,Griptonite Games,THQ,2011-11-15NA,Unreleased,"November 15, 2011","November 17, 2011","November 18, 2011"
Marvel Super Hero Squad: The Infinity Gauntlet,Griptonite Games,THQ,2010-11-16NA,Unreleased,"November 16, 2010","November 19, 2010","November 19, 2010"
Marvel Super Heroes 3D: Grandmaster's Challenge,Neko Entertainment,Bigben Interactive,2011-11-26EU,Unreleased,Unreleased,Unreleased,"November 26, 2010"
Marvel: Ultimate Alliance,Vicarious Visions,Activision,2006-11-19NA,"May 17, 2007","November 19, 2006","December 20, 2006","December 22, 2006"
Marvel: Ultimate Alliance 2,n-Space,Activision,2009-09-15NA,Unreleased,"September 15, 2009","September 23, 2009","September 25, 2009"
Mary King's Riding School 2,Midas Interactive Entertainment,Midas Interactive Entertainment,2009-09-11EU,Unreleased,Unreleased,Unreleased,"September 11, 2009"
Mathews Bowhunting,,Zoo Games,2010-11-19NA,Unreleased,"November 19, 2010",Unreleased,Unreleased
Max & the Magic Marker,Press Play,Easy Interactive,2011-07-30EU,Unreleased,Unreleased,Unreleased,"July 30, 2011"
Maximum Racing: Crash Car Racer,Nordic Games,NA: Maximum Family GamesPAL: Nordic Games,2010-11-27EU,Unreleased,"March 29, 2011",Unreleased,"November 27, 2010"
Maximum Racing: Drag and Stock Racer,Brain in a Jar,NA: Maximum Family GamesEU: Nordic Games,2010-10-28EU,Unreleased,"March 14, 2011",Unreleased,"October 28, 2010"
Maximum Racing: GP Classic Racing,Brain in a Jar,NA: Maximum Family GamesEU: Nordic Games,2010-08-03EU,Unreleased,"March 14, 2011",Unreleased,"August 3, 2010"
Maximum Racing: Rally Racer,Brain in a Jar,NA: Maximum Family GamesEU: Nordic Games,2010-08-06EU,Unreleased,"March 29, 2011",Unreleased,"August 6, 2010"
Maximum Racing: Sprint Cars,Brain in a Jar,NA: Maximum Family GamesPAL: Nordic Games,2011-02-25AUS,Unreleased,"May 31, 2011","February 25, 2011","May 27, 2011"
Maximum Racing: Super Karts,Brain in a Jar,NA: Maximum Family GamesEU: Nordic Games,2011-01-21EU,Unreleased,"June 21, 2011",Unreleased,"January 21, 2011"
Maximum Racing: Super Truck Racer,Brain in a Jar,NA: Maximum Family GamesEU: Nordic Games,2010-12-17EU,Unreleased,"May 31, 2011",Unreleased,"December 17, 2010"
Medal of Honor: Heroes 2,EA Canada,Electronic Arts,2007-11-13NA,"February 14, 2008","November 13, 2007","February 7, 2008","February 8, 2008"
Medal of Honor: Vanguard,Budcat Creations,Electronic Arts,2007-03-26NA,Unreleased,"March 26, 2007","March 29, 2007","March 30, 2007"
Medieval Games,N-Fusion Interactive Entertainment,Vir2L Studios,2009-10-06NA,Unreleased,"October 20, 2009","November 19, 2009","November 27, 2009"
Megamind: Mega Team Unite,THQ,THQ,2009-10-06NA,Unreleased,"November 2, 2010","November 26, 2010","November 25, 2010"
Mein neues Leben: Abenteuer auf Tropicana,SevenOne Intermedia,SevenOne Intermedia,2011-12-23EU,Unreleased,Unreleased,Unreleased,"December 23, 2011"
Meine ersten Mitsing-Lieder (My First Songs),RingZero Game Studio,Mindscape,2010-12-03EU,Unreleased,Unreleased,Unreleased,"December 3, 2010"
Mercury Meltdown Revolution,Ignition Entertainment,Ignition Entertainment,2007-06-08EU,"August 27, 2009","October 15, 2007","March 26, 2007","June 8, 2007"
Merv Griffin's Crosswords,Pipeworks Software,THQ,2008-11-17NA,Unreleased,"November 17, 2008",Unreleased,Unreleased
Metal Slug Anthology,SNK Playmore,PAL: Ignition EntertainmentWW: SNK Playmore,2006-12-14NA,"December 27, 2007","December 14, 2006","March 26, 2007","March 30, 2007"
Metroid: Other M,NintendoTeam NinjaD-Rockets,Nintendo,2010-08-30NA,"September 2, 2010","August 30, 2010","September 3, 2010","September 2, 2010"
Metroid Prime (New Play Control!),Retro Studios,Nintendo,2009-02-19JP,"February 19, 2009",Unreleased,Unreleased,Unreleased
Metroid Prime 2 (New Play Control!),Retro Studios,Nintendo,2009-06-11JP,"June 11, 2009",Unreleased,Unreleased,Unreleased
Metroid Prime 3: Corruption,Retro Studios,Nintendo,2007-08-27NA,"March 6, 2008","August 27, 2007","November 8, 2007","October 26, 2007"
MIB: Alien Crisis,Fun Labs,Activision,2012-05-22NA,Unreleased,"May 22, 2012",Unreleased,"May 25, 2012"
Miburi & Teburi,Sega,Sega,2008-02-21JP,"February 21, 2008",Unreleased,Unreleased,Unreleased
Michael Jackson: The Experience,Ubisoft,Ubisoft,2010-11-23NA,"December 8, 2011","November 23, 2010","November 25, 2010","November 26, 2010"
Milestone Shooting Collection 2,Milestone,Milestone,2010-12-30EU,Unreleased,Unreleased,Unreleased,"December 30, 2010"
Mini Desktop Racing,Data Design Interactive,NA: Conspiracy EntertainmentEU: Data Design InteractiveAU: Popcorn Arcade,2007-10-25AUS,Unreleased,"December 4, 2007","October 25, 2007","November 23, 2007"
Mini Golf Resort,Teyon,Tivola,2010-09-01NA,Unreleased,"September 1, 2010",Unreleased,Unreleased
Mini Ninjas,IO Interactive,Eidos Interactive,2009-09-08NA,Unreleased,"September 8, 2009","September 24, 2008","September 11, 2009"
MiniCopter: Adventure Flight,,JP: Arc System WorksNA: Aksys GamesEU: 505 Games,2007-12-13JP,"December 13, 2007","April 8, 2008",Unreleased,"June 27, 2008"
Minna no Joushiki Ryoku TV (Everyone's Common Knowledge Television),HAL Laboratory,Nintendo,2008-03-06JP,"March 6, 2008",Unreleased,Unreleased,Unreleased
Domino Rally,Red Entertainment,JP: SuccessNA: UFO Interactive GamesEU: Nordcurrent,2007-06-21JP,"June 21, 2007","August 18, 2009",Unreleased,"May 15, 2009"
Minute to Win It,Smack Down Productions,Zoo Games,2010-11-16NA,Unreleased,"November 16, 2010",Unreleased,Unreleased
MLB Power Pros,Konami,JP: KonamiNA: 2K Games,2007-10-01NA,"October 4, 2007","October 1, 2007",Unreleased,Unreleased
MLB Power Pros 2008,Konami,JP: KonamiNA: 2K Games,2008-07-28NA,"October 2, 2008","July 28, 2008",Unreleased,Unreleased
MLB Superstars,Deep Fried Entertainment,2K Sports,2008-11-10NA,Unreleased,"November 10, 2008",Unreleased,Unreleased
Mobile Suit Gundam: MS Sensen 0079,Bandai Namco Games,Bandai Namco Games,2007-07-26JP,"July 26, 2007",Unreleased,Unreleased,Unreleased
Mom-chan Diet Wii Figureobics by Jung Da-Yeon,Mechanic Arms,IE Institute,2010-12-23JP,"December 23, 2010",Unreleased,Unreleased,Unreleased
Momotaro Dentetsu 16: Moving in Hokkaido!,Hudson Soft,Hudson Soft,2007-07-19JP,"July 19, 2007",Unreleased,Unreleased,Unreleased
Momotaro Dentetsu 2010: Sengoku Ishin no Hero Daishūgō! No Maki,Hudson Soft,Hudson Soft,2009-11-26JP,"November 26, 2009",Unreleased,Unreleased,Unreleased
The Monkey King: The Legend Begins,,UFO Interactive Games,2007-09-06JP,"September 6, 2007","May 30, 2008",Unreleased,Unreleased
Monkey Mischief! Party Time,Ivolgamus,Activision,2008-11-11NA,Unreleased,"November 11, 2008","March 4, 2009","February 13, 2009"
Monopoly,Electronic Arts,Electronic Arts,2008-10-20NA,"March 19, 2009","October 20, 2008","October 23, 2008","October 24, 2008"
Monopoly Streets,Electronic Arts,Electronic Arts,2010-10-26NA,Unreleased,"October 26, 2010","November 5, 2010","November 4, 2010"
Monster 4x4: Stunt Racer,Ubisoft Reflections,Ubisoft,2009-10-06NA,Unreleased,"October 27, 2009","November 19, 2009","November 20, 2009"
Monster 4x4: World Circuit,Ubisoft Barcelona,Ubisoft,2006-11-19NA,"December 21, 2006","November 19, 2006","December 7, 2006","December 8, 2006"
Monster High: 13 Wishes,Little Orbit,Little Orbit,2013-10-29NA,Unreleased,"October 29, 2013",Unreleased,"November 10, 2013"
Monster High: Ghoul Spirit,THQ,THQ,2011-10-25NA,Unreleased,"October 25, 2011",Unreleased,"November 11, 2011"
Monster High: New Ghoul in School,Little Orbit,Little Orbit,2015-10-27NA,Unreleased,"October 27, 2015",Unreleased,"November 27, 2015"
Monster High: Skultimate Roller Maze,Game Machine Studios,Little Orbit,2012-11-13NA,Unreleased,"November 13, 2012",Unreleased,"November 16, 2012"
Monster Hunter G,Capcom,Capcom,2009-04-23JP,"April 23, 2009",Unreleased,Unreleased,Unreleased
Monster Hunter Tri,Capcom,Capcom,2009-08-01JP,"August 1, 2009","April 20, 2010","April 29, 2010","April 23, 2010"
Monster Jam,Torus Games,Activision,2007-11-19NA,Unreleased,"November 19, 2007",Unreleased,"May 30, 2008"
Monster Jam: Path of Destruction,Virtuos,Activision,2010-11-09NA,Unreleased,"November 9, 2010",Unreleased,"March 18, 2011"
Monster Jam: Urban Assault,Torus Games,Activision,2008-10-28NA,Unreleased,"October 28, 2008","March 18, 2009","March 13, 2009"
Monster Lab,Backbone Entertainment,Eidos Interactive,2008-11-04NA,Unreleased,"November 4, 2008","December 11, 2008","November 28, 2008"
Monster Mayhem: Build and Battle,Brain Toys,Crave Entertainment,2009-09-15NA,Unreleased,"September 15, 2009",Unreleased,Unreleased
Monster Trucks Mayhem,Team6 Game Studios,Zoo Games,2009-09-15NA,Unreleased,"September 15, 2009",Unreleased,Unreleased
Monster Trucks: Ultra Mega Xtreme!!!,Team6 Game Studios,Funbox Media,2012-07-20EU,Unreleased,Unreleased,Unreleased,"July 20, 2012"
Monster Trux: Arenas,Data Design Interactive,NA: Conspiracy EntertainmentEU: Data Design Interactive,2007-10-26EU,Unreleased,"April 10, 2008",Unreleased,"October 26, 2007"
Monster Trux Offroad,Data Design Interactive,Bold Games,2007-12-31NA,Unreleased,"December 31, 2007",Unreleased,"March 14, 2008"
Monsters vs. Aliens,Beenox,Activision,2009-03-24NA,Unreleased,"March 24, 2009","March 31, 2009","March 27, 2009"
Moorhuhn Jahrmarkt Party•Crazy Chicken CarnivalEU,Phenomedia,DTP Entertainment,2010-09-10NA,Unreleased,"September 10, 2010",Unreleased,Unreleased
Mortal Kombat: Armageddon,Just Games Interactive,Midway Games,2007-05-29NA,Unreleased,"May 29, 2007","June 14, 2007","June 15, 2007"
Mortimer Beckett and the Secrets of Spooky Manor,,RealNetworks,2008-11-04NA,Unreleased,"November 4, 2008",Unreleased,Unreleased
MotoGP '08,Milestone,Capcom,2008-10-24EU,Unreleased,"March 24, 2009","October 30, 2008","October 24, 2008"
Mountain Sports,Sproing Interactive Media,Activision,2009-10-27NA,Unreleased,"October 27, 2009",Unreleased,Unreleased
Mr. Bean's Wacky World,,Blast! Entertainment,2009-02-06EU,Unreleased,"January 31, 2011","June 25, 2009","February 6, 2009"
The Mummy: Tomb of the Dragon Emperor,Eurocom,Sierra Entertainment,"2008-07-22EU, NA",Unreleased,"July 22, 2008",Unreleased,"July 22, 2008"
The Munchables,Namco Bandai Games,JP: Bandai Namco GamesWW: Namco Bandai Games,2009-05-26NA,"September 3, 2009","May 26, 2009",Unreleased,"June 19, 2009"
Muramasa: The Demon Blade,Vanillaware,Marvelous Entertainment,2009-04-09JP,"April 9, 2009","September 8, 2009",Unreleased,"November 20, 2009"
Mushroom Men: The Spore Wars,Red Fly Studio,Gamecock Media Group,2008-12-02NA,Unreleased,"December 2, 2008",Unreleased,"March 27, 2009"
Musiic Party: Rock the House,,DTP Entertainment,2009-11-29EU,Unreleased,Unreleased,Unreleased,"November 29, 2009"
MX vs. ATV: Untamed,Incinerator Studios,THQ,2008-02-20NA,Unreleased,"November 20, 2008","March 27, 2008","March 7, 2008"
My Animal Centre,Deep Silver,Braingame Publishing,2009-03-13EU,Unreleased,Unreleased,Unreleased,"March 13, 2009"
My Baby First Steps,Dancing Dots,NA: SouthPeak GamesEU: Nobilis,2009-11-11NA,Unreleased,"November 11, 2009",Unreleased,"November 20, 2009"
My Ballet Studio,505 Games,505 Games,2009-11-17NA,Unreleased,"November 17, 2009",Unreleased,"April 23, 2010"
My Body Coach,Kylotonn,Bigben InteractiveNeko Entertainment,2009-11-20EU,Unreleased,Unreleased,Unreleased,"November 20, 2009"
My Body Coach 2,Kylotonn,Bigben InteractiveNeko Entertainment,2011-11-02EU,Unreleased,Unreleased,Unreleased,"November 2, 2011"
My Fitness Coach: Dance Workout,Ubisoft,Ubisoft,2010-08-27PAL,Unreleased,Unreleased,"August 27, 2010","August 27, 2010"
My French Coach,Sensory Sweep Studios,Ubisoft,2007-11-30EU,Unreleased,Unreleased,Unreleased,"November 30, 2007"
My Horse and Me,W! games,Atari,2007-11-23EU,Unreleased,"February 5, 2008",Unreleased,"November 23, 2007"
My Horse and Me 2: Riding For Gold,Tate Interactive,Atari (Infrogames),2008-10-31EU,Unreleased,"April 28, 2009",Unreleased,"October 31, 2008"
My Horse Club: On the Trail of the Mysterious Appaloosa,Mimesis Republic,Mindscape,2009-03-26EU,Unreleased,Unreleased,Unreleased,"March 26, 2009"
My Personal Golf Trainer,Data Design Interactive,XS Games,2010-09-20NA,Unreleased,"September 20, 2010",Unreleased,Unreleased
My Spanish Coach,Sensory Sweep Studios,Ubisoft,2007-11-30EU,Unreleased,Unreleased,Unreleased,"November 30, 2007"
My Vet Practice,,DTP Entertainment,2008-11-14EU,Unreleased,Unreleased,Unreleased,"November 14, 2008"
My Word Coach,Ubisoft MontrealUbisoft Quebec,Ubisoft,2007-10-26EU,Unreleased,"November 6, 2007",Unreleased,"October 26, 2007"
MySims,EA Redwood Shores,Electronic Arts,2007-09-18NA,"September 27, 2007","September 18, 2007","September 20, 2007","September 21, 2007"
MySims Agents,EA Redwood Shores,Electronic Arts,2009-09-25EU,"October 1, 2009","September 29, 2009","October 5, 2009","September 25, 2009"
MySims Kingdom,EA Redwood Shores,Electronic Arts,2008-10-28NA,"October 30, 2008","October 28, 2008","November 6, 2008","October 31, 2008"
MySims Party,EA Redwood Shores,Electronic Arts,2009-03-10NA,"March 12, 2009","March 10, 2009","March 12, 2009","March 13, 2009"
MySims Racing,Artificial Mind and Movement,Electronic Arts,2009-06-08NA,"June 25, 2009","June 12, 2009","June 18, 2009","June 19, 2009"
MySims SkyHeroes,Maxis,Electronic Arts,2010-09-28NA,Unreleased,"September 28, 2010",Unreleased,"October 1, 2010"
Mystery Case Files: The Malgrave Incident,Big Fish Games,Nintendo,2011-06-29NA,Unreleased,"June 29, 2011",Unreleased,"September 9, 2011"
Myth Makers: Orbs of Doom,Data Design Interactive,Bold Games,2007-12-31NA,Unreleased,"December 31, 2007","May 15, 2008","March 14, 2008"
Myth Makers Super Kart GP,Data Design Interactive,Conspiracy Entertainment,2007-12-07EU,Unreleased,"December 11, 2007","November 8, 2007","December 7, 2007"
Myth Makers: Trixie in Toyland,Data Design Interactive,Conspiracy Entertainment,2008-03-14EU,Unreleased,"June 27, 2008","May 1, 2008","March 14, 2008"
The Naked Brothers Band: The Videogame,Barking Lizards Technologies,THQ,2008-10-17EU,Unreleased,"October 20, 2008",Unreleased,"October 17, 2008"
Namco Museum Megamix,Namco Bandai,Namco Bandai,2010-12-01NA,Unreleased,"December 1, 2010",Unreleased,Unreleased
Nancy Drew: The White Wolf of Icicle Creek,Her Interactive,Sega,2008-12-02NA,Unreleased,"December 2, 2008",Unreleased,Unreleased
