Days of Memories 2,SNK Playmore,SNK Playmore,"April 24, 2008 (JP)",,,,
Days of Memories 3,SNK Playmore,SNK Playmore,"May 28, 2009 (JP)",,,,
De Blob 2,Halfbrick,THQ,"February 22, 2011 (NA)",,,,
Deal or No Deal,Gravity-i,"Destination Software, Mindscape","July 23, 2007 (NA)",,,,
Deal or no Deal (Australia),Mindscape,Mindscape,2009 (AUS),,,,
Deal or no Deal (Germany),Mindscape,Mindscape,2008 (EU),,,,
Deal or no Deal (Netherlands),Mindscape,Mindscape,2008 (EU),,,,
Deal or no Deal: Der Banker Schlaegt Zurueck,Mindscape,Mindscape,2009 (EU),,,,
Deal or No Deal: Special Edition,Gravity-i,Destination Software,"September 13, 2010 (NA)",,,,
Deal or No Deal: The Banker is Back!,Gravity-i,Mindscape,"November 14, 2008 (EU)",,,,
Deal or no Deal: The Official Nintendo DS Game,Mindscape,Mindscape,2007 (EU),,,,
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,HuneX,ASCII Media Works,"December 17, 2009 (JP)",,,,
Death Note Kira's Game,Konami,Konami,"February 15, 2007 (JP)",,,,
Death Note: L o Tsugu Mono,Konami,Konami,"July 12, 2007 (JP)",,,,
"Death, Jr. and the Science Fair of Doom",Backbone Entertainment,Konami,"May 22, 2007 (NA)",,,,
Deca Sports DS,Hudson Soft,Hudson Soft,"October 17, 2008 (EU)",,,,
Deep Labyrinth,Interactive Brains,"505 Games, Atlus, Interactive Brains","March 23, 2006 (JP)",,,,
Deer Drive,Mastiff,Mastiff,"October 5, 2010 (US)",,,,
Defendin' DePenguin,Crave Entertainment,Crave Entertainment,"September 2, 2008 (NA)",,,,
Dekiru Otoko no Mote Life: Hiru no Mote Kouza Hen,Takara Tomy,Takara Tomy,"February 14, 2008 (JP)",,,,
Dekiru Otoko no Mote Life: Yoru no Mote Jissen Hen,Takara Tomy,Takara Tomy,"February 14, 2008 (JP)",,,,
Dekitayo Mama! Mitsugo no Kuma-San - Onna no Ko,Starfish SD,Starfish SD,"April 15, 2010 (JP)",,,,
Dekitayo Mama! Mitsugo no Kuma-San - Otoko no Ko,Starfish SD,Starfish SD,"April 15, 2010 (JP)",,,,
Deltora Quest,Namco Bandai Games,Namco Bandai Games,"September 20, 2007 (JP)",,,,
Dementium II,Renegade Kid,"SouthPeak Games, Intergrow","May 4, 2010 (NA)",,,,
Dementium: The Ward,Renegade Kid,"Gamecock Media Group, Interchannel","June 26, 2008 (JP)",,,,
Dengeki Gakuen RPG: Cross of Venus,Pegasus Japan,ASCII Media Works,"March 19, 2009 (JP)",,,,
Dengeki Gakuen RPG: Cross of Venus Special,Pegasus Japan,ASCII Media Works,"February 10, 2011 (JP)",,,,
Denjirou Sensei no Fushigi na Jikkenshitsu,Jaleco Entertainment,Jaleco Entertainment,"July 17, 2008 (JP)",,,,
Densetsu no Stafy 4,Tose,Nintendo,"April 13, 2006 (JP)",,,,
Densha de Go! Tokubetsu-hen: Fukkatsu! Shouwa no Yamanotesen,"Square Enix, Taito",Square Enix,"July 22, 2010 (JP)",,,,
Der Bauernhof,Visual Imagination Software,Astragon Software,"November 12, 2009 (EU)",,,,
Der Dativ ist dem Genitiv sein Tod,United Soft Media,United Soft Media,"October 13, 2009 (EU)",,,,
Der Fluch der Osterinsel,Independent Arts,SevenOne Intermedia,"November 11, 2010 (EU)",,,,
Der Schatz der Delfine,Crenetic,Tivola Publishing GmbH,"May 26, 2009 (EU)",,,,
Derby Stallion DS,Enterbrain,Enterbrain,"June 26, 2008 (JP)",,,,
Des Chiffres et des Lettres,Mindscape,Mindscape,"September 22, 2008 (EU)",,,,
Desktop Tower Defense,THQ,THQ,"May 11, 2009 (NA)",,,,
Despicable Me: Minion Mayhem,WayForward,D3Publisher,"July 6, 2010 (US)",,,,
Destiny Links,Bec,Bandai Namco Games,"February 5, 2009 (JP)",,,,
Deviens Miss France,Gimagin Games,Micro Application,"September 20, 2007 (EU)",,,,
Devilish: Ball Bounder,Starfish SD,"505 Games, Starfish SD, UFO Interactive Games","April 28, 2005 (JP)",,,,
Di-Gata Defenders,The Game Factory,The Game Factory,"May 13, 2008 (NA)",,,,
Diabolik: The Original Sin,Artematica,Black Bean Games,"June 26, 2009 (EU)",,,,
Diamond Trust of London,Jason Rohrer,indiePub,"August 7, 2012 (NA)",,,,
Diary GirlWinx Club Secret Diary 2009EU,Team 3 Games,Konami,"March 18, 2008 (JP)",,,,
Die drei ??? Das Geheimnis der Geisterinsel,4Head Studios,dtp Young Entertainment AG,"October 19, 2007 (EU)",,,,
Die drei ??? Das Geheimnis der Toten,Crenetic,United Soft Media,"September 24, 2010 (EU)",,,,
Die Wilden Huhner und die Jagd nach dem Rubinherz,Oetinger Interaktiv,Oetinger Interaktiv,"May 8, 2008 (EU)",,,,
Diercke Das Geographie-Quiz,Visual Imagination Software,rondomedia,"March 12, 2009 (EU)",,,,
Diercke Junior-Quiz Geographie,Visual Imagination Software,rondomedia,"October 29, 2010 (EU)",,,,
Diddl in the Cheesecakeland,Nurogames,Tivola Publishing GmbH,"March 1, 2011 (EU)",,,,
Diddl Puzzle: Echter Puzzlespass fuer UnterwegsPuzzle to Go: DiddlNA,Tivola Publishing GmbH,Tivola Publishing GmbH,"November 4, 2009 (EU)",,,,
Diddy Kong Racing DS,Rare,Nintendo,"February 5, 2007 (NA)",,,,
Dig Dug: Digging Strike,Namco,"Atari, Namco","September 8, 2005 (JP)",,,,
Digging for Dinosaurs,CokeM Interactive,CokeM Interactive,"November 9, 2010 (US)",,,,
Digimon Story: Lost Evolution,Bec,Namco Bandai Games,"July 1, 2010 (JP)",,,,
Digimon Story: Super Xros Wars Blue,Bec,Namco Bandai Games,"March 3, 2011 (JP)",,,,
Digimon Story: Super Xros Wars Red,Bec,Namco Bandai Games,"March 3, 2011 (JP)",,,,
Digimon World Championship,Namco Bandai Games,Namco Bandai Games,"February 14, 2008 (JP)",,,,
Digimon World DS,Namco Bandai Games,Namco Bandai Games,"June 15, 2006 (JP)",,,,
Digimon World: Dawn,Namco Bandai Games,Namco Bandai Games,"March 29, 2007 (JP)",,,,
Digimon World: Dusk,Namco Bandai Games,Namco Bandai Games,"March 29, 2007 (JP)",,,,
Diner Dash: Flo on the Go,PlayFirst,PlayFirst,"September 18, 2009 (EU)",,,,
Diner Dash: Sizzle & Serve,"GameLab, PlayFirst",Eidos Interactive,"May 4, 2007 (EU)",,,,
Dino King Battle: Taiko Kara no Hyouryuusha,Skonec,Taito Corporation,"August 24, 2006 (JP)",,,,
Dino Master,Creative Office,"Eidos Interactive, Majesco Entertainment, Taito Corporation","September 22, 2005 (JP)",,,,
Dino Pets,Destineer,Destineer,"July 21, 2009 (JP)",,,,
Dinosaur King,Sega,Sega,"November 11, 2007 (JP)",,,,
Dirt 2,Codemasters,Codemasters,"September 8, 2009 (NA)",,,,
Discovery Kids:Dolphin Discovery,505 Games,505 Games,"March 27, 2009 (NA)",,,,
Discovery Kids:Kitten Corner,505 Games,505 Games,"March 27, 2009 (NA)",,,,
Discovery Kids:Parrot Pals,505 Games,505 Games,"June 29, 2009 (NA)",,,,
Discovery Kids:Pony Paradise,505 Games,505 Games,"March 27, 2009 (NA)",,,,
Discovery Kids:Puppy Playtime,505 Games,505 Games,"March 27, 2009 (NA)",,,,
Discovery Kids:Snake Safari,505 Games,505 Games,"November 15, 2010 (NA)",,,,
Discovery Kids:Spider Quest,505 Games,505 Games,"November 24, 2009 (NA)",,,,
Disgaea DS,Nippon Ichi Software,"Nippon Ichi Software, NIS America, Square Enix","June 26, 2008 (JP)",,,,
Disney Big Hero 6: Battle in the Bay,1st Playable Productions,GameMill Entertainment,"October 28, 2014 (NA)",,,,
Disney Bolt,Avalanche Software,Disney Interactive Studios,"November 18, 2008 (NA)",,,,
Disney Camp Rock: The Final Jam,Disney Interactive Studios,Disney Interactive Studios,"August 31, 2010 (NA)",,,,
Disney Club Penguin: Elite Penguin Force - Herbert's Revenge,1st Playable Productions,Disney Interactive Studios,"May 25, 2010 (NA)",,,,
Disney Fairies: Feji,Genius Sonority Inc.,Disney Interactive Studios,"October 21, 2008 (NA)",,,,
Disney Fairies: Tinker Bell and the Great Fairy Rescue,Jupiter Corporation,Disney Interactive Studios,"September 10, 2010 (EU)",,,,
Disney Fairies: Tinker Bell and the Lost Treasure,EA Bright Light Studio,Disney Interactive,"October 27, 2009 (NA)",,,,
Disney Friends,"Amaze Entertainment, Walt Disney Interactive","Disney Interactive Studios, Walt Disney Interactive","October 19, 2007 (EU)",,,,
Disney Frozen: Olaf's Quest,1st Playable Productions,GameMill Entertainment,"November 19, 2013 (NA)",,,,
Disney Hannah Montana: Music Jam,Gorilla Systems,Disney Interactive Studios,"October 16, 2007 (NA)",,,,
Disney High School Musical: Makin' the Cut!,Artificial Mind and Movement,Buena Vista Games,"August 14, 2007 (NA)",,,,
Disney High School Musical 2: Work This Out!,Artificial Mind and Movement,Disney Interactive Studios,"April 15, 2008 (NA)",,,,
Disney High School Musical 3: Senior Year,Griptonite Games,Disney Interactive Studios,"October 21, 2008 (NA)",,,,
Disney Planes,Tose,Disney Interactive Studios,"August 6, 2013 (NA)",,,,
Disney Princess: Enchanting Storybooks,Page 44 Studios,THQ,"November 1, 2011 (NA)",,,,
Disney Princess: Magical Jewels,1st Playable Productions,Disney Interactive Studios,"October 16, 2007 (NA)",,,,
Disney Stitch Jam,Disney Interactive Studios,Disney Interactive Studios,"December 3, 2009 (JP)",,,,
Disney Tangled: The Video Game,Planet Moon Studios,Disney Interactive Studios,"November 23, 2010 (NA)",,,,
Disney Violetta: Rhythm & Music,Little Orbit,Disney Interactive Studios,"September 26, 2014 (EU)",,,,
"Disney's American Dragon: Jake Long, Attack of the Dark Dragon",WayForward Technologies,Buena Vista Games,"October 12, 2006 (NA)",,,,
Disney's Chicken Little: Ace in Action,Disney Interactive Studios,"Buena Vista Games, Disney Interactive Studios","November 9, 2006 (NA)",,,,
Disney's A Christmas Carol,Sumo Digital,Disney Interactive Studios,"November 3, 2009 (NA)",,,,
Disney's Herbie Rescue Rally,Buena Vista Games,Disney Interactive Studios,"March 15, 2007 (NA)",,,,
Disney's Kim Possible: Global Gemini,Artificial Mind and Movement,"Buena Vista Games, Disney Interactive Studios","February 9, 2007 (EU)",,,,
Disney's Kim Possible: Kimmunicator,Artificial Mind and Movement,"Buena Vista Games, Disney Interactive Studios","November 9, 2005 (NA)",,,,
Disney's The Little Mermaid: Ariel's Undersea Adventure,Gorilla Systems,"Buena Vista Games, Disney Interactive Studios","October 2, 2006 (NA)",,,,
Disney's Meet the Robinsons,Buena Vista Games,Disney Interactive Studios,"March 27, 2007 (NA)",,,,
Disney's That's So Raven: Psychic on the Scene,Handheld Games,Buena Vista Games,"November 2, 2006 (NA)",,,,
Disney/Pixar's Brave: The Video Game,Behaviour Interactive,Disney Interactive Studios,"May 19, 2012 (NA)",,,,
Disney/Pixar's Cars,Helixe,THQ,"June 6, 2006 (NA)",,,,
Disney/Pixar's Cars 2,Firebrand Games,Disney Interactive Studios,"November 1, 2011 (NA)",,,,
Disney/Pixar's Cars Mater-National Championship,Tantalus Interactive,THQ,"October 29, 2007 (NA)",,,,
Disney/Pixar's Cars Race-O-Rama,Rainbow Studios,THQ,"October 12, 2009 (NA)",,,,
Disney/Pixar's Finding Nemo: Escape to the Big Blue,Altron,"Sega, THQ","February 11, 2006 (NA)",,,,
Disney/Pixar's Finding Nemo: Escape to the Big Blue Special Edition,Altron,Disney Interactive Studios,"September 9, 2012 (NA)",,,,
Disney/Pixar's Ratatouille,Helixe,THQ,"June 26, 2007 (NA)",,,,
Disney/Pixar's Ratatouille: Food Frenzy,THQ,THQ,"October 29, 2007 (NA)",,,,
Disney/Pixar's The Incredibles: Rise of the Underminer,Helixe,"Sega, THQ","November 1, 2005 (NA)",,,,
Disney/Pixar's Toy Story 3: The Video Game,n-Space,Disney Interactive Studios,"February 2, 2007 (PAL)",,,,
Disney/Pixar Wall-E,Helixe,THQ,"June 24, 2008 (NA)",,,,
Diva Girls: Diva Dancers,Gevo Entertainment,505 Games,"April 9, 2009 (EU)",,,,
Diva Girls: Divas on Ice,DEL,505 Games,"June 16, 2009 (EU)",,,,
DJ Star,Game Life,Deep Silver,"August 21, 2009 (EU)",,,,
DK Jungle Climber,Paon,Nintendo,"August 9, 2007 (JP)",,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,Bandai Namco Games,Bandai Namco Games,"November 4, 2010 (JP)",,,,
Doctor Who: Evacuation Earth,Asylum Entertainment,Asylum Entertainment,"November 12, 2010 (EU)",,,,
Dodge Racing: Charger vs Challenger,EM Studios,Zoo Games,"October 13, 2009 (NA)",,,,
Dogz,MTO,Ubisoft,"November 22, 2006 (NA)",,,,
Dokapon Journey,Sting Entertainment,"Atlus, Sting Entertainment","July 29, 2008 (JP)",,,,
Doki Doki Majo Shinpan!,SNK Playmore,SNK Playmore,"July 5, 2007 (JP)",,,,
Doki Doki Majo Shinpan 2 Duo,SNK Playmore,SNK Playmore,"July 31, 2008 (JP)",,,,
Doki Majo Plus,SNK Playmore,SNK Playmore,"July 30, 2009 (JP)",,,,
The Doko Demo Kanji Quiz,Vingt-et-un Systems,D3Publisher,"December 21, 2006 (JP)",,,,
Doko Demo Raku Raku! DS Kakeibo,Bandai Namco Games,Bandai Namco Games,"December 7, 2006 (JP)",,,,
Dolphin Island: Underwater Adventures,Magic Pockets,Ubisoft,"October 30, 2009 (EU)",,,,
Dolphin Trainer,Sanuk Games,Bigben Interactive,"March 13, 2009 (EU)",,,,
Don King Boxing,Venom Games,"2K Games, 2K Sports","March 27, 2009 (EU)",,,,
Donkey Xote,Revistronic,Virgin Play,"November 14, 2008 (EU)",,,,
Doodle Hex,Tragnarion Studios,"Disney Interactive Studios, Tragnarion Studios, Pinnacle","July 11, 2008 (EU)",,,,
Doodle Jump Journey,CokeM Interactive,GameMill Entertainment,"October 29, 2013 (NA)",,,,
Dora & Kai-Lan's Pet Shelter,Black Lantern Studios,2K Play,"November 1, 2011 (NA)",,,,
Dora the Explorer: Dora Saves the Mermaids,Black Lantern Studios,2K Play,"November 5, 2007 (NA)",,,,
Dora the Explorer: Dora Saves the Snow Princess,Black Lantern Studios,"2K Play, Take-Two Interactive","October 3, 2008 (EU)",,,,
Dora's Big Birthday Adventure,Black Lantern Studios,2K Play,"August 3, 2010 (NA)",,,,
Dorabase: Dramatic Stadium,Namco Bandai Games,Namco Bandai Games,"December 20, 2007 (JP)",,,,
DoraBase 2: Nettou Ultra Stadium,Namco Bandai Games,Namco Bandai Games,"November 19, 2009 (JP)",,,,
Doraemon: Nobita no Kyouryuu 2006 DS,Sega,Sega,"March 2, 2006 (JP)",,,,
Doraemon: Nobita no Shin Makai Daibouken DS,Sega,Sega,"March 8, 2007 (JP)",,,,
Doraemon: Nobita to Midori no Kyojinden DS,Sega,Sega,"March 6, 2008 (JP)",,,,
Double Sequence: The Q-Virus Invasion,Next Wave Team,"Destination Software, Zoo Digital Publishing","April 1, 2008 (NA)",,,,
Dr. Seuss: How The Grinch Stole Christmas!,CokeM Interactive,"Delphine Software International, Zoo Digital Publishing","November 8, 2007 (NA)",,,,
Dr. Slump: Arale-Chan,Namco Bandai Games,Namco Bandai Games,"October 30, 2008 (JP)",,,,
Drachenspass mit Hexe Lilli,Morgen Studios,Morgen Studios,"October 10, 2008 (EU)",,,,
Draglade,Dimps Corporation,"505 Games, Atlus, Banpresto","May 17, 2007 (JP)",,,,
Dragon Ball: Origins,Game Republic,"Atari, Namco Bandai Games","September 18, 2008 (JP)",,,,
Dragon Ball: Origins 2,Game Republic,Namco Bandai Games,"February 11, 2010 (JP)",,,,
Dragon Ball Kai: Ultimate Butoden,Game Republic,Namco Bandai Games,"February 3, 2011 (JP)",,,,
Dragon Ball Z: Attack of the Saiyans,Monolith Soft,"Atari, Namco Bandai Games","April 29, 2009 (JP)",,,,
Dragon Ball Z: Harukanaru Densetsu,Namco Bandai Games,"Atari, Namco Bandai Games","March 21, 2007 (JP)",,,,
Dragon Ball Z: Supersonic Warriors 2,Cavia,"Atari, Bandai","November 20, 2005 (NA)",,,,
Dragon Booster,Konami,Konami,"December 28, 2005 (NA)",,,,
Dragon Dance,Always Neat,Success,"February 26, 2009 (JP)",,,,
Dragon Hunters,Engine Software,Playlogic,"April 11, 2008 (EU)",,,,
Dragon Master,Tivola,Tivola,2009 (EU),,,,
Dragon Quest IV: Chapters of the Chosen,ArtePiazza,Square Enix,"November 22, 2007 (JP)",,,,
Dragon Quest V: Hand of the Heavenly Bride,ArtePiazza,Square Enix,"July 17, 2008 (JP)",,,,
Dragon Quest VI: Realms of Revelation,ArtePiazza,Square Enix,"January 28, 2010 (JP)",,,,
Dragon Quest IX: Sentinels of the Starry Skies,Level-5,Square Enix,"July 11, 2009 (JP)",,,,
Dragon Quest Heroes: Rocket Slime,"Square Enix, Tose",Square Enix,"December 1, 2005 (JP)",,,,
Dragon Quest Monsters: Joker,Tose,Square Enix,"December 28, 2006 (JP)",,,,
Dragon Quest Monsters: Joker 2,Tose,Square Enix,"April 28, 2010 (JP)",,,,
Dragon Quest Monsters: Joker 2 Professional,Tose,Square Enix,"March 31, 2011 (JP)",,,,
Dragon Tamer Sound Spirit,Namco Bandai Games,Namco Bandai Games,"November 1, 2007 (JP)",,,,
Dragon Zakura DS,EA Japan,Electronic Arts,"March 8, 2007 (JP)",,,,
Dragon's Lair,"United Coders, Wizardly Engineering",Conspiracy Entertainment,"November 21, 2009 (NA)",,,,
Dragonology,Codemasters,Codemasters,"November 6, 2009 (EU)",,,,
Drake & Josh: Talent Showdown,THQ,THQ,"July 30, 2007 (NA)",,,,
Drama Queens,Sensory Sweep Studios,Majesco Entertainment,"May 12, 2009 (NA)",,,,
Dramatic Dungeon: Sakura Taisen: Kimi Arugatame,Sega,Sega,"March 19, 2008 (JP)",,,,
Drawn to Life,5TH Cell,"Agatsuma Entertainment, THQ","September 10, 2007 (NA)",,,,
Drawn to Life: SpongeBob SquarePants Edition,Altron,THQ,"September 15, 2008 (NA)",,,,
Drawn to Life: The Next Chapter,5TH Cell,THQ,"October 8, 2009 (AU)",,,,
Dream Chronicles,Kat Games,Zoo Games,"March 2, 2009 (EU)",,,,
Dream Dancer,CyberPlanet Interactive,Zoo Games,"September 29, 2009 (NA)",,,,
Dream Day Wedding: Destinations,Webfoot Technologies,THQ,"March 9, 2009 (EU)",,,,
Dream Pinball 3D,TopWare Interactive,SouthPeak Games,"April 24, 2008 (NA)",,,,
Dream Salon,CyberPlanet Interactive,Zoo Games,"October 3, 2011 (NA)",,,,
Dreamer Series: BabysitterLet's Play MumsEU,Zig Zag,Dreamcatcher,"May 12, 2009 (NA)",,,,
Dreamer Series: Horse Trainer,Zig Zag,Dreamcatcher,"March 17, 2009 (NA)",,,,
Dreamer Series: Pop Star,Zig Zag,Dreamcatcher,"March 10, 2009 (NA)",,,,
Dreamer Series: Puppy Trainer,Zig Zag,Dreamcatcher,"March 17, 2009 (NA)",,,,
Dreamer Series: Shop OwnerLet's Play ShopsEU,Zig Zag,Dreamcatcher,"October 3, 2011 (NA)",,,,
Dreamer Series: Teacher,Zig Zag,Dreamcatcher,"June 9, 2009 (NA)",,,,
Dreamer Series: Top Model,Zig Zag,Dreamcatcher,"September 28, 2009 (NA)",,,,
Dreamer Series: Zoo KeeperBaby Animal ZooEU,Zig Zag,Dreamcatcher,"January 4, 2010 (NA)",,,,
DreamWorks & Aardman Flushed Away,Art,D3 Publisher,"October 24, 2006 (NA)",,,,
DreamWorks Kung Fu Panda,Vicarious Visions,Activision,"June 3, 2008 (NA)",,,,
DreamWorks Kung Fu Panda 2,Vicarious Visions,Activision,"May 24, 2011 (NA)",,,,
DreamWorks Madagascar,Vicarious Visions,"Activision, Bandai","May 23, 2005 (NA)",,,,
DreamWorks Madagascar: Escape 2 Africa,Amaze Entertainment,Activision,"November 4, 2008 (NA)",,,,
DreamWorks Madagascar 3: The Video Game,Amaze Entertainment,Activision,"June 5, 2012 (NA)",,,,
DreamWorks Madagascar Kartz,Sidhe,Activision,"October 23, 2009 (NA)",,,,
DreamWorks Megamind: The Blue Defender,THQ,THQ,"November 2, 2010 (NA)",,,,
DreamWorks Puss in Boots,ImaginEngine,Activision,"October 25, 2011 (NA)",,,,
DreamWorks Shrek Forever After,Griptonite Games,Activision,"May 18, 2010 (NA)",,,,
DreamWorks Shrek: Ogres & Dronkeys,WayForward Technologies,Activision,"November 5, 2007 (NA)",,,,
Dreamworks Shrek Smash n' Crash Racing,Activision,Activision,"March 9, 2007 (NA)",,,,
DreamWorks Shrek SuperSlam,"7 Studios, Shaba Games",Activision,"October 25, 2005 (NA)",,,,
DreamWorks Shrek the Third,Vicarious Visions,Activision,"May 2, 2007 (NA)",,,,
DreamWorks Shrek's Carnival Craze,Ivolgamus,Activision,"October 28, 2008 (NA)",,,,
DreamWorks Super Star Kartz,Virtuos,Activision,"November 15, 2011 (NA)",,,,
DreamWorks The Croods: Prehistoric Party!,Torus Games,D3 Publisher,"March 19, 2013 (NA)",,,,
Driver Dan's Story Train,Avanquest Software,Avanquest Software,"October 26, 2012 (EU)",,,,
Drivers' Ed PortableCNAE Aprende con Nosotros - Driver's EdIT,Trine Games,DreamCatcher Interactive,"October 17, 2008 (EU)",,,,
Driving Theory Training,Anuman Interactive,Atari,"August 29, 2008 (EU)",,,,
Driving Theory Training 2009/2010 Edition,Anuman Interactive,Atari,"August 28, 2009 (EU)",,,,
Drone Tactics,Success,"Atlus, Success","August 2, 2007 (JP)",,,,
DropCast,Mikoishi,THQ,"September 22, 2008 (NA)",,,,
DS Dengeki Bunko ADV: Baccano!,Media Works,Media Works,"February 28, 2008 (JP)",,,,
DS Dengeki Bunko: Allison,Media Works,Media Works,"December 7, 2006 (JP)",,,,
DS Dengeki Bunko: Inukami! feat. Animation,Media Works,Media Works,"December 7, 2006 (JP)",,,,
"DS Dengeki Bunko: Iria no Sora, UFO no Natsu",Media Works,Media Works,"July 11, 2007 (JP)",,,,
"DS Dengeki Bunko: Iria no Sora, UFO no Natsu II",Media Works,Media Works,"October 25, 2007 (JP)",,,,
DS Motte Tabi ni Deyo: Kyoto,JTB West,JTB West,"February 28, 2008 (JP)",,,,
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series,Tecmo,Tecmo,"November 13, 2008 (JP)",,,,
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,Tecmo,Tecmo,"October 11, 2007 (JP)",,,,
DS Pico Series: Sanrio no Party Heikou! Oryouri - Oshiyare - Okaimono,Compile Heart,Compile Heart,"August 7, 2008 (JP)",,,,
DS Pico Series: Sanrio Puro Land - Waku Waku Okaimono - Suteki na Oheya Otsukuri Masho,Compile Heart,Compile Heart,"November 25, 2010 (JP)",,,,
DS Puzzler: Numpla Fan & Oekaki Logic,Cybird,TDK Core,"December 7, 2006 (JP)",,,,
DS Puzzler: Numpla Fan & Oekaki Logic Wi-Fi Taiou,Cybird,TDK Core,"December 20, 2007 (JP)",,,,
DS Toukemuri Suspense Series: Free Writer Touyako,Zenrin,Zenrin,"April 24, 2008 (JP)",,,,
DS Yamamura Misa Suspense: Maiko Kogiku / Kisha Katherine / Sougiya Ishihara Akiko / Koto ni Mauhana Sanrin - Kyoto Satujin Jiken File,Tecmo,Tecmo,"June 5, 2008 (JP)",,,,
Ducati Moto,4J Studios,Vir2L Studios,"July 1, 2008 (NA)",,,,
Duel Love: Koisuru Otome wa Shōri no Megami,Namco Bandai Games,Namco Bandai Games,"March 13, 2008 (JP)",,,,
Duke Nukem: Critical Mass,Apogee Software,Deep Silver,"April 8, 2011 (EU)",,,,
Dun-Dam: Dungeons & Dam,Ride On,Acquire,"April 29, 2009 (JP)",,,,
Dungeon Explorer: Warriors of Ancient Arts,Hudson Soft,"Hudson Soft, Rising Star Games","November 15, 2007 (JP)",,,,
Dungeon of Windaria,Compile Heart,Compile Heart,"May 15, 2008 (JP)",,,,
Dungeon Raiders,Cyanide,"Hudson Soft, Rising Star Games","December 29, 2010 (NA)",,,,
Dynasty Warriors DS: Fighter's Battle,Koei,Koei,"April 5, 2007 (JP)",,,,
e=m6 Defi Cerebral,Anuman Interactive,Atari SA,"February 8, 2008 (EU)",,,,
EA Playground,EA Canada,Electronic Arts,"October 23, 2007 (NA)",,,,
Easy Piano,Game Life,Valcon Games,"December 4, 2009 (EU)",,,,
Eco Creatures: Save the Forest,Bergsala Lightweight,"Interchannel, Majesco Entertainment, Rising Star Games","August 23, 2007 (JP)",,,,
Ecolis: Aoi Umi to Ugoku Shima,Headlock,GungHo,"May 28, 2009 (JP)",,,,
eCrew Development Program[2][3],Nintendo European Research & Development,Nintendo,"April 12, 2010 (JP)",,,,
"Ed, Edd n Eddy: Scam of the Century",Art,D3 Publisher,"October 23, 2007 (NA)",,,,
Ed's Farm,FrontLine Studios,Zoo Digital Publishing,"October 11, 2007 (EU)",,,,
Edo Bunka Rekishi Kentei,Marvelous Entertainment,Marvelous Entertainment,"March 13, 2008 (JP)",,,,
