Koukou Juken: Eitango Get Through 1900 - Eitan Zamurai DS,Good-Feel,Educational Network,"October 11, 2007 (JP)",,,,
Koukou Yakyuu Dou DS,Spike,Spike,"July 23, 2009 (JP)",,,,
The Koushounin,D3 Publisher,D3 Publisher,"October 25, 2007 (JP)",,,,
Koushounin DS: The Negotiator,Polygon Magic,Alpha Unit,"December 17, 2009 (JP)",,,,
Kousoku Card Battle: Card Hero,Intelligent Systems,Nintendo,"December 20, 2007 (JP)",,,,
Kumatanchi,Vanillaware,Dimple Entertainment,"September 25, 2008 (JP)",,,,
Kung Fu Panda: Legendary Warriors,Artificial Mind and Movement,Activision,"November 8, 2008 (NA)",,,,
Kunitori Zunou Battle: Nobunaga no Yabou,Koei,Koei,"June 26, 2008 (JP)",,,,
Kurayami no Hate de Kimi o Matsu,WitchCraft,D3Publisher,"October 22, 2009 (JP)",,,,
Kurikin Nano Island Story,MediaKite,Nintendo,"May 24, 2007 (JP)",,,,
Kurukuru * Princess: Tokimeki Figure * Mezase! Vancouver,Spike,Spike,"December 10, 2009 (JP)",,,,
Kuroshitsuji: Phantom & Ghost,Square Enix,Square Enix,"March 19, 2009 (JP)",,,,
Kurupoto Cool Cool Stars,Starfish SD,"Starfish SD, UFO Interactive Games","March 15, 2007 (NA)",,,,
Kururin Doughnuts: Okashi Recipe,Global A,Global A,"July 5, 2007 (JP)",,,,
Kutsushita Nyanko: Kutsushita o Haita Neko to Kurashi Hajime Mashita,Infinity,D3Publisher,"July 30, 2010 (JP)",,,,
Kuukan * Zukei: Hirameki Training - KuuTore,Good-Feel,Benesse,"May 29, 2008 (JP)",,,,
Kuwagata Tsumami,Success,Success,"July 24, 2008 (JP)",,,,
Kyouryuu Monster,MTO,MTO,"September 20, 2007 (JP)",,,,
L the Prologue to Death Note –Rasen no Wana-,Konami,Konami,"February 7, 2008 (JP)",,,,
L'Enigmistica,Pub Company s.r.l.,Pub Company s.r.l.,2009 (EU),,,,
L'Histoire de France Pour Les Nuls,Anuman Interactive,Atari SA,"October 14, 2008 (EU)",,,,
La Carte au Tresor,Mindscape,Mindscape,"May 11, 2009 (EU)",,,,
Labyrinth,Lancarse,"505 Games, Taito Corporation, UFO Interactive Games","December 1, 2005 (NA)",,,,
Lalaloopsy,Activision,Activision,"November 6, 2011 (NA)",,,,
Lalaloopsy: Carnival of Friends,Activision,Activision,"October 30, 2012 (NA)",,,,
Lanfeust of Troy,Tate Interactive,Atari SA,"December 7, 2007 (EU)",,,,
Langenscheidt VokabelStar Englisch Fur Einsteiger,Radon Labs,Deep Silver,"December 18, 2009 (EU)",,,,
Langenscheidt VokabelStar Englisch Fur FortgeschritteneVocabStar English AdvancedUK,Radon Labs,Deep Silver,"July 30, 2009 (EU)",,,,
Lapin Malin: J'apprends A Lire Et A EcrireRobbie Konijn: Leren lezen en schrijvenNL,Mindscape,Mindscape,"June 20, 2008 (EU)",,,,
The Last Airbender,THQ,THQ,"June 29, 2010 (NA)",,,,
Last Bullet,FuRyu,FuRyu,"April 23, 2009 (JP)",,,,
Last King of Africa,Focus Home Interactive,Focus Home Interactive,"November 14, 2008 (EU)",,,,
Last Window: The Secret of Cape West,Cing,Nintendo,"January 14, 2010 (JP)",,,,
Le Bescherelle Pratique,Mindscape,Mindscape,"June 26, 2009 (EU)",,,,
Le Jeu Officiel: A Prendre ou A Laisser,Mindscape,Mindscape,2008 (EU),,,,
Learn Chess,Dreamcatcher,Dreamcatcher,"December 29, 2009 (NA)",,,,
Learn Geography,Dreamcatcher,Dreamcatcher,"December 27, 2009 (NA)",,,,
Learn Math,Dreamcatcher,Dreamcatcher,"December 22, 2008 (NA)",,,,
Learn Science,Dreamcatcher,Dreamcatcher,"December 14, 2010 (NA)",,,,
Learn to Play Chess with Fritz and Chesster,Deep Silver,Deep Silver,"February 6, 2009 (EU)",,,,
Learn with Pokémon: Typing Adventure,Genius Sonority,Nintendo,"April 21, 2011 (JP)",,,,
Learning to SpellI did it Mum! SpellingFR,505 Games,505 Games,"October 31, 2010 (NA)",,,,
Left Brain Right Brain,Japan Art Media,"505 Games, Majesco Entertainment","November 16, 2007 (EU)",,,,
Left Brain Right Brain 2,Kokolo Corporation,Majesco Entertainment,"December 9, 2008 (EU)",,,,
The Legend of Kage 2,Taito Corporation,"Square Enix, Taito Corporation, Ubisoft","March 11, 2008 (JP)",,,,
Legend of Kay,JoWooD Productions,DreamCatcher Games,"May 28, 2010 (EU)",,,,
The Legend of Spyro: A New Beginning,Amaze Entertainment,Sierra Entertainment,"October 17, 2006 (NA)",,,,
